Ion signal for P950-AlO4 2, m/z=9
Time(s)	Corrected Signal(Torr)	Std(Torr)
0.000000e+00	1.985373e-12	1.176738e-11
6.400000e+00	-5.111296e-12	1.176738e-11
1.290000e+01	-6.608173e-12	1.176738e-11
1.930000e+01	2.879776e-11	1.176738e-11
2.580000e+01	-7.060519e-12	1.176738e-11
3.220000e+01	-5.473788e-12	1.176738e-11
3.870000e+01	-4.153664e-12	1.176738e-11
4.510000e+01	-5.667433e-12	1.176738e-11
5.160000e+01	-4.047110e-12	1.176738e-11
5.800000e+01	-6.125379e-12	1.176738e-11
6.450000e+01	-3.774756e-12	1.176738e-11
7.090000e+01	1.702358e-11	1.176738e-11
7.740000e+01	2.802110e-11	1.176738e-11
8.380000e+01	-2.565707e-13	1.176738e-11
9.030000e+01	-6.751447e-12	1.176738e-11
9.670000e+01	1.717748e-11	1.176738e-11
1.032000e+02	-7.308293e-12	1.176738e-11
1.096000e+02	-4.843462e-12	1.176738e-11
1.161000e+02	-5.324839e-12	1.176738e-11
1.225000e+02	1.641539e-11	1.176738e-11
1.290000e+02	-4.747384e-12	1.176738e-11
1.354000e+02	-3.714554e-12	1.176738e-11
1.419000e+02	-5.847630e-12	1.176738e-11
1.483000e+02	-6.462899e-12	1.176738e-11
1.548000e+02	-6.772176e-12	1.176738e-11
1.612000e+02	-2.205045e-12	1.176738e-11
1.677000e+02	2.740428e-11	1.176738e-11
1.742000e+02	-5.179598e-12	1.176738e-11
1.806000e+02	-4.372667e-12	1.176738e-11
1.871000e+02	-2.868440e-13	1.176738e-11
1.935000e+02	-6.561613e-12	1.176738e-11
2.000000e+02	-3.721490e-12	1.176738e-11
2.064000e+02	-1.173956e-11	1.176738e-11
2.129000e+02	-6.746435e-12	1.176738e-11
2.193000e+02	1.426310e-11	1.176738e-11
2.258000e+02	-6.326181e-12	1.176738e-11
2.322000e+02	-6.084250e-12	1.176738e-11
2.387000e+02	-9.038573e-12	1.176738e-11
2.451000e+02	2.622900e-11	1.176738e-11
2.516000e+02	2.068153e-11	1.176738e-11
2.580000e+02	-4.248542e-12	1.176738e-11
2.645000e+02	1.172098e-11	1.176738e-11
2.709000e+02	-4.921288e-12	1.176738e-11
2.774000e+02	1.548644e-11	1.176738e-11
2.838000e+02	-1.154113e-11	1.176738e-11
2.903000e+02	-1.641710e-12	1.176738e-11
2.967000e+02	-7.191079e-12	1.176738e-11
3.032000e+02	2.913344e-12	1.176738e-11
3.096000e+02	2.094828e-11	1.176738e-11
3.161000e+02	-9.503612e-12	1.176738e-11
3.225000e+02	-5.493471e-12	1.176738e-11
3.290000e+02	-4.961747e-12	1.176738e-11
3.354000e+02	-6.510216e-12	1.176738e-11
3.419000e+02	-5.863993e-12	1.176738e-11
3.483000e+02	1.694564e-11	1.176738e-11
3.548000e+02	-7.355939e-12	1.176738e-11
