Averaged ion signal for P950-Hf15x1, m/z=10
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-8.037342e-12	5.132763e-12
6.500000e+00	1.531844e-12	7.474812e-12
1.290000e+01	-1.025590e-11	5.201615e-12
1.940000e+01	6.842094e-12	1.752263e-11
2.580000e+01	-7.687841e-12	3.838746e-12
3.230000e+01	2.419730e-12	7.834543e-12
3.880000e+01	7.900866e-12	1.191377e-11
4.520000e+01	-8.361969e-12	4.974848e-12
5.170000e+01	1.331016e-12	5.355427e-12
5.810000e+01	-6.788769e-12	7.033340e-12
6.460000e+01	7.143317e-12	1.119094e-11
7.100000e+01	-6.445769e-12	5.220831e-12
7.750000e+01	1.778987e-11	1.481194e-12
8.390000e+01	-7.627718e-12	4.571173e-12
9.040000e+01	-9.327683e-12	4.450047e-12
9.680000e+01	1.748582e-12	1.622746e-11
1.033000e+02	1.553718e-12	1.554934e-11
1.097000e+02	-6.323568e-12	1.393606e-12
1.162000e+02	-8.800482e-12	3.576830e-12
1.226000e+02	-6.784673e-13	5.483403e-12
1.291000e+02	-8.455732e-12	4.892672e-12
1.355000e+02	-8.779017e-12	3.215839e-12
1.420000e+02	3.092185e-13	1.420841e-11
1.484000e+02	2.177118e-11	3.522630e-12
1.549000e+02	1.186519e-12	8.080395e-12
1.613000e+02	-6.518663e-13	4.543228e-12
1.678000e+02	-7.021481e-12	4.374496e-12
1.742000e+02	4.829934e-12	1.960426e-11
1.807000e+02	-8.943881e-12	3.114388e-12
1.871000e+02	-1.102417e-11	3.593055e-12
1.936000e+02	-8.166594e-12	3.820565e-12
2.000000e+02	-7.465315e-12	4.935196e-12
2.065000e+02	-1.073446e-11	2.702092e-12
2.130000e+02	-1.266551e-11	2.428381e-12
2.194000e+02	-7.889744e-12	3.927898e-12
2.259000e+02	5.698392e-12	1.931457e-11
2.323000e+02	-1.128350e-11	2.319635e-12
2.388000e+02	3.613422e-13	1.129781e-11
2.452000e+02	-8.181643e-12	3.865081e-12
2.517000e+02	-8.436257e-12	5.750005e-12
2.581000e+02	7.913574e-13	1.420517e-11
2.646000e+02	-9.617857e-12	4.161797e-12
2.710000e+02	2.302208e-12	1.233151e-11
2.775000e+02	6.379043e-12	1.228351e-11
2.839000e+02	-9.103142e-12	3.684555e-12
2.904000e+02	1.454764e-11	7.022280e-12
2.968000e+02	-9.700242e-12	2.395547e-12
3.033000e+02	-9.241256e-12	1.651571e-12
3.097000e+02	4.833509e-12	1.206611e-11
3.162000e+02	1.318664e-11	5.273371e-13
3.226000e+02	-9.553691e-12	3.628380e-12
3.291000e+02	-9.362356e-12	2.605554e-12
3.355000e+02	4.030593e-13	7.117179e-12
3.420000e+02	1.708464e-11	1.932046e-12
3.484000e+02	-8.876140e-12	3.239713e-12
3.549000e+02	2.251995e-12	1.571389e-11
