Averaged ion signal for P950-AlO2, m/z=94
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	1.533067e-12	4.004063e-12
6.400000e+00	5.660688e-12	4.559044e-12
1.290000e+01	-2.237168e-13	5.639950e-12
1.930000e+01	3.227592e-12	6.423718e-12
2.580000e+01	-3.218813e-12	2.046276e-12
3.220000e+01	-8.390040e-13	3.661108e-12
3.870000e+01	-5.050909e-12	3.663981e-13
4.510000e+01	1.364290e-11	1.675658e-13
5.160000e+01	4.693495e-12	7.625722e-13
5.800000e+01	-4.203696e-12	2.662260e-12
6.450000e+01	-1.440101e-12	5.257254e-12
7.090000e+01	1.442208e-12	4.212414e-12
7.740000e+01	9.457803e-12	1.729580e-12
8.380000e+01	-8.379388e-12	1.057588e-12
9.030000e+01	1.080321e-11	8.304055e-13
9.680000e+01	6.369989e-12	5.242789e-12
1.032000e+02	-2.179389e-12	2.140231e-12
1.097000e+02	-3.406607e-12	5.904963e-12
1.161000e+02	7.458015e-12	6.599427e-13
1.226000e+02	-2.390703e-12	6.196637e-12
1.290000e+02	-2.643082e-12	9.033617e-12
1.355000e+02	4.371701e-12	1.070781e-11
1.419000e+02	5.614322e-12	4.033791e-12
1.484000e+02	6.467605e-12	4.513485e-12
1.548000e+02	-1.337774e-12	7.186465e-12
1.613000e+02	-1.753491e-12	9.621590e-13
1.677000e+02	1.505630e-12	7.643639e-12
1.742000e+02	6.841291e-14	2.888167e-12
1.806000e+02	-7.801966e-12	3.350813e-12
1.871000e+02	-2.066832e-13	1.002751e-11
1.935000e+02	-4.552562e-12	4.534987e-12
2.000000e+02	2.824221e-12	3.703181e-12
2.064000e+02	5.933842e-12	3.609161e-12
2.129000e+02	2.661125e-12	4.599145e-12
2.193000e+02	5.160746e-12	6.828836e-12
2.258000e+02	-1.113147e-11	1.346403e-11
2.322000e+02	6.953650e-12	1.333510e-12
2.387000e+02	-2.605067e-12	6.370796e-12
2.451000e+02	3.977554e-12	5.778816e-12
2.516000e+02	1.881836e-12	1.332788e-11
2.580000e+02	1.272958e-12	9.993358e-12
2.645000e+02	8.910053e-12	1.348642e-13
2.709000e+02	6.218616e-13	6.080320e-13
2.774000e+02	-4.225043e-12	9.319538e-12
2.838000e+02	5.864266e-12	1.260421e-11
2.903000e+02	-6.024139e-12	7.712212e-12
2.967000e+02	-2.001831e-12	7.513880e-12
3.032000e+02	6.451264e-12	1.166439e-11
3.096000e+02	1.122507e-11	5.280554e-12
3.161000e+02	5.242668e-12	6.499561e-12
3.226000e+02	5.285951e-12	8.597255e-12
3.290000e+02	-8.497428e-12	8.316765e-12
3.355000e+02	6.441855e-12	5.523929e-12
3.419000e+02	4.005476e-12	1.966909e-12
3.484000e+02	-1.505741e-12	8.241029e-13
3.548000e+02	-6.120620e-12	1.994458e-11
