Averaged ion signal for P950-Hf15x1, m/z=173
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-1.569587e-11	1.825946e-12
6.500000e+00	1.730645e-11	1.788898e-12
1.290000e+01	-1.144447e-12	1.321581e-11
1.940000e+01	2.313972e-12	1.393225e-11
2.580000e+01	5.049075e-12	2.328543e-12
3.230000e+01	-1.175899e-11	3.143891e-12
3.880000e+01	-1.324267e-11	1.817939e-12
4.520000e+01	4.345982e-12	1.799076e-13
5.170000e+01	8.091401e-12	4.475040e-12
5.810000e+01	-2.649645e-12	1.750641e-11
6.460000e+01	4.207424e-12	1.095719e-11
7.100000e+01	8.695528e-12	3.530896e-12
7.750000e+01	7.655947e-12	5.219844e-12
8.390000e+01	-2.233449e-12	7.677952e-12
9.040000e+01	5.671970e-12	8.420043e-13
9.680000e+01	-1.090188e-11	6.189251e-12
1.033000e+02	1.334549e-11	2.479647e-12
1.097000e+02	1.374660e-11	9.283511e-13
1.162000e+02	1.151052e-11	3.036799e-12
1.226000e+02	1.097812e-11	5.856997e-12
1.291000e+02	-1.329611e-11	1.816601e-12
1.355000e+02	1.619814e-11	6.873155e-12
1.420000e+02	-2.365439e-12	7.105897e-12
1.484000e+02	6.168165e-12	1.396694e-12
1.549000e+02	-1.571022e-11	1.605346e-12
1.613000e+02	-1.282681e-11	6.254581e-13
1.678000e+02	-3.498930e-13	1.334209e-11
1.742000e+02	1.614171e-11	1.979110e-12
1.807000e+02	-5.943470e-12	1.310954e-11
1.871000e+02	2.671234e-12	1.170876e-11
1.936000e+02	-2.068826e-13	3.600245e-12
2.000000e+02	6.086257e-12	1.667087e-12
2.065000e+02	1.802140e-12	1.468860e-11
2.130000e+02	-3.434908e-13	1.509239e-11
2.194000e+02	1.187616e-11	2.268548e-12
2.259000e+02	2.331582e-12	7.808504e-12
2.323000e+02	-6.548864e-12	7.035750e-12
2.388000e+02	1.955161e-11	5.610352e-12
2.452000e+02	4.454709e-12	1.425065e-11
2.517000e+02	6.855628e-12	3.887800e-12
2.581000e+02	1.512123e-11	5.101004e-12
2.646000e+02	-2.256849e-12	4.857452e-12
2.710000e+02	3.468305e-12	2.062379e-11
2.775000e+02	9.193174e-12	1.971397e-12
2.839000e+02	6.138278e-12	4.174693e-12
2.904000e+02	8.438697e-12	3.527745e-12
2.968000e+02	1.215680e-11	9.608041e-12
3.033000e+02	8.527219e-12	4.127907e-12
3.097000e+02	1.596682e-11	3.114889e-12
3.162000e+02	2.409242e-12	8.577941e-12
3.226000e+02	5.959846e-12	1.904974e-11
3.291000e+02	-5.147335e-12	9.342390e-12
3.355000e+02	2.451269e-12	1.221901e-11
3.420000e+02	-6.194212e-12	3.163138e-12
3.484000e+02	1.036689e-11	1.585658e-13
3.549000e+02	-5.010639e-12	1.356344e-11
