Averaged ion signal for bare Si BNL, m/z=135
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-9.326375e-12	1.711742e-11
6.500000e+00	-1.743430e-12	7.872370e-12
1.290000e+01	1.050809e-12	5.111275e-12
1.940000e+01	-7.677346e-12	4.737110e-12
2.580000e+01	2.690244e-12	6.626884e-12
3.230000e+01	1.595588e-12	1.004200e-11
3.880000e+01	4.974616e-12	1.168043e-11
4.520000e+01	6.636273e-12	1.038086e-11
5.170000e+01	9.508550e-12	1.228954e-11
5.810000e+01	1.093221e-11	7.095968e-12
6.460000e+01	7.278484e-12	1.137865e-11
7.100000e+01	6.296409e-13	6.695423e-12
7.750000e+01	4.012736e-12	5.035580e-13
8.390000e+01	2.754575e-12	6.580686e-12
9.040000e+01	-1.639358e-11	6.467501e-12
9.680000e+01	-1.513491e-12	1.064620e-11
1.033000e+02	-4.693396e-12	1.757766e-11
1.097000e+02	-1.213056e-12	7.065405e-12
1.162000e+02	7.879038e-12	1.261827e-11
1.226000e+02	1.433138e-11	4.116014e-12
1.291000e+02	-2.045275e-13	9.366879e-12
1.355000e+02	3.558812e-12	1.141462e-11
1.420000e+02	1.255591e-11	8.127488e-12
1.484000e+02	9.462246e-12	1.226233e-12
1.549000e+02	1.011684e-11	7.641598e-12
1.613000e+02	-3.096320e-12	1.508842e-12
1.678000e+02	7.288275e-12	1.131421e-11
1.742000e+02	-1.883379e-11	5.738051e-12
1.807000e+02	2.142709e-12	8.041816e-12
1.871000e+02	1.142055e-11	1.184506e-11
1.936000e+02	-7.104506e-12	7.391224e-12
2.000000e+02	-3.457267e-12	6.951580e-12
2.065000e+02	-1.087932e-11	1.743593e-11
2.130000e+02	-1.023644e-11	2.014902e-11
2.194000e+02	2.689512e-12	9.074144e-12
2.259000e+02	-1.059371e-11	5.320326e-12
2.323000e+02	-7.455383e-14	6.863253e-12
2.388000e+02	5.132724e-12	5.540936e-12
2.452000e+02	5.622880e-12	1.710786e-11
2.517000e+02	-9.795892e-12	1.251505e-12
2.581000e+02	1.768146e-13	6.889972e-12
2.646000e+02	-9.506108e-12	2.544546e-12
2.710000e+02	-1.485875e-11	7.267581e-12
2.775000e+02	9.362526e-12	5.748264e-12
2.839000e+02	-1.058687e-11	1.558274e-11
2.904000e+02	-1.019254e-11	9.583729e-13
2.968000e+02	2.076172e-13	1.191330e-11
3.033000e+02	-6.134805e-12	2.358268e-11
3.097000e+02	6.381551e-12	1.312341e-11
3.162000e+02	-1.588587e-11	1.652479e-11
3.226000e+02	-7.161014e-12	2.818982e-12
3.291000e+02	-1.146277e-11	3.937966e-12
3.355000e+02	6.123420e-12	1.663628e-12
3.420000e+02	-6.648543e-14	1.504493e-12
3.484000e+02	4.515354e-12	2.737008e-15
3.549000e+02	-3.085051e-12	1.681010e-11
