Averaged ion signal for P950-AlO4, m/z=157
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-6.900776e-12	1.400043e-12
6.500000e+00	1.944895e-12	6.951686e-13
1.290000e+01	-2.994862e-12	1.911174e-13
1.940000e+01	-1.022692e-12	1.175171e-12
2.580000e+01	5.628551e-12	7.551222e-12
3.230000e+01	-4.649779e-12	5.637989e-12
3.880000e+01	1.336309e-12	1.886784e-12
4.520000e+01	9.868134e-12	3.012850e-12
5.170000e+01	8.556723e-12	1.236556e-12
5.810000e+01	-1.451035e-11	1.318009e-11
6.460000e+01	-1.476864e-12	2.533896e-12
7.100000e+01	5.785461e-12	3.754029e-12
7.750000e+01	-1.163325e-11	1.617604e-11
8.390000e+01	-1.385126e-12	4.240369e-12
9.040000e+01	-1.249389e-11	1.632142e-11
9.680000e+01	5.365287e-12	5.678708e-12
1.033000e+02	-1.165837e-11	1.694066e-11
1.097000e+02	-1.026380e-11	1.211355e-11
1.162000e+02	5.297289e-12	1.181246e-12
1.226000e+02	3.525614e-12	1.358887e-12
1.291000e+02	9.147017e-13	1.624093e-12
1.355000e+02	1.060303e-11	2.543227e-12
1.420000e+02	-4.610885e-12	1.392643e-11
1.484000e+02	-3.000060e-12	2.885066e-12
1.549000e+02	-2.944719e-13	3.827772e-12
1.613000e+02	-6.773647e-12	5.530594e-12
1.678000e+02	-1.222091e-11	1.377096e-11
1.742000e+02	-6.757216e-12	1.024124e-11
1.807000e+02	2.227355e-12	6.231451e-12
1.871000e+02	8.154597e-12	4.627503e-12
1.936000e+02	4.082677e-13	2.488709e-12
2.000000e+02	-7.757489e-12	1.297658e-12
2.065000e+02	9.035181e-12	3.533131e-12
2.129000e+02	-5.102076e-12	9.852682e-12
2.194000e+02	7.105094e-12	1.140897e-11
2.258000e+02	-6.739163e-12	1.153052e-11
2.323000e+02	1.024401e-11	5.439810e-12
2.387000e+02	4.818250e-12	2.277861e-12
2.452000e+02	6.511421e-12	4.786149e-12
2.516000e+02	-8.404337e-12	9.861200e-12
2.581000e+02	1.055483e-11	2.711489e-12
2.646000e+02	1.246392e-11	2.187305e-12
2.710000e+02	1.372875e-11	4.729328e-12
2.775000e+02	-1.179867e-11	4.828034e-12
2.839000e+02	-4.044740e-12	1.746257e-11
2.904000e+02	1.501625e-11	6.238874e-12
2.968000e+02	-1.524508e-11	1.204466e-11
3.033000e+02	-6.178939e-12	1.907381e-11
3.097000e+02	6.186987e-12	2.315653e-12
3.162000e+02	2.871075e-12	7.986447e-12
3.226000e+02	4.403400e-12	4.086686e-12
3.291000e+02	-2.723862e-12	1.019746e-11
3.355000e+02	5.883130e-13	4.063526e-12
3.420000e+02	-5.927099e-12	1.507768e-12
3.484000e+02	7.820226e-12	7.326366e-12
3.549000e+02	2.811814e-12	4.106071e-12
