Averaged ion signal for bare Si BNL, m/z=17
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-1.404894e-13	8.554278e-11
6.500000e+00	-7.311179e-11	1.145254e-11
1.290000e+01	-3.557584e-11	2.971017e-12
1.940000e+01	3.045286e-11	1.230337e-10
2.580000e+01	6.098881e-11	4.148481e-11
3.230000e+01	2.301751e-11	3.948014e-11
3.880000e+01	-5.961735e-12	3.448341e-11
4.520000e+01	2.095822e-10	8.599393e-11
5.170000e+01	4.360292e-11	3.200279e-11
5.810000e+01	-1.735318e-11	9.992271e-12
6.460000e+01	2.816757e-11	1.415110e-10
7.100000e+01	-8.788533e-12	2.347847e-11
7.750000e+01	2.874017e-11	6.798315e-11
8.390000e+01	9.427612e-11	9.946468e-11
9.040000e+01	3.180482e-11	7.103065e-11
9.680000e+01	2.434077e-11	8.154912e-11
1.033000e+02	-1.276305e-10	1.654444e-11
1.097000e+02	-3.659458e-11	2.656291e-11
1.162000e+02	-8.565879e-12	5.855824e-11
1.226000e+02	-5.529928e-12	4.057671e-11
1.291000e+02	1.849877e-11	1.572034e-12
1.355000e+02	8.753472e-11	1.940949e-11
1.420000e+02	5.706342e-11	2.308583e-11
1.484000e+02	9.309938e-11	1.110430e-11
1.549000e+02	2.062808e-11	1.404004e-10
1.613000e+02	-9.733597e-11	1.838190e-11
1.678000e+02	-2.130727e-11	1.256134e-10
1.742000e+02	2.472868e-11	1.836811e-11
1.807000e+02	-2.924262e-11	7.337278e-11
1.871000e+02	-4.570667e-11	1.014569e-11
1.936000e+02	-1.606780e-10	4.114101e-11
2.000000e+02	6.235798e-11	4.984051e-11
2.065000e+02	1.386680e-12	5.415481e-11
2.130000e+02	-1.085926e-10	5.915808e-11
2.194000e+02	-6.554867e-11	1.411686e-10
2.259000e+02	-8.052792e-11	3.582812e-11
2.323000e+02	-8.298402e-11	5.431760e-11
2.388000e+02	-1.463266e-12	4.881432e-11
2.452000e+02	-1.404194e-10	9.380380e-11
2.517000e+02	-1.489861e-11	1.843005e-10
2.581000e+02	5.464529e-11	7.279000e-11
2.646000e+02	-1.228340e-10	6.371327e-11
2.710000e+02	-1.290063e-12	6.577621e-11
2.775000e+02	2.523069e-11	1.812729e-10
2.839000e+02	3.927459e-11	1.773759e-11
2.904000e+02	5.979534e-11	1.807591e-10
2.968000e+02	-5.716076e-11	8.174862e-11
3.033000e+02	4.359991e-12	3.875466e-11
3.097000e+02	7.590389e-11	1.667348e-10
3.162000e+02	2.442464e-11	5.476845e-11
3.226000e+02	-6.953146e-11	9.477898e-11
3.291000e+02	1.194972e-10	3.122570e-11
3.355000e+02	-3.746681e-11	6.820723e-11
3.420000e+02	-1.938106e-12	7.928810e-11
3.484000e+02	-7.990216e-11	1.330657e-11
3.549000e+02	-1.113735e-10	9.419811e-11
