Averaged ion signal for bare Si BNL, m/z=165
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	7.925743e-12	7.882430e-13
6.500000e+00	-5.986573e-12	8.451335e-12
1.290000e+01	-4.073923e-12	6.741142e-12
1.940000e+01	8.382261e-12	2.354266e-12
2.580000e+01	1.498912e-12	9.768460e-12
3.230000e+01	3.634596e-12	1.475367e-12
3.880000e+01	-2.619594e-12	2.933401e-12
4.520000e+01	-1.076257e-11	9.567032e-12
5.170000e+01	4.624241e-12	1.939998e-12
5.810000e+01	-3.360235e-12	5.231070e-12
6.460000e+01	4.671575e-12	5.681104e-12
7.100000e+01	-2.919003e-13	6.573171e-12
7.750000e+01	5.813784e-12	1.045208e-11
8.390000e+01	4.354343e-13	6.973728e-12
9.040000e+01	-7.354882e-12	4.941820e-12
9.680000e+01	-8.651231e-12	5.392626e-12
1.033000e+02	-2.380847e-12	1.547458e-11
1.097000e+02	-5.689652e-14	1.471475e-12
1.162000e+02	4.094788e-12	1.039962e-11
1.226000e+02	-1.249706e-11	1.463924e-12
1.291000e+02	-1.992378e-12	1.430098e-11
1.355000e+02	-1.758227e-12	1.065332e-11
1.420000e+02	1.519957e-12	8.279148e-13
1.484000e+02	1.317911e-11	2.502779e-12
1.549000e+02	-5.664909e-12	1.294639e-11
1.613000e+02	-8.966158e-12	6.945720e-12
1.678000e+02	-4.301074e-12	1.494741e-11
1.742000e+02	-8.458774e-12	1.019357e-11
1.807000e+02	-6.457039e-12	9.538389e-12
1.871000e+02	2.772611e-12	6.644173e-13
1.936000e+02	8.285795e-12	3.139903e-13
2.000000e+02	1.360395e-11	1.455684e-12
2.065000e+02	2.033630e-12	1.880408e-12
2.130000e+02	2.170440e-12	8.132375e-12
2.194000e+02	-3.570086e-12	1.634536e-11
2.259000e+02	-5.901025e-12	1.096507e-11
2.323000e+02	1.142280e-11	7.283294e-12
2.388000e+02	5.420609e-12	4.639672e-12
2.452000e+02	5.342133e-12	3.323955e-13
2.517000e+02	1.086144e-11	4.018929e-12
2.581000e+02	4.266968e-12	4.999003e-12
2.646000e+02	1.281778e-12	1.395797e-11
2.710000e+02	-1.103355e-11	3.537948e-12
2.775000e+02	1.127311e-11	6.961868e-12
2.839000e+02	1.423564e-11	1.908801e-12
2.904000e+02	1.915948e-12	7.950267e-12
2.968000e+02	-1.623598e-11	1.423649e-12
3.033000e+02	7.396282e-12	6.587166e-12
3.097000e+02	-9.517194e-12	1.246098e-12
3.162000e+02	-2.707383e-12	5.455936e-12
3.226000e+02	5.015641e-12	1.539497e-12
3.291000e+02	-3.835675e-12	3.980589e-12
3.355000e+02	-1.259747e-11	8.461455e-13
3.420000e+02	1.108566e-11	9.611488e-12
3.484000e+02	4.511810e-12	1.309921e-11
3.549000e+02	-6.700057e-13	1.135339e-11
