Ion signal for P950-InO4 1, m/z=39
Time(s)	Corrected Signal(Torr)	Std(Torr)
0.000000e+00	8.598432e-12	1.032918e-11
6.500000e+00	6.039603e-12	1.032918e-11
1.290000e+01	-4.658628e-12	1.032918e-11
1.940000e+01	-4.497457e-12	1.032918e-11
2.580000e+01	-9.925688e-12	1.032918e-11
3.230000e+01	-1.067452e-11	1.032918e-11
3.870000e+01	2.493725e-11	1.032918e-11
4.520000e+01	9.628423e-12	1.032918e-11
5.170000e+01	-2.840406e-12	1.032918e-11
5.810000e+01	1.277136e-11	1.032918e-11
6.460000e+01	3.123253e-11	1.032918e-11
7.100000e+01	4.997430e-11	1.032918e-11
7.750000e+01	6.258547e-11	1.032918e-11
8.390000e+01	6.349724e-11	1.032918e-11
9.040000e+01	6.322841e-11	1.032918e-11
9.680000e+01	6.440018e-11	1.032918e-11
1.033000e+02	8.108135e-11	1.032918e-11
1.097000e+02	6.990312e-11	1.032918e-11
1.162000e+02	7.345429e-11	1.032918e-11
1.226000e+02	5.895606e-11	1.032918e-11
1.291000e+02	7.287723e-11	1.032918e-11
1.355000e+02	9.763900e-11	1.032918e-11
1.420000e+02	6.489017e-11	1.032918e-11
1.484000e+02	6.363194e-11	1.032918e-11
1.549000e+02	7.275311e-11	1.032918e-11
1.613000e+02	7.607488e-11	1.032918e-11
1.678000e+02	5.963605e-11	1.032918e-11
1.742000e+02	9.150782e-11	1.032918e-11
1.807000e+02	4.886899e-11	1.032918e-11
1.871000e+02	5.104076e-11	1.032918e-11
1.936000e+02	5.626193e-11	1.032918e-11
2.000000e+02	4.472370e-11	1.032918e-11
2.065000e+02	6.349487e-11	1.032918e-11
2.129000e+02	7.313664e-11	1.032918e-11
2.194000e+02	5.682781e-11	1.032918e-11
2.259000e+02	4.694898e-11	1.032918e-11
2.323000e+02	5.032075e-11	1.032918e-11
2.388000e+02	5.908192e-11	1.032918e-11
2.452000e+02	4.138369e-11	1.032918e-11
2.517000e+02	6.235486e-11	1.032918e-11
2.581000e+02	5.852663e-11	1.032918e-11
2.646000e+02	4.326780e-11	1.032918e-11
2.710000e+02	6.128957e-11	1.032918e-11
2.775000e+02	5.974074e-11	1.032918e-11
2.839000e+02	5.355251e-11	1.032918e-11
2.904000e+02	6.506368e-11	1.032918e-11
2.968000e+02	7.440545e-11	1.032918e-11
3.033000e+02	4.782662e-11	1.032918e-11
3.097000e+02	2.065839e-11	1.032918e-11
3.162000e+02	1.219564e-12	1.032918e-11
3.226000e+02	5.531333e-12	1.032918e-11
3.291000e+02	-1.077750e-11	1.032918e-11
3.355000e+02	1.914273e-12	1.032918e-11
3.420000e+02	2.215444e-12	1.032918e-11
3.484000e+02	5.427213e-12	1.032918e-11
3.549000e+02	1.743838e-11	1.032918e-11
