Averaged ion signal for P950-InO4, m/z=91
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	1.597623e-11	9.012288e-12
6.500000e+00	3.932653e-12	2.709519e-12
1.290000e+01	-2.716307e-12	2.192519e-12
1.940000e+01	-6.779888e-12	1.002712e-12
2.580000e+01	4.270653e-12	1.120183e-11
3.230000e+01	-1.168251e-12	4.909919e-12
3.870000e+01	2.412613e-12	1.479387e-11
4.520000e+01	5.833209e-12	8.104274e-12
5.170000e+01	1.102813e-11	4.075995e-12
5.810000e+01	1.387567e-11	5.727533e-12
6.460000e+01	-5.509912e-12	1.603698e-12
7.100000e+01	-5.303371e-12	1.883160e-12
7.750000e+01	-5.702452e-12	3.705891e-12
8.390000e+01	-6.239113e-13	7.550647e-12
9.040000e+01	1.109101e-11	7.980084e-12
9.680000e+01	6.914549e-12	9.312454e-12
1.033000e+02	-5.100032e-12	1.462235e-13
1.097000e+02	8.780508e-12	3.529239e-12
1.162000e+02	5.098427e-12	1.450703e-11
1.226000e+02	1.206347e-11	2.042068e-12
1.291000e+02	2.168873e-13	5.637838e-12
1.355000e+02	3.066428e-12	1.263062e-11
1.420000e+02	5.838347e-12	1.119964e-11
1.484000e+02	5.590388e-12	1.123068e-11
1.549000e+02	1.058181e-11	7.024452e-12
1.613000e+02	-2.063652e-12	6.164989e-12
1.678000e+02	1.108277e-11	5.906759e-12
1.742000e+02	1.932308e-12	1.056270e-11
1.807000e+02	-6.498773e-12	2.140566e-12
1.871000e+02	8.237768e-12	4.643103e-12
1.936000e+02	1.474469e-11	3.103627e-12
2.000000e+02	1.694823e-11	1.019910e-12
2.065000e+02	1.925665e-11	3.247680e-12
2.129000e+02	3.916187e-12	7.130783e-12
2.194000e+02	-2.077894e-12	1.023049e-11
2.259000e+02	1.774420e-11	1.250580e-12
2.323000e+02	-8.692434e-12	5.001294e-12
2.388000e+02	5.251662e-12	3.679387e-12
2.452000e+02	6.340526e-12	1.039440e-11
2.517000e+02	3.671221e-13	1.642806e-12
2.581000e+02	4.064486e-12	2.296908e-12
2.646000e+02	5.288582e-12	4.457999e-12
2.710000e+02	1.358595e-11	1.438672e-11
2.775000e+02	9.082542e-12	2.406308e-12
2.839000e+02	8.415906e-12	6.312978e-12
2.904000e+02	5.092502e-12	1.628062e-11
2.968000e+02	-3.417458e-12	8.561653e-12
3.033000e+02	1.075696e-11	9.283422e-12
3.097000e+02	2.153502e-12	7.040404e-13
3.162000e+02	1.741392e-11	3.473729e-12
3.226000e+02	6.447962e-12	4.160767e-12
3.291000e+02	1.979381e-12	1.790464e-12
3.355000e+02	4.241922e-12	5.083926e-12
3.420000e+02	-7.931159e-12	5.672343e-12
3.484000e+02	1.758382e-12	1.403881e-12
3.549000e+02	1.581480e-11	3.493496e-13
