Ion signal for bare Si BNL 2, m/z=169
Time(s)	Corrected Signal(Torr)	Std(Torr)
0.000000e+00	9.164473e-12	1.215216e-11
6.500000e+00	-1.462548e-11	1.215216e-11
1.290000e+01	7.736331e-12	1.215216e-11
1.940000e+01	9.130578e-12	1.215216e-11
2.580000e+01	2.326419e-11	1.215216e-11
3.230000e+01	-1.403276e-11	1.215216e-11
3.870000e+01	-1.197105e-11	1.215216e-11
4.520000e+01	-6.036705e-12	1.215216e-11
5.160000e+01	7.220907e-12	1.215216e-11
5.810000e+01	6.205153e-12	1.215216e-11
6.450000e+01	-1.683794e-11	1.215216e-11
7.100000e+01	1.720101e-11	1.215216e-11
7.750000e+01	1.744826e-11	1.215216e-11
8.390000e+01	8.417870e-12	1.215216e-11
9.040000e+01	1.173912e-11	1.215216e-11
9.680000e+01	5.461728e-12	1.215216e-11
1.033000e+02	-3.032025e-12	1.215216e-11
1.097000e+02	-1.019641e-11	1.215216e-11
1.162000e+02	1.699383e-11	1.215216e-11
1.226000e+02	6.151445e-12	1.215216e-11
1.291000e+02	-5.928308e-12	1.215216e-11
1.355000e+02	1.961530e-11	1.215216e-11
1.420000e+02	6.280550e-12	1.215216e-11
1.484000e+02	1.444216e-11	1.215216e-11
1.549000e+02	-1.553969e-11	1.215216e-11
1.613000e+02	-1.417238e-11	1.215216e-11
1.678000e+02	1.265267e-12	1.215216e-11
1.742000e+02	-1.618622e-11	1.215216e-11
1.807000e+02	1.968125e-12	1.215216e-11
1.871000e+02	1.544574e-11	1.215216e-11
1.936000e+02	2.766984e-12	1.215216e-11
2.000000e+02	1.905460e-11	1.215216e-11
2.065000e+02	1.228284e-11	1.215216e-11
2.129000e+02	-1.830965e-11	1.215216e-11
2.194000e+02	1.030770e-11	1.215216e-11
2.258000e+02	1.391531e-11	1.215216e-11
2.323000e+02	7.232559e-12	1.215216e-11
2.387000e+02	-1.730783e-11	1.215216e-11
2.452000e+02	1.034442e-11	1.215216e-11
2.516000e+02	-1.183097e-11	1.215216e-11
2.581000e+02	1.671276e-12	1.215216e-11
2.645000e+02	-1.082112e-12	1.215216e-11
2.710000e+02	-1.683417e-11	1.215216e-11
2.774000e+02	2.036746e-12	1.215216e-11
2.839000e+02	1.167799e-11	1.215216e-11
2.903000e+02	2.048604e-12	1.215216e-11
2.968000e+02	-2.069835e-11	1.215216e-11
3.032000e+02	8.244628e-13	1.215216e-11
3.097000e+02	-2.028749e-11	1.215216e-11
3.161000e+02	3.907321e-12	1.215216e-11
3.226000e+02	-2.167133e-11	1.215216e-11
3.291000e+02	3.136814e-12	1.215216e-11
3.355000e+02	4.861426e-12	1.215216e-11
3.420000e+02	-1.314633e-11	1.215216e-11
3.484000e+02	5.646285e-12	1.215216e-11
3.549000e+02	7.874531e-12	1.215216e-11
