Averaged ion signal for bare Si BNL, m/z=156
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	1.873555e-12	1.632865e-11
6.500000e+00	8.359427e-12	1.098203e-12
1.290000e+01	-1.609049e-11	2.913073e-12
1.940000e+01	-1.028512e-11	5.156281e-13
2.580000e+01	1.147696e-11	1.622002e-12
3.230000e+01	-5.713663e-12	1.812947e-12
3.880000e+01	1.341822e-11	1.029379e-12
4.520000e+01	-5.560309e-12	1.126062e-11
5.170000e+01	9.435676e-12	7.372046e-12
5.810000e+01	-7.562404e-12	1.140555e-11
6.460000e+01	1.038813e-11	4.917529e-12
7.100000e+01	-6.746100e-12	1.189513e-11
7.750000e+01	-8.858877e-12	1.127033e-11
8.390000e+01	4.314155e-12	1.459245e-12
9.040000e+01	6.703528e-12	9.215810e-12
9.680000e+01	-1.192479e-11	6.248580e-12
1.033000e+02	1.065848e-11	5.525265e-12
1.097000e+02	8.944064e-12	4.587395e-12
1.162000e+02	-1.939136e-11	5.698394e-13
1.226000e+02	9.091019e-12	2.663531e-12
1.291000e+02	6.080392e-12	3.322586e-12
1.355000e+02	1.197947e-11	6.232044e-12
1.420000e+02	4.023846e-12	1.438599e-11
1.484000e+02	3.002928e-12	1.447619e-12
1.549000e+02	-3.851599e-12	1.129346e-11
1.613000e+02	7.935883e-12	6.381306e-12
1.678000e+02	-1.587804e-11	3.776038e-12
1.742000e+02	-1.246812e-12	1.476188e-11
1.807000e+02	-1.754894e-11	6.965628e-13
1.871000e+02	1.193279e-11	4.658843e-12
1.936000e+02	-6.136735e-12	1.302469e-11
2.000000e+02	1.112875e-11	4.815082e-12
2.065000e+02	1.131196e-13	2.838138e-12
2.130000e+02	1.831504e-12	1.722053e-13
2.194000e+02	2.241574e-12	1.849437e-12
2.259000e+02	-3.572941e-12	1.910927e-11
2.323000e+02	1.432529e-12	4.925116e-13
2.388000e+02	1.285291e-11	4.454441e-13
2.452000e+02	-1.164572e-11	9.164786e-12
2.517000e+02	-8.246832e-12	1.310722e-11
2.581000e+02	-8.859562e-12	5.775661e-12
2.646000e+02	-8.189377e-12	1.366779e-11
2.710000e+02	4.490893e-12	4.931236e-12
2.775000e+02	-1.980772e-12	1.187788e-11
2.839000e+02	-1.312420e-11	8.559360e-12
2.904000e+02	-9.162368e-12	1.251584e-11
2.968000e+02	7.228302e-12	9.664885e-12
3.033000e+02	-4.408913e-12	8.108782e-12
3.097000e+02	-3.324093e-12	8.389390e-12
3.162000e+02	1.039364e-11	7.289892e-12
3.226000e+02	-3.705838e-12	4.633016e-12
3.291000e+02	-1.303597e-11	1.232429e-12
3.355000e+02	1.040917e-11	1.082511e-11
3.420000e+02	-1.545161e-12	8.653646e-12
3.484000e+02	3.006621e-12	3.341316e-12
3.549000e+02	-7.498066e-13	8.122172e-12
