Averaged ion signal for bare Si BNL, m/z=9
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-8.524996e-12	5.730650e-12
6.500000e+00	-4.499637e-12	9.252744e-13
1.290000e+01	2.776416e-12	1.509883e-11
1.940000e+01	5.265175e-12	1.164414e-11
2.580000e+01	2.890778e-12	6.009236e-12
3.230000e+01	1.342636e-12	4.627912e-12
3.880000e+01	-7.595041e-12	6.284376e-12
4.520000e+01	2.214415e-11	2.682369e-12
5.170000e+01	-1.063433e-11	4.164858e-12
5.810000e+01	-9.559640e-12	5.068351e-12
6.460000e+01	9.487324e-13	1.112269e-11
7.100000e+01	-8.712129e-12	2.371133e-12
7.750000e+01	-1.067709e-11	2.698937e-12
8.390000e+01	2.460583e-12	1.429781e-11
9.040000e+01	1.271192e-12	6.768811e-12
9.680000e+01	-7.962405e-12	3.638496e-12
1.033000e+02	-9.445347e-12	2.569520e-12
1.097000e+02	-7.730934e-13	7.103022e-12
1.162000e+02	-1.082231e-11	3.447182e-12
1.226000e+02	3.375683e-13	7.255590e-12
1.291000e+02	-8.486123e-12	1.944684e-12
1.355000e+02	-8.577020e-12	2.131891e-12
1.420000e+02	1.982709e-11	4.116531e-14
1.484000e+02	1.023992e-12	1.070887e-11
1.549000e+02	-1.009218e-11	3.238330e-13
1.613000e+02	2.510303e-12	1.293485e-11
1.678000e+02	-8.392788e-12	1.254329e-12
1.742000e+02	-8.924935e-12	1.587586e-12
1.807000e+02	8.423974e-12	1.621716e-11
1.871000e+02	-1.085305e-11	2.266298e-12
1.936000e+02	-8.523765e-12	1.705392e-12
2.000000e+02	-8.479112e-12	3.241504e-13
2.065000e+02	-7.446653e-12	3.529737e-13
2.130000e+02	4.981520e-12	1.154809e-11
2.194000e+02	7.711087e-13	9.744195e-12
2.259000e+02	-8.174219e-12	4.698565e-13
2.323000e+02	-2.837960e-14	8.828913e-12
2.388000e+02	5.162643e-12	1.346928e-11
2.452000e+02	7.281782e-12	1.770098e-11
2.517000e+02	3.552855e-12	9.718357e-12
2.581000e+02	-6.445756e-12	3.511496e-13
2.646000e+02	-2.093364e-14	8.594461e-12
2.710000e+02	-8.645845e-12	1.521968e-12
2.775000e+02	1.916878e-12	7.440920e-12
2.839000e+02	-8.624818e-12	3.661871e-12
2.904000e+02	-8.075010e-12	1.702998e-12
2.968000e+02	-7.694371e-12	1.728755e-12
3.033000e+02	-3.878349e-12	4.946566e-12
3.097000e+02	-8.675309e-12	2.876623e-12
3.162000e+02	-7.656687e-12	2.674435e-12
3.226000e+02	-9.246573e-12	1.040366e-12
3.291000e+02	-5.856839e-12	2.745817e-12
3.355000e+02	-2.276736e-12	2.666391e-12
3.420000e+02	1.815723e-12	1.196919e-11
3.484000e+02	6.137526e-12	1.202142e-11
3.549000e+02	-7.733316e-12	4.960554e-12
