Averaged ion signal for P950-AlO4, m/z=109
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-1.322822e-12	2.077679e-12
6.500000e+00	-1.124780e-11	7.746784e-12
1.290000e+01	8.731295e-12	4.547039e-12
1.940000e+01	9.725965e-12	1.641226e-12
2.580000e+01	-6.345877e-13	2.386009e-13
3.230000e+01	-1.700918e-12	8.741363e-14
3.880000e+01	-5.083367e-12	2.565655e-12
4.520000e+01	-1.430030e-11	1.143545e-11
5.170000e+01	-1.204425e-11	1.125002e-11
5.810000e+01	-1.585684e-12	2.171306e-12
6.460000e+01	-4.368132e-12	3.450375e-12
7.100000e+01	-4.469067e-12	1.521017e-11
7.750000e+01	5.654485e-12	4.283765e-12
8.390000e+01	3.450051e-12	1.581474e-12
9.040000e+01	8.452602e-12	1.734595e-12
9.680000e+01	-8.008932e-12	1.759799e-11
1.033000e+02	4.916219e-12	2.761455e-12
1.097000e+02	3.505785e-12	7.907462e-13
1.162000e+02	-9.016164e-12	7.068478e-14
1.226000e+02	1.709021e-13	1.622106e-12
1.291000e+02	-2.836547e-12	1.676175e-12
1.355000e+02	-1.169807e-13	8.725338e-13
1.420000e+02	2.559071e-12	1.050004e-11
1.484000e+02	-2.369364e-12	1.436738e-13
1.549000e+02	-1.850812e-12	2.566049e-13
1.613000e+02	-4.225246e-12	2.677686e-12
1.678000e+02	5.694305e-12	5.369755e-12
1.742000e+02	-5.257475e-13	1.485572e-12
1.807000e+02	3.981422e-12	8.834115e-12
1.871000e+02	-2.821630e-12	1.747788e-12
1.936000e+02	6.831539e-12	4.958475e-12
2.000000e+02	4.347487e-12	4.287148e-12
2.065000e+02	-7.950344e-12	1.007516e-11
2.129000e+02	2.479604e-12	6.230492e-12
2.194000e+02	-8.822641e-14	5.394195e-12
2.258000e+02	3.828721e-12	3.724868e-12
2.323000e+02	1.217391e-12	8.073055e-12
2.387000e+02	4.280838e-12	1.640772e-12
2.452000e+02	3.877508e-12	2.489415e-12
2.516000e+02	-1.026044e-12	1.382588e-12
2.581000e+02	-3.604375e-12	1.020225e-12
2.646000e+02	6.821764e-13	1.565156e-12
2.710000e+02	-4.275758e-12	3.046365e-12
2.775000e+02	-1.772064e-13	4.718704e-12
2.839000e+02	-1.296214e-11	3.508505e-12
2.904000e+02	7.431411e-12	1.839436e-12
2.968000e+02	6.611477e-12	1.557355e-12
3.033000e+02	-7.993472e-12	6.229924e-12
3.097000e+02	-5.631406e-12	2.713285e-12
3.162000e+02	-7.113549e-13	1.232972e-11
3.226000e+02	6.725711e-12	4.095075e-12
3.291000e+02	3.813262e-12	8.346856e-12
3.355000e+02	-5.486719e-13	4.699935e-12
3.420000e+02	-5.199621e-12	8.604962e-13
3.484000e+02	2.144445e-12	3.826295e-12
3.549000e+02	1.056497e-12	4.294864e-12
