Averaged ion signal for P950-InO4, m/z=73
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	4.742942e-12	8.266445e-12
6.500000e+00	8.133223e-12	2.559334e-12
1.290000e+01	3.199381e-12	3.819404e-12
1.940000e+01	2.560661e-12	1.302818e-12
2.580000e+01	-3.718181e-12	3.177481e-13
3.230000e+01	-1.094461e-11	8.533263e-12
3.870000e+01	-3.112424e-13	3.342600e-12
4.520000e+01	-7.415669e-12	9.493914e-12
5.170000e+01	-2.023888e-12	2.417636e-12
5.810000e+01	1.008527e-11	2.074340e-13
6.460000e+01	2.948050e-12	1.279713e-12
7.100000e+01	-9.042292e-12	8.351282e-12
7.750000e+01	-1.179511e-12	1.126556e-11
8.390000e+01	9.225147e-12	3.284869e-12
9.040000e+01	-2.444573e-12	1.232909e-12
9.680000e+01	2.326085e-12	1.131521e-12
1.033000e+02	1.145437e-11	2.642574e-13
1.097000e+02	1.580802e-11	2.636827e-12
1.162000e+02	6.324804e-12	7.191106e-12
1.226000e+02	-2.919538e-12	1.623675e-12
1.291000e+02	1.230743e-12	4.565460e-13
1.355000e+02	2.402900e-12	8.935237e-13
1.420000e+02	3.407181e-12	9.133022e-13
1.484000e+02	6.294839e-12	3.558872e-12
1.549000e+02	2.818620e-12	6.477849e-12
1.613000e+02	5.554277e-12	3.916280e-12
1.678000e+02	1.805558e-12	4.098499e-12
1.742000e+02	8.079716e-12	1.380431e-12
1.807000e+02	3.676997e-12	6.773471e-13
1.871000e+02	6.255654e-12	1.267083e-12
1.936000e+02	-5.524065e-12	1.229470e-11
2.000000e+02	-5.148907e-12	1.292235e-12
2.065000e+02	-5.017627e-12	2.924564e-13
2.129000e+02	-1.622469e-12	3.925387e-12
2.194000e+02	3.344312e-12	4.923108e-12
2.259000e+02	-2.865614e-12	2.282123e-12
2.323000e+02	-1.409930e-11	1.385931e-11
2.388000e+02	7.094324e-12	6.212257e-13
2.452000e+02	8.856889e-13	4.449115e-13
2.517000e+02	-2.050984e-11	5.214526e-12
2.581000e+02	3.433627e-12	1.096956e-11
2.646000e+02	-3.512990e-13	1.356578e-12
2.710000e+02	2.135658e-13	3.709785e-12
2.775000e+02	8.193139e-12	3.072706e-13
2.839000e+02	-3.145496e-12	5.180867e-12
2.904000e+02	-9.219422e-12	8.208119e-12
2.968000e+02	5.135736e-12	7.354811e-12
3.033000e+02	-1.050484e-12	6.414671e-13
3.097000e+02	-1.279326e-12	9.960463e-12
3.162000e+02	-3.133045e-12	1.403315e-12
3.226000e+02	-1.033387e-12	1.141115e-12
3.291000e+02	4.275893e-12	2.379336e-12
3.355000e+02	-5.499489e-13	4.320733e-12
3.420000e+02	-2.659168e-12	4.295012e-12
3.484000e+02	1.398960e-14	5.803918e-12
3.549000e+02	4.381270e-12	3.921398e-13
