Averaged ion signal for bare Si BNL, m/z=1
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-1.831806e-10	1.002396e-10
6.500000e+00	7.022769e-11	4.328246e-11
1.290000e+01	-6.626642e-11	2.618068e-11
1.940000e+01	5.084191e-11	1.226223e-11
2.580000e+01	-7.575220e-11	2.299909e-11
3.230000e+01	-4.239387e-11	2.100800e-11
3.880000e+01	5.761022e-11	3.966933e-11
4.520000e+01	1.057203e-10	1.328282e-10
5.170000e+01	5.207444e-11	1.340604e-10
5.810000e+01	6.808457e-11	7.530154e-11
6.460000e+01	1.285387e-10	6.890979e-11
7.100000e+01	-2.270121e-11	6.938131e-11
7.750000e+01	4.350711e-11	2.877578e-11
8.390000e+01	-4.753699e-11	6.871108e-11
9.040000e+01	-4.452867e-11	1.668540e-10
9.680000e+01	-2.812277e-11	5.289085e-11
1.033000e+02	7.713555e-11	3.691625e-11
1.097000e+02	-2.545855e-11	1.301794e-10
1.162000e+02	1.084498e-10	2.943648e-11
1.226000e+02	7.275566e-11	6.799961e-11
1.291000e+02	3.126399e-11	8.056707e-12
1.355000e+02	1.033199e-10	4.766985e-11
1.420000e+02	1.070282e-10	1.107306e-11
1.484000e+02	-4.116590e-11	1.301901e-10
1.549000e+02	1.477924e-10	7.197169e-12
1.613000e+02	9.498324e-12	6.246031e-11
1.678000e+02	8.825665e-11	5.896740e-11
1.742000e+02	9.161254e-11	4.318054e-11
1.807000e+02	4.620871e-12	4.456237e-11
1.871000e+02	-2.311232e-10	1.821492e-10
1.936000e+02	-1.675149e-10	1.287921e-10
2.000000e+02	-8.065902e-11	5.587900e-11
2.065000e+02	-8.720069e-11	8.028091e-12
2.130000e+02	4.650340e-11	2.818942e-11
2.194000e+02	-2.663647e-11	3.000168e-11
2.259000e+02	-1.310324e-10	1.470597e-10
2.323000e+02	7.802775e-11	4.685522e-13
2.388000e+02	3.731837e-12	1.382989e-11
2.452000e+02	1.004420e-10	4.191122e-11
2.517000e+02	-1.126039e-10	1.360001e-10
2.581000e+02	-2.297438e-10	9.840901e-11
2.646000e+02	6.481028e-11	1.535203e-10
2.710000e+02	8.747041e-11	2.827076e-11
2.775000e+02	-2.672550e-11	1.540094e-10
2.839000e+02	2.643463e-11	2.279947e-11
2.904000e+02	6.933871e-11	4.756081e-11
2.968000e+02	-1.630012e-10	1.838697e-10
3.033000e+02	-2.206471e-10	1.456190e-10
3.097000e+02	-3.128693e-11	1.127899e-10
3.162000e+02	-9.328461e-13	1.829873e-11
3.226000e+02	-1.622714e-12	4.116017e-11
3.291000e+02	9.588561e-11	4.718274e-11
3.355000e+02	6.091506e-12	5.961960e-11
3.420000e+02	-6.770017e-11	3.543749e-11
3.484000e+02	-2.854427e-11	6.305063e-11
3.549000e+02	2.911405e-11	2.655772e-11
