Averaged ion signal for P950-AlO4, m/z=58
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-2.156989e-12	3.432179e-13
6.500000e+00	3.823191e-12	2.946056e-12
1.290000e+01	-1.197930e-12	2.239470e-12
1.940000e+01	-1.760750e-12	6.028040e-13
2.580000e+01	1.589130e-12	8.727873e-14
3.230000e+01	-2.432190e-12	1.783948e-12
3.880000e+01	-2.487605e-13	3.100767e-13
4.520000e+01	2.173370e-12	3.458301e-12
5.170000e+01	1.256799e-12	9.773250e-13
5.810000e+01	3.604430e-12	1.715049e-12
6.460000e+01	3.085885e-14	2.818927e-12
7.100000e+01	7.916989e-12	3.991703e-12
7.750000e+01	1.187419e-12	1.185322e-12
8.390000e+01	4.824549e-12	8.354543e-13
9.040000e+01	5.133478e-12	1.700070e-12
9.680000e+01	-6.228914e-13	6.477940e-13
1.033000e+02	7.168538e-12	5.015182e-12
1.097000e+02	4.623668e-12	9.957655e-15
1.162000e+02	4.693598e-12	3.384333e-13
1.226000e+02	1.208373e-11	1.431209e-12
1.291000e+02	8.186157e-12	1.108185e-12
1.355000e+02	8.112288e-12	1.245039e-12
1.420000e+02	3.288717e-12	1.925937e-12
1.484000e+02	3.877347e-12	2.057873e-13
1.549000e+02	3.139777e-12	3.110188e-12
1.613000e+02	6.523907e-12	6.720357e-13
1.678000e+02	4.803836e-12	3.560030e-15
1.742000e+02	6.512716e-12	4.349035e-12
1.807000e+02	3.303896e-12	5.485308e-12
1.871000e+02	7.168276e-12	2.535717e-12
1.936000e+02	6.643956e-12	2.442943e-12
2.000000e+02	6.994835e-12	3.368469e-12
2.065000e+02	2.101516e-12	3.204305e-12
2.129000e+02	2.837895e-12	1.520280e-12
2.194000e+02	3.470075e-12	2.393447e-12
2.258000e+02	4.414955e-12	3.330281e-13
2.323000e+02	3.188135e-12	1.477302e-12
2.387000e+02	9.326515e-12	1.809276e-12
2.452000e+02	4.105695e-12	2.913550e-12
2.516000e+02	1.578574e-12	1.566025e-12
2.581000e+02	-1.337746e-12	5.362016e-13
2.646000e+02	2.521184e-12	3.053227e-13
2.710000e+02	5.952314e-12	4.415467e-13
2.775000e+02	1.939743e-12	3.228571e-12
2.839000e+02	7.583737e-13	6.547050e-13
2.904000e+02	3.534803e-12	9.656806e-13
2.968000e+02	5.260433e-12	2.629957e-12
3.033000e+02	1.660863e-12	4.165932e-12
3.097000e+02	3.506493e-12	1.123208e-12
3.162000e+02	-7.710776e-13	2.096816e-12
3.226000e+02	-4.326947e-12	4.630040e-12
3.291000e+02	3.162482e-12	6.310644e-13
3.355000e+02	-3.356887e-12	2.041212e-12
3.420000e+02	-1.622458e-12	7.218729e-14
3.484000e+02	2.044172e-12	1.559537e-12
3.549000e+02	1.532102e-12	1.240939e-12
