Ion signal for bare Si BNL 1, m/z=200
Time(s)	Corrected Signal(Torr)	Std(Torr)
0.000000e+00	2.912900e-12	1.166360e-11
6.500000e+00	2.012018e-11	1.166360e-11
1.290000e+01	-1.163107e-11	1.166360e-11
1.940000e+01	9.938209e-12	1.166360e-11
2.580000e+01	7.209600e-13	1.166360e-11
3.230000e+01	-1.783216e-11	1.166360e-11
3.880000e+01	-2.940483e-12	1.166360e-11
4.520000e+01	-1.127873e-11	1.166360e-11
5.170000e+01	-1.157545e-11	1.166360e-11
5.810000e+01	-2.213750e-11	1.166360e-11
6.460000e+01	-1.078042e-11	1.166360e-11
7.100000e+01	-1.978647e-11	1.166360e-11
7.750000e+01	1.035861e-11	1.166360e-11
8.390000e+01	-1.165964e-11	1.166360e-11
9.040000e+01	-2.110506e-11	1.166360e-11
9.680000e+01	1.004439e-11	1.166360e-11
1.033000e+02	1.390967e-11	1.166360e-11
1.097000e+02	-1.324258e-11	1.166360e-11
1.162000e+02	1.162470e-11	1.166360e-11
1.226000e+02	1.734345e-11	1.166360e-11
1.291000e+02	1.002373e-11	1.166360e-11
1.355000e+02	-1.644752e-11	1.166360e-11
1.420000e+02	-2.741245e-12	1.166360e-11
1.484000e+02	8.495067e-13	1.166360e-11
1.549000e+02	-1.175421e-11	1.166360e-11
1.613000e+02	-2.124806e-11	1.166360e-11
1.678000e+02	-1.959118e-11	1.166360e-11
1.742000e+02	1.790566e-12	1.166360e-11
1.807000e+02	2.849845e-12	1.166360e-11
1.871000e+02	5.559604e-14	1.166360e-11
1.936000e+02	-1.831133e-11	1.166360e-11
2.000000e+02	-2.220847e-11	1.166360e-11
2.065000e+02	1.497590e-11	1.166360e-11
2.130000e+02	1.509183e-12	1.166360e-11
2.194000e+02	1.398093e-11	1.166360e-11
2.259000e+02	1.375921e-11	1.166360e-11
2.323000e+02	-2.133684e-11	1.166360e-11
2.388000e+02	-1.513676e-11	1.166360e-11
2.452000e+02	-2.149531e-11	1.166360e-11
2.517000e+02	-2.150623e-11	1.166360e-11
2.581000e+02	4.569024e-12	1.166360e-11
2.646000e+02	-1.357170e-11	1.166360e-11
2.710000e+02	6.896053e-12	1.166360e-11
2.775000e+02	1.073833e-11	1.166360e-11
2.839000e+02	1.808316e-14	1.166360e-11
2.904000e+02	-3.034638e-12	1.166360e-11
2.968000e+02	1.504411e-11	1.166360e-11
3.033000e+02	-1.686761e-11	1.166360e-11
3.097000e+02	1.001214e-11	1.166360e-11
3.162000e+02	-4.873579e-12	1.166360e-11
3.226000e+02	-2.495393e-11	1.166360e-11
3.291000e+02	4.612451e-12	1.166360e-11
3.355000e+02	6.657202e-12	1.166360e-11
3.420000e+02	-1.670252e-11	1.166360e-11
3.484000e+02	7.057232e-12	1.166360e-11
3.549000e+02	1.113851e-11	1.166360e-11
