Averaged TEY data for P950-Hf15x1
Time(s)	MeanTEY	Std
1.420760e+01	1.862128e-06	1.849234e-08
1.431898e+01	1.865932e-06	2.554136e-09
1.442873e+01	1.867093e-06	3.045516e-08
1.453740e+01	1.875797e-06	1.788879e-09
1.464530e+01	1.832172e-06	8.426663e-09
1.475314e+01	1.851893e-06	2.943110e-09
1.486128e+01	1.843940e-06	1.716044e-08
1.496874e+01	1.874663e-06	3.901513e-09
1.507729e+01	1.859481e-06	5.214174e-09
1.518596e+01	1.857580e-06	1.014788e-08
1.529639e+01	1.837855e-06	3.331496e-09
1.540400e+01	1.853810e-06	2.627318e-08
1.551280e+01	1.870111e-06	5.416480e-09
1.562039e+01	1.868581e-06	1.279632e-08
1.572897e+01	1.876552e-06	7.859168e-09
1.583753e+01	1.822291e-06	1.586248e-08
1.594590e+01	1.850753e-06	5.599618e-09
1.605434e+01	1.864032e-06	8.246545e-09
1.616416e+01	1.852278e-06	4.266283e-09
1.627233e+01	1.844296e-06	1.736585e-08
1.637954e+01	1.854573e-06	3.158519e-08
1.648917e+01	1.854185e-06	1.982299e-08
1.659688e+01	1.843558e-06	1.298703e-08
1.670459e+01	1.870494e-06	1.110729e-08
1.681249e+01	1.852270e-06	7.874716e-09
1.692411e+01	1.884160e-06	2.098126e-08
1.703107e+01	1.862147e-06	1.034304e-08
1.713921e+01	1.846206e-06	2.744256e-09
1.724813e+01	1.855680e-06	1.508159e-08
1.735670e+01	1.841645e-06	1.015847e-08
1.746458e+01	1.828368e-06	6.752252e-09
1.757497e+01	1.864047e-06	1.527734e-08
1.768282e+01	1.851134e-06	4.461018e-09
1.778981e+01	1.851504e-06	1.925810e-08
1.789821e+01	1.863296e-06	2.665854e-08
1.800657e+01	1.855324e-06	2.020398e-08
1.811582e+01	1.844690e-06	5.019942e-09
1.822521e+01	1.864797e-06	2.377553e-09
1.833437e+01	1.859862e-06	2.558170e-09
1.847113e+01	1.857977e-06	1.679071e-08
1.858135e+01	1.840511e-06	3.709376e-09
1.869126e+01	1.836330e-06	1.471480e-08
1.879947e+01	1.877314e-06	3.305863e-09
1.890685e+01	1.877316e-06	2.698777e-10
1.901397e+01	1.861768e-06	9.963734e-09
1.912462e+01	1.844309e-06	2.363939e-09
1.923395e+01	1.844693e-06	8.814040e-09
1.934281e+01	1.865936e-06	2.757367e-09
1.945168e+01	1.837863e-06	8.050800e-09
1.956382e+01	1.887196e-06	2.174198e-08
1.967188e+01	1.859123e-06	2.703541e-08
1.978128e+01	1.832940e-06	2.132687e-08
1.989068e+01	1.858752e-06	4.031451e-08
