Averaged ion signal for P950-AlO4, m/z=93
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	1.365089e-12	1.892790e-12
6.500000e+00	-4.796578e-13	4.705702e-12
1.290000e+01	2.369395e-12	4.862940e-12
1.940000e+01	3.244648e-12	1.034448e-12
2.580000e+01	-8.408299e-12	5.065090e-12
3.230000e+01	7.938954e-12	7.394017e-13
3.880000e+01	-4.318826e-12	5.758927e-12
4.520000e+01	-4.347399e-13	4.517748e-12
5.170000e+01	-9.723420e-12	1.791868e-11
5.810000e+01	-9.514339e-13	5.925102e-12
6.460000e+01	3.135286e-12	2.058127e-12
7.100000e+01	3.268872e-12	1.067595e-11
7.750000e+01	-1.378941e-11	6.101977e-12
8.390000e+01	-3.520822e-12	9.051801e-12
9.040000e+01	5.845398e-12	4.957326e-12
9.680000e+01	-1.110452e-11	1.149365e-11
1.033000e+02	-1.096680e-11	1.542332e-11
1.097000e+02	-8.095210e-12	1.386501e-12
1.162000e+02	-4.494900e-13	7.734474e-12
1.226000e+02	6.746096e-12	6.019351e-12
1.291000e+02	-5.875184e-12	1.856376e-12
1.355000e+02	6.890402e-12	2.100799e-12
1.420000e+02	4.547622e-12	6.498274e-12
1.484000e+02	9.972208e-12	1.197551e-12
1.549000e+02	7.993928e-12	1.222424e-12
1.613000e+02	4.031014e-12	3.988901e-12
1.678000e+02	-1.204277e-11	8.155574e-12
1.742000e+02	4.036287e-12	2.975784e-12
1.807000e+02	4.240398e-13	3.881224e-12
1.871000e+02	3.303093e-12	2.044134e-12
1.936000e+02	-2.154274e-15	7.191126e-12
2.000000e+02	2.164899e-12	5.312517e-12
2.065000e+02	6.150152e-12	2.920976e-12
2.129000e+02	-1.870796e-12	1.011667e-12
2.194000e+02	-3.218042e-12	4.826325e-12
2.258000e+02	-5.444896e-13	2.885183e-12
2.323000e+02	-7.526736e-12	1.441753e-13
2.387000e+02	7.661816e-12	1.020332e-13
2.452000e+02	2.140070e-12	8.454748e-13
2.516000e+02	-5.723776e-13	8.609383e-12
2.581000e+02	2.344376e-12	5.974375e-12
2.646000e+02	2.404596e-12	2.554900e-12
2.710000e+02	7.560181e-12	3.727275e-12
2.775000e+02	4.843902e-12	4.616750e-12
2.839000e+02	1.274987e-12	2.104925e-12
2.904000e+02	-2.652292e-12	5.794900e-12
2.968000e+02	-2.094707e-12	6.620075e-12
3.033000e+02	-8.452487e-12	1.180755e-11
3.097000e+02	-9.609006e-13	4.242275e-12
3.162000e+02	1.124819e-12	9.585300e-12
3.226000e+02	-2.934095e-12	3.978625e-12
3.291000e+02	-6.505875e-12	3.968503e-13
3.355000e+02	-5.579789e-12	7.134745e-13
3.420000e+02	6.161431e-12	3.353000e-12
3.484000e+02	5.578017e-12	2.794824e-12
3.549000e+02	-2.926263e-12	4.365849e-12
