Averaged ion signal for P950-InO2, m/z=102
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-2.465524e-11	3.555359e-12
6.500000e+00	-3.275271e-12	4.966611e-12
1.290000e+01	6.419573e-12	6.315616e-13
1.940000e+01	3.486141e-12	3.555010e-12
2.580000e+01	-4.646116e-12	3.873082e-12
3.230000e+01	-3.445548e-12	4.783470e-12
3.870000e+01	7.171958e-13	2.150602e-12
4.520000e+01	2.202637e-13	5.563450e-12
5.160000e+01	-3.043993e-12	2.037378e-12
5.810000e+01	9.829575e-12	6.412929e-12
6.450000e+01	6.655319e-12	3.918857e-12
7.100000e+01	7.411387e-12	3.837909e-12
7.740000e+01	-2.644370e-12	3.307337e-12
8.390000e+01	1.053470e-11	5.205389e-12
9.030000e+01	7.242942e-12	9.058167e-13
9.680000e+01	-6.513490e-12	2.195369e-12
1.033000e+02	-3.768523e-12	1.014048e-11
1.097000e+02	4.251821e-12	9.273848e-12
1.162000e+02	1.144289e-12	9.873500e-12
1.226000e+02	-1.133922e-11	1.360268e-11
1.291000e+02	4.708600e-12	4.502980e-12
1.355000e+02	6.470444e-12	1.712192e-12
1.420000e+02	3.133912e-12	2.856540e-12
1.484000e+02	-1.040524e-11	1.392629e-11
1.549000e+02	-2.364403e-11	2.064189e-12
1.613000e+02	6.930674e-13	9.580233e-12
1.678000e+02	3.725035e-12	5.993081e-12
1.742000e+02	-8.008621e-12	4.690753e-12
1.807000e+02	4.112847e-12	3.528987e-13
1.871000e+02	4.287190e-12	3.106773e-12
1.936000e+02	3.201158e-12	1.073378e-12
2.000000e+02	8.441502e-12	7.037063e-13
2.065000e+02	-4.305830e-12	1.878516e-11
2.129000e+02	6.167813e-12	3.178814e-12
2.194000e+02	3.644381e-12	6.702738e-12
2.258000e+02	-4.193750e-13	2.772166e-12
2.323000e+02	4.024193e-12	3.698283e-12
2.387000e+02	-1.184476e-11	1.325635e-11
2.452000e+02	-4.029957e-13	1.312830e-11
2.516000e+02	2.132480e-13	1.038125e-12
2.581000e+02	-2.206648e-11	1.428769e-13
2.645000e+02	-6.888390e-12	1.530455e-11
2.710000e+02	-4.310123e-12	1.469741e-11
2.774000e+02	4.824871e-12	4.115915e-12
2.839000e+02	-1.901756e-11	5.940636e-12
2.903000e+02	4.618183e-12	6.287436e-12
2.968000e+02	4.689750e-12	6.686116e-12
3.033000e+02	-2.969782e-12	3.650232e-12
3.097000e+02	-1.613938e-12	4.734042e-13
3.162000e+02	-2.404537e-11	1.120652e-12
3.226000e+02	7.180373e-12	4.263924e-12
3.291000e+02	5.640341e-12	5.192274e-13
3.355000e+02	9.653185e-12	1.204945e-12
3.420000e+02	-7.371997e-12	1.423936e-11
3.484000e+02	-7.177503e-12	1.309347e-11
3.549000e+02	-1.292869e-11	8.112837e-12
