Averaged ion signal for P950-InO2, m/z=17
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-8.198648e-11	1.753764e-10
6.500000e+00	-2.915361e-11	1.547530e-10
1.290000e+01	-2.786135e-11	1.836380e-10
1.940000e+01	9.961387e-12	1.245015e-10
2.580000e+01	-2.873622e-11	9.189965e-11
3.230000e+01	-3.391349e-11	1.102398e-10
3.870000e+01	1.183889e-10	1.221613e-10
4.520000e+01	-1.928836e-11	3.252181e-11
5.160000e+01	-7.485971e-12	1.157706e-11
5.810000e+01	3.883677e-11	2.121654e-11
6.450000e+01	6.413916e-11	3.981542e-11
7.100000e+01	1.996189e-11	9.495490e-11
7.740000e+01	8.726428e-11	3.555377e-11
8.390000e+01	-4.791298e-11	9.306745e-12
9.030000e+01	2.889408e-12	1.320787e-11
9.680000e+01	1.277121e-10	4.068390e-12
1.033000e+02	-6.454987e-12	5.060962e-12
1.097000e+02	1.273373e-10	1.518300e-10
1.162000e+02	7.917014e-11	4.170068e-11
1.226000e+02	1.774624e-10	1.409168e-11
1.291000e+02	3.079527e-11	7.853767e-11
1.355000e+02	1.995875e-10	1.063533e-10
1.420000e+02	3.992039e-11	1.362760e-10
1.484000e+02	1.447127e-10	3.538503e-11
1.549000e+02	2.625455e-10	5.348562e-11
1.613000e+02	2.043378e-10	4.262338e-11
1.678000e+02	2.696706e-10	9.074726e-11
1.742000e+02	2.469629e-10	1.913826e-11
1.807000e+02	-3.704227e-12	2.949109e-11
1.871000e+02	1.655880e-10	1.361001e-10
1.936000e+02	1.404209e-10	1.062294e-10
2.000000e+02	-5.278684e-11	5.633845e-11
2.065000e+02	1.435359e-10	1.109779e-10
2.129000e+02	9.983829e-11	9.942320e-11
2.194000e+02	-1.003390e-10	5.716286e-12
2.258000e+02	1.699634e-10	7.031516e-11
2.323000e+02	-1.497139e-10	4.595464e-11
2.387000e+02	1.755885e-10	9.255351e-11
2.452000e+02	1.024113e-10	3.269300e-11
2.516000e+02	1.332137e-10	1.417919e-10
2.581000e+02	5.703640e-11	1.179314e-10
2.645000e+02	6.133879e-11	9.153022e-11
2.710000e+02	2.246615e-10	1.016971e-11
2.774000e+02	3.146392e-11	1.326858e-11
2.839000e+02	1.817867e-10	6.090806e-11
2.903000e+02	1.255890e-10	1.820069e-10
2.968000e+02	1.344118e-10	1.551464e-10
3.033000e+02	1.372446e-10	1.752758e-10
3.097000e+02	4.403691e-11	1.233848e-10
3.162000e+02	8.386978e-11	8.751412e-11
3.226000e+02	-4.833796e-11	6.462313e-11
3.291000e+02	-6.550510e-11	7.324752e-11
3.355000e+02	4.328716e-11	1.338615e-10
3.420000e+02	1.212003e-11	7.990833e-12
3.484000e+02	1.412289e-12	6.040016e-11
3.549000e+02	-6.825484e-11	1.662292e-10
