Averaged TEY data for P950-InO2
Time(s)	MeanTEY	Std
1.865222e+01	1.829178e-06	6.191952e-09
1.876116e+01	1.801033e-06	1.053971e-08
1.886981e+01	1.864549e-06	2.406375e-08
1.897784e+01	1.826516e-06	1.034964e-09
1.908600e+01	1.821194e-06	1.929128e-08
1.919411e+01	1.866453e-06	1.075064e-08
1.930335e+01	1.837929e-06	1.396889e-08
1.941115e+01	1.836405e-06	2.767807e-09
1.951738e+01	1.857708e-06	1.016820e-08
1.962861e+01	1.797992e-06	2.118963e-08
1.973883e+01	1.846674e-06	1.075420e-08
1.984706e+01	1.842116e-06	3.336844e-08
1.995476e+01	1.822715e-06	1.929151e-08
2.006471e+01	1.879006e-06	2.761422e-09
2.017541e+01	1.826520e-06	2.842063e-08
2.028427e+01	1.836784e-06	1.684119e-08
2.039277e+01	1.829943e-06	2.271565e-08
2.050113e+01	1.819290e-06	9.021220e-09
2.060861e+01	1.836404e-06	1.037513e-08
2.071796e+01	1.831463e-06	1.434794e-08
2.082771e+01	1.797225e-06	1.912896e-08
2.093833e+01	1.852760e-06	1.227451e-08
2.104575e+01	1.829561e-06	1.396705e-08
2.115347e+01	1.820431e-06	6.358945e-09
2.126226e+01	1.858844e-06	2.216277e-08
2.136933e+01	1.842115e-06	2.195745e-08
2.147890e+01	1.832982e-06	1.052838e-10
2.158721e+01	1.838694e-06	4.059465e-08
2.169641e+01	1.832220e-06	1.075577e-08
2.180546e+01	1.855046e-06	9.026579e-09
2.191323e+01	1.850865e-06	3.603220e-08
2.202299e+01	1.833362e-06	4.289493e-09
2.213176e+01	1.869493e-06	3.129032e-08
2.223899e+01	1.801035e-06	2.499375e-08
2.234638e+01	1.837544e-06	2.216656e-08
2.245433e+01	1.860369e-06	8.623838e-10
2.256279e+01	1.828036e-06	1.037639e-08
2.267035e+01	1.854660e-06	2.102277e-08
2.277774e+01	1.864175e-06	1.511405e-08
2.288808e+01	1.821574e-06	1.662889e-08
2.299695e+01	1.873299e-06	1.683571e-08
2.310607e+01	1.829939e-06	3.909993e-09
2.321706e+01	1.849715e-06	1.988230e-08
2.332418e+01	1.858468e-06	3.321597e-09
2.343187e+01	1.812825e-06	1.472575e-08
2.353970e+01	1.847435e-06	1.227531e-08
2.364726e+01	1.868359e-06	1.549468e-08
2.375659e+01	1.800650e-06	6.576830e-09
2.386392e+01	1.836026e-06	3.698246e-09
2.397111e+01	1.853523e-06	5.983302e-09
2.408051e+01	1.806358e-06	7.498053e-09
2.418774e+01	1.836406e-06	4.839520e-09
2.429516e+01	1.826137e-06	6.739812e-09
2.440274e+01	1.815486e-06	9.020650e-09
2.451095e+01	1.862270e-06	5.806389e-09
2.461938e+01	1.822713e-06	2.555623e-09
2.472761e+01	1.848581e-06	2.385966e-08
2.483809e+01	1.823473e-06	4.873114e-10
2.494564e+01	1.823473e-06	4.873114e-10
2.505631e+01	1.844017e-06	2.461959e-08
2.516306e+01	1.839071e-06	1.511028e-08
2.527202e+01	1.824996e-06	8.641473e-09
2.538097e+01	1.868736e-06	9.229071e-09
2.549107e+01	1.795706e-06	4.675739e-09
2.560006e+01	1.858844e-06	2.292398e-08
2.570796e+01	1.832221e-06	6.192086e-09
2.581574e+01	1.824612e-06	1.836424e-08
2.592500e+01	1.820812e-06	5.978400e-09
2.603409e+01	1.848584e-06	4.059555e-08
2.614409e+01	1.837168e-06	8.643297e-09
2.625260e+01	1.848197e-06	1.418226e-09
2.636152e+01	1.828035e-06	2.178738e-08
2.646898e+01	1.839446e-06	2.026444e-08
2.657664e+01	1.847061e-06	3.450981e-08
2.668649e+01	1.824991e-06	2.406968e-08
2.679485e+01	1.847434e-06	1.455716e-08
2.690474e+01	1.872158e-06	1.113039e-08
2.701086e+01	1.810160e-06	2.391139e-09
2.712098e+01	1.841733e-06	1.244824e-08
2.722826e+01	1.821953e-06	9.402222e-09
2.733615e+01	1.804074e-06	7.717534e-09
2.744448e+01	1.834122e-06	7.332428e-09
2.755273e+01	1.829939e-06	1.627559e-09
2.766146e+01	1.818144e-06	2.787496e-08
2.777019e+01	1.850099e-06	1.799113e-09
2.787962e+01	1.816245e-06	5.433275e-09
2.799141e+01	1.838309e-06	7.502251e-09
2.809849e+01	1.822710e-06	1.494146e-08
2.820632e+01	1.801029e-06	1.760716e-08
2.831894e+01	1.860746e-06	2.102186e-08
2.842834e+01	1.850479e-06	2.179183e-09
2.853663e+01	1.857705e-06	6.568278e-09
2.864500e+01	1.873682e-06	7.888156e-09
2.875517e+01	1.823093e-06	1.073561e-10
2.886406e+01	1.854286e-06	2.271989e-08
2.897065e+01	1.842115e-06	2.728234e-08
2.908275e+01	1.820050e-06	2.174622e-09
2.919092e+01	1.833362e-06	8.093156e-09
2.929822e+01	1.826139e-06	1.662957e-08
2.940567e+01	1.839448e-06	5.049195e-09
2.951694e+01	1.865311e-06	1.645690e-08
2.962397e+01	1.799891e-06	3.312227e-09
2.973243e+01	1.834124e-06	2.557334e-09
2.983970e+01	1.855806e-06	8.266079e-09
2.994794e+01	1.823473e-06	2.555147e-09
3.005719e+01	1.810543e-06	1.472540e-08
3.016482e+01	1.799887e-06	2.103098e-08
3.027113e+01	1.817391e-06	2.309437e-08
3.037952e+01	1.843629e-06	2.292626e-08
3.049217e+01	1.815865e-06	6.574549e-09
3.059954e+01	1.842871e-06	6.189899e-09
3.070777e+01	1.866455e-06	2.181577e-09
3.081493e+01	1.806736e-06	5.814713e-09
3.092140e+01	1.818528e-06	1.080402e-10
3.103180e+01	1.828036e-06	9.615774e-09
3.113991e+01	1.821956e-06	2.537690e-08
3.124827e+01	1.822712e-06	2.009245e-09
3.135555e+01	1.813207e-06	2.347435e-08
3.146489e+01	1.809018e-06	8.096805e-09
3.157400e+01	1.833366e-06	1.853249e-08
3.168089e+01	1.803316e-06	1.738677e-08
3.178853e+01	1.827276e-06	1.113712e-08
