Averaged ion signal for P950-AlO4, m/z=18
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	1.946638e-10	6.663517e-11
6.500000e+00	2.868105e-10	1.261713e-12
1.290000e+01	-1.956035e-11	4.240938e-11
1.940000e+01	6.008641e-11	1.154641e-10
2.580000e+01	-1.142845e-10	1.356836e-10
3.230000e+01	-3.281377e-10	7.368987e-11
3.880000e+01	9.498969e-11	7.956049e-12
4.520000e+01	-3.803618e-10	8.408434e-11
5.170000e+01	2.676559e-11	2.347303e-10
5.810000e+01	1.314141e-10	7.585855e-11
6.460000e+01	9.004148e-11	1.000447e-11
7.100000e+01	2.226900e-10	1.998672e-10
7.750000e+01	2.868174e-10	3.467787e-10
8.390000e+01	1.134659e-10	2.260930e-10
9.040000e+01	7.525933e-10	1.974471e-10
9.680000e+01	7.662418e-10	2.681173e-12
1.033000e+02	4.143692e-10	5.932709e-11
1.097000e+02	8.450177e-10	9.455382e-12
1.162000e+02	5.046451e-10	1.123987e-10
1.226000e+02	7.057936e-10	1.162296e-10
1.291000e+02	3.434210e-10	1.366245e-10
1.355000e+02	2.895695e-10	4.039962e-10
1.420000e+02	6.726969e-10	1.493503e-10
1.484000e+02	6.993454e-10	1.197780e-10
1.549000e+02	5.794727e-10	1.075761e-10
1.613000e+02	7.921213e-10	2.955222e-11
1.678000e+02	6.292486e-10	1.858019e-10
1.742000e+02	4.668778e-10	4.345798e-12
1.807000e+02	4.915245e-10	3.147234e-11
1.871000e+02	4.921537e-10	2.456200e-10
1.936000e+02	7.703004e-10	5.753448e-12
2.000000e+02	3.134296e-10	5.105785e-12
2.065000e+02	4.465763e-10	3.047924e-11
2.129000e+02	9.720546e-11	2.106684e-10
2.194000e+02	7.793522e-10	2.812950e-10
2.258000e+02	2.684814e-10	2.009426e-10
2.323000e+02	5.481281e-10	2.960692e-10
2.387000e+02	3.472573e-10	4.471684e-11
2.452000e+02	2.909040e-10	1.015661e-11
2.516000e+02	1.825331e-10	8.900895e-11
2.581000e+02	4.476799e-10	1.953824e-10
2.646000e+02	1.803073e-10	1.257635e-10
2.710000e+02	9.845580e-11	1.013918e-10
2.775000e+02	3.900832e-10	8.346228e-11
2.839000e+02	3.107317e-10	2.376660e-10
2.904000e+02	6.718591e-10	4.031193e-11
2.968000e+02	6.135076e-10	9.555978e-11
3.033000e+02	2.006350e-10	2.670861e-10
3.097000e+02	-2.671651e-11	1.202144e-10
3.162000e+02	1.429109e-10	5.063965e-11
3.226000e+02	6.105938e-11	3.098864e-11
3.291000e+02	-3.331323e-11	1.241346e-10
3.355000e+02	1.253353e-10	5.973715e-11
3.420000e+02	-1.675373e-10	1.910912e-10
3.484000e+02	9.561117e-11	1.285371e-10
3.549000e+02	4.073856e-11	2.318297e-11
