# TEY data for sample P950-AlO4 1
# time(s)	normalized_TEY
0.000000e+00	1.873407e-06
1.082290e-01	1.867317e-06
2.154820e-01	1.870363e-06
3.227210e-01	1.891678e-06
4.309480e-01	1.871885e-06
5.402190e-01	1.818598e-06
6.504390e-01	1.872647e-06
7.576680e-01	1.874929e-06
8.639040e-01	1.855898e-06
9.701810e-01	1.877975e-06
1.078420e+00	1.830777e-06
1.186648e+00	1.885587e-06
1.294913e+00	1.887110e-06
1.403255e+00	1.861228e-06
1.509395e+00	1.879497e-06
1.618125e+00	1.907663e-06
1.725817e+00	1.880259e-06
1.832416e+00	1.861228e-06
1.940752e+00	1.928216e-06
2.047640e+00	1.861228e-06
2.153615e+00	1.881019e-06
2.260886e+00	1.868079e-06
2.366963e+00	1.894722e-06
2.476390e+00	1.850570e-06
2.584956e+00	1.901573e-06
2.690738e+00	1.878735e-06
2.799939e+00	1.897766e-06
2.907325e+00	1.877213e-06
3.016639e+00	1.854376e-06
3.124826e+00	1.906141e-06
3.233169e+00	1.875691e-06
3.341257e+00	1.884065e-06
3.450288e+00	1.844480e-06
3.559129e+00	1.852854e-06
3.667624e+00	1.871123e-06
3.774592e+00	1.872647e-06
3.881826e+00	1.873407e-06
3.991261e+00	1.849048e-06
4.097885e+00	1.913753e-06
4.208626e+00	1.884065e-06
4.315906e+00	1.855138e-06
4.422213e+00	1.865795e-06
4.531510e+00	1.882542e-06
4.637897e+00	1.864272e-06
4.746650e+00	1.883303e-06
4.855350e+00	1.884065e-06
4.962744e+00	1.901573e-06
5.070675e+00	1.885587e-06
5.178101e+00	1.892438e-06
5.288322e+00	1.868079e-06
5.397553e+00	1.900050e-06
5.505029e+00	1.878735e-06
5.611731e+00	1.908425e-06
5.720621e+00	1.854376e-06
5.828100e+00	1.873407e-06
5.936278e+00	1.879497e-06
6.045903e+00	1.935068e-06
6.155889e+00	1.904618e-06
6.262413e+00	1.884065e-06
6.368214e+00	1.854376e-06
6.476470e+00	1.840674e-06
6.582828e+00	1.865034e-06
6.691360e+00	1.848286e-06
6.799335e+00	1.843719e-06
6.909218e+00	1.874169e-06
7.019857e+00	1.887871e-06
7.128080e+00	1.873407e-06
7.235971e+00	1.881019e-06
7.345862e+00	1.925172e-06
7.453632e+00	1.883303e-06
7.560585e+00	1.863511e-06
7.668520e+00	1.865795e-06
7.776139e+00	1.852854e-06
7.885685e+00	1.887871e-06
7.993070e+00	1.878735e-06
8.102436e+00	1.877213e-06
8.215227e+00	1.875691e-06
8.327553e+00	1.899290e-06
8.435462e+00	1.849808e-06
8.548682e+00	1.874169e-06
8.660083e+00	1.880259e-06
8.771177e+00	1.883303e-06
8.878573e+00	1.913753e-06
8.988344e+00	1.865795e-06
9.096223e+00	1.874169e-06
9.204462e+00	1.903096e-06
9.317576e+00	1.875691e-06
9.425064e+00	1.919843e-06
9.530960e+00	1.890154e-06
9.638923e+00	1.851332e-06
9.746508e+00	1.870363e-06
9.855251e+00	1.906902e-06
9.963316e+00	1.897766e-06
1.007063e+01	1.889394e-06
1.017768e+01	1.896244e-06
1.028462e+01	1.890154e-06
1.039332e+01	1.880259e-06
1.050239e+01	1.854376e-06
1.061068e+01	1.897006e-06
1.071927e+01	1.855138e-06
1.082617e+01	1.864272e-06
1.093403e+01	1.821643e-06
1.104229e+01	1.892438e-06
1.114954e+01	1.900812e-06
1.125682e+01	1.900050e-06
1.136505e+01	1.912991e-06
1.147360e+01	1.895484e-06
1.158104e+01	1.894722e-06
1.168960e+01	1.922888e-06
1.179690e+01	1.906902e-06
