Averaged ion signal for P950-AlO4, m/z=116
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-7.447439e-12	8.522394e-12
6.500000e+00	9.072178e-12	1.555336e-12
1.290000e+01	-1.267670e-11	1.138532e-12
1.940000e+01	4.871418e-12	8.040265e-13
2.580000e+01	3.132541e-12	8.660169e-12
3.230000e+01	3.163659e-12	6.766107e-13
3.880000e+01	-6.957545e-12	1.203527e-11
4.520000e+01	-1.760101e-12	4.199248e-12
5.170000e+01	1.168390e-11	6.655691e-13
5.810000e+01	4.628639e-12	7.370385e-12
6.460000e+01	2.352135e-12	7.144206e-12
7.100000e+01	-2.805621e-12	5.865522e-12
7.750000e+01	6.866375e-12	9.411844e-12
8.390000e+01	4.831186e-13	1.759366e-11
9.040000e+01	2.253615e-12	3.592481e-12
9.680000e+01	5.448359e-12	8.312297e-12
1.033000e+02	1.074086e-11	5.057118e-12
1.097000e+02	-8.003501e-12	1.347103e-11
1.162000e+02	-6.033754e-12	8.424095e-12
1.226000e+02	-3.517361e-12	2.003777e-11
1.291000e+02	-7.736464e-12	1.734619e-11
1.355000e+02	5.490787e-13	1.845821e-11
1.420000e+02	-2.017347e-11	1.580380e-12
1.484000e+02	5.920819e-12	9.639346e-12
1.549000e+02	5.611816e-12	3.612667e-12
1.613000e+02	9.123559e-12	6.905167e-13
1.678000e+02	1.243106e-11	3.514304e-12
1.742000e+02	9.824678e-12	9.760000e-12
1.807000e+02	7.917796e-12	4.985584e-13
1.871000e+02	1.083192e-11	8.740637e-12
1.936000e+02	1.260204e-11	7.881079e-12
2.000000e+02	4.827658e-12	5.889774e-12
2.065000e+02	-5.208174e-12	1.597017e-11
2.129000e+02	1.056640e-11	1.846088e-12
2.194000e+02	9.798016e-12	1.033985e-11
2.258000e+02	6.202638e-12	5.664549e-12
2.323000e+02	5.729256e-12	6.633491e-12
2.387000e+02	1.023838e-11	5.953138e-13
2.452000e+02	1.802500e-11	3.850628e-12
2.516000e+02	1.165412e-11	2.075177e-12
2.581000e+02	1.081124e-11	5.887348e-13
2.646000e+02	1.836423e-11	5.460586e-12
2.710000e+02	1.961198e-11	4.481402e-12
2.775000e+02	6.996473e-12	2.152224e-12
2.839000e+02	1.232722e-11	2.858040e-12
2.904000e+02	9.674213e-12	3.763361e-12
2.968000e+02	1.314796e-11	9.646177e-12
3.033000e+02	-1.893047e-12	2.773502e-12
3.097000e+02	1.183720e-11	3.366814e-12
3.162000e+02	3.808193e-12	3.718135e-12
3.226000e+02	7.902936e-12	5.086951e-12
3.291000e+02	-1.037127e-11	8.870726e-13
3.355000e+02	-8.415274e-12	8.051039e-12
3.420000e+02	1.185727e-13	8.080690e-12
3.484000e+02	1.806242e-11	4.877402e-14
3.549000e+02	-1.021669e-11	9.182647e-12
