Ion signal for P950-AlO2 2, m/z=150
Time(s)	Corrected Signal(Torr)	Std(Torr)
0.000000e+00	-8.723358e-12	5.817503e-12
6.500000e+00	9.453705e-12	5.817503e-12
1.300000e+01	-9.260232e-12	5.817503e-12
1.940000e+01	2.649907e-12	5.817503e-12
2.590000e+01	-1.130301e-13	5.817503e-12
3.230000e+01	9.910872e-14	5.817503e-12
3.880000e+01	-2.637828e-12	5.817503e-12
4.520000e+01	-7.894690e-12	5.817503e-12
5.170000e+01	-1.680163e-11	5.817503e-12
5.810000e+01	6.911512e-12	5.817503e-12
6.460000e+01	-1.107742e-11	5.817503e-12
7.100000e+01	-2.973319e-11	5.817503e-12
7.750000e+01	5.341777e-12	5.817503e-12
8.390000e+01	6.635916e-12	5.817503e-12
9.040000e+01	-4.537022e-12	5.817503e-12
9.680000e+01	-3.618827e-13	5.817503e-12
1.033000e+02	-7.068199e-13	5.817503e-12
1.097000e+02	6.040319e-12	5.817503e-12
1.162000e+02	1.429382e-12	5.817503e-12
1.226000e+02	9.125521e-12	5.817503e-12
1.291000e+02	3.551584e-12	5.817503e-12
1.355000e+02	3.136722e-12	5.817503e-12
1.420000e+02	4.091785e-12	5.817503e-12
1.484000e+02	-7.110759e-13	5.817503e-12
1.549000e+02	-7.060013e-12	5.817503e-12
1.613000e+02	-2.796417e-11	5.817503e-12
1.678000e+02	-2.930591e-11	5.817503e-12
1.742000e+02	2.234328e-12	5.817503e-12
1.807000e+02	-6.025610e-12	5.817503e-12
1.871000e+02	-7.567471e-12	5.817503e-12
1.936000e+02	-4.395408e-12	5.817503e-12
2.000000e+02	-2.740269e-12	5.817503e-12
2.065000e+02	1.137979e-11	5.817503e-12
2.129000e+02	-2.556417e-11	5.817503e-12
2.194000e+02	6.665996e-12	5.817503e-12
2.258000e+02	1.079513e-11	5.817503e-12
2.323000e+02	-2.426810e-11	5.817503e-12
2.387000e+02	9.555336e-12	5.817503e-12
2.452000e+02	2.070399e-12	5.817503e-12
2.516000e+02	6.678538e-12	5.817503e-12
2.581000e+02	1.057860e-11	5.817503e-12
2.646000e+02	3.452664e-12	5.817503e-12
2.710000e+02	5.552802e-12	5.817503e-12
2.775000e+02	3.045865e-12	5.817503e-12
2.839000e+02	-3.759959e-13	5.817503e-12
2.904000e+02	-5.889933e-12	5.817503e-12
2.968000e+02	2.627206e-12	5.817503e-12
3.033000e+02	-6.899731e-12	5.817503e-12
3.097000e+02	1.284941e-11	5.817503e-12
3.162000e+02	3.453470e-12	5.817503e-12
3.226000e+02	-6.079391e-12	5.817503e-12
3.291000e+02	-8.089328e-12	5.817503e-12
3.355000e+02	-3.518189e-12	5.817503e-12
3.420000e+02	3.928874e-12	5.817503e-12
3.484000e+02	7.487013e-12	5.817503e-12
3.549000e+02	-6.391925e-12	5.817503e-12
