Ion signal for bare Si BNL 1, m/z=171
Time(s)	Corrected Signal(Torr)	Std(Torr)
0.000000e+00	-2.001762e-11	1.210589e-11
6.500000e+00	-2.249265e-11	1.210589e-11
1.290000e+01	4.865818e-12	1.210589e-11
1.940000e+01	-3.320415e-12	1.210589e-11
2.580000e+01	1.379396e-11	1.210589e-11
3.230000e+01	-4.622770e-13	1.210589e-11
3.880000e+01	8.945490e-12	1.210589e-11
4.520000e+01	-9.601391e-13	1.210589e-11
5.170000e+01	4.010628e-12	1.210589e-11
5.810000e+01	-1.378900e-11	1.210589e-11
6.460000e+01	-1.897793e-11	1.210589e-11
7.100000e+01	9.648137e-12	1.210589e-11
7.750000e+01	-1.304310e-11	1.210589e-11
8.390000e+01	5.728275e-12	1.210589e-11
9.040000e+01	-2.118216e-11	1.210589e-11
9.680000e+01	-2.101219e-11	1.210589e-11
1.033000e+02	2.817961e-14	1.210589e-11
1.097000e+02	-8.628450e-12	1.210589e-11
1.162000e+02	-2.051038e-11	1.210589e-11
1.226000e+02	-1.633581e-11	1.210589e-11
1.291000e+02	-1.448554e-11	1.210589e-11
1.355000e+02	1.064783e-11	1.210589e-11
1.420000e+02	-2.080911e-11	1.210589e-11
1.484000e+02	5.114964e-12	1.210589e-11
1.549000e+02	9.297731e-12	1.210589e-11
1.613000e+02	-2.006540e-11	1.210589e-11
1.678000e+02	-1.408013e-11	1.210589e-11
1.742000e+02	6.989240e-12	1.210589e-11
1.807000e+02	-1.858993e-12	1.210589e-11
1.871000e+02	1.431438e-11	1.210589e-11
1.936000e+02	-7.763855e-12	1.210589e-11
2.000000e+02	1.542352e-11	1.210589e-11
2.065000e+02	7.416283e-12	1.210589e-11
2.130000e+02	-2.666950e-12	1.210589e-11
2.194000e+02	-1.509658e-11	1.210589e-11
2.259000e+02	-1.007812e-12	1.210589e-11
2.323000e+02	-1.941442e-12	1.210589e-11
2.388000e+02	9.069326e-12	1.210589e-11
2.452000e+02	8.789696e-12	1.210589e-11
2.517000e+02	-5.855365e-13	1.210589e-11
2.581000e+02	1.043883e-11	1.210589e-11
2.646000e+02	-2.004030e-11	1.210589e-11
2.710000e+02	-3.364028e-12	1.210589e-11
2.775000e+02	-2.083606e-11	1.210589e-11
2.839000e+02	-1.026890e-12	1.210589e-11
2.904000e+02	7.497877e-12	1.210589e-11
2.968000e+02	-1.632752e-12	1.210589e-11
3.033000e+02	-2.428228e-11	1.210589e-11
3.097000e+02	-1.789461e-11	1.210589e-11
3.162000e+02	1.145315e-11	1.210589e-11
3.226000e+02	-1.981298e-11	1.210589e-11
3.291000e+02	1.037829e-11	1.210589e-11
3.355000e+02	1.167662e-12	1.210589e-11
3.420000e+02	-2.164367e-11	1.210589e-11
3.484000e+02	8.767799e-12	1.210589e-11
3.549000e+02	-2.357943e-11	1.210589e-11
