Averaged ion signal for bare Si BNL, m/z=143
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	6.809279e-12	2.045918e-12
6.500000e+00	-4.572076e-13	1.233689e-11
1.290000e+01	1.102480e-11	7.389227e-13
1.940000e+01	-1.973684e-11	2.423552e-12
2.580000e+01	9.618175e-13	1.472573e-12
3.230000e+01	7.365331e-12	7.848597e-12
3.880000e+01	9.105636e-13	1.987341e-12
4.520000e+01	4.729350e-12	5.315907e-12
5.170000e+01	-3.153967e-12	1.630839e-11
5.810000e+01	-8.157302e-13	1.503251e-11
6.460000e+01	1.226610e-11	1.304168e-12
7.100000e+01	7.599889e-12	7.692583e-12
7.750000e+01	-3.448597e-12	6.017392e-12
8.390000e+01	-1.494014e-11	5.663128e-12
9.040000e+01	-1.767683e-11	4.425532e-13
9.680000e+01	6.503428e-12	3.340074e-12
1.033000e+02	1.174494e-11	2.407098e-12
1.097000e+02	-1.289910e-11	6.928119e-12
1.162000e+02	7.519608e-13	1.140259e-11
1.226000e+02	1.630397e-11	3.700564e-12
1.291000e+02	5.694801e-13	4.315589e-12
1.355000e+02	-1.604156e-11	2.836490e-12
1.420000e+02	-1.736370e-11	4.740843e-13
1.484000e+02	2.910505e-12	7.933945e-12
1.549000e+02	6.813519e-12	5.333420e-12
1.613000e+02	-1.522593e-11	2.657900e-12
1.678000e+02	-1.454621e-11	2.303825e-12
1.742000e+02	1.253304e-11	8.374547e-13
1.807000e+02	-9.356593e-12	1.052258e-11
1.871000e+02	4.203063e-12	1.275041e-12
1.936000e+02	-1.579547e-11	1.544085e-12
2.000000e+02	5.414583e-12	8.130359e-13
2.065000e+02	-5.473004e-12	1.053804e-11
2.130000e+02	-4.574671e-12	5.390804e-12
2.194000e+02	-1.767423e-11	1.853394e-12
2.259000e+02	2.508348e-12	6.757004e-13
2.323000e+02	-1.161462e-11	1.670699e-12
2.388000e+02	3.834174e-13	1.800716e-11
2.452000e+02	1.002165e-11	5.430954e-12
2.517000e+02	-7.063713e-12	8.708390e-12
2.581000e+02	8.090674e-12	3.224542e-12
2.646000e+02	7.590608e-14	3.807715e-12
2.710000e+02	2.435693e-12	9.763037e-12
2.775000e+02	7.057542e-14	1.871913e-11
2.839000e+02	1.352421e-11	2.539968e-12
2.904000e+02	-1.583831e-11	2.692260e-13
2.968000e+02	-1.274768e-12	2.923528e-12
3.033000e+02	1.694896e-11	4.475771e-12
3.097000e+02	-4.648699e-12	9.265973e-12
3.162000e+02	3.467483e-12	4.802767e-12
3.226000e+02	6.100770e-12	1.485982e-12
3.291000e+02	5.474784e-12	2.852457e-12
3.355000e+02	-5.818360e-12	8.850663e-12
3.420000e+02	-3.219681e-14	5.938038e-12
3.484000e+02	3.073089e-13	1.259249e-11
3.549000e+02	-1.870177e-12	1.505247e-11
