Sum of corrected signals for bare Si BNL 1
Time(s)	SumCorrected(Torr)	Std(Torr)
0.000000e+00	-1.287545e-09	2.657379e-10
6.500000e+00	1.365365e-10	2.657379e-10
1.290000e+01	-7.818188e-11	2.657379e-10
1.940000e+01	4.262392e-11	2.657379e-10
2.580000e+01	-6.352980e-10	2.657379e-10
3.230000e+01	3.331650e-10	2.657379e-10
3.880000e+01	1.948901e-10	2.657379e-10
4.520000e+01	8.517133e-10	2.657379e-10
5.170000e+01	-6.225947e-10	2.657379e-10
5.810000e+01	1.686052e-09	2.657379e-10
6.460000e+01	1.707196e-09	2.657379e-10
7.100000e+01	1.464247e-11	2.657379e-10
7.750000e+01	-5.303974e-11	2.657379e-10
8.390000e+01	2.882890e-10	2.657379e-10
9.040000e+01	4.134517e-10	2.657379e-10
9.680000e+01	-7.837925e-11	2.657379e-10
1.033000e+02	6.665455e-10	2.657379e-10
1.097000e+02	2.551578e-10	2.657379e-10
1.162000e+02	6.864050e-10	2.657379e-10
1.226000e+02	2.140642e-10	2.657379e-10
1.291000e+02	6.964010e-10	2.657379e-10
1.355000e+02	1.001713e-09	2.657379e-10
1.420000e+02	4.475297e-11	2.657379e-10
1.484000e+02	6.026529e-11	2.657379e-10
1.549000e+02	6.539620e-11	2.657379e-10
1.613000e+02	3.193695e-10	2.657379e-10
1.678000e+02	2.280351e-10	2.657379e-10
1.742000e+02	1.519049e-10	2.657379e-10
1.807000e+02	1.285769e-09	2.657379e-10
1.871000e+02	6.740236e-10	2.657379e-10
1.936000e+02	1.820062e-10	2.657379e-10
2.000000e+02	-8.701736e-11	2.657379e-10
2.065000e+02	-1.108041e-10	2.657379e-10
2.130000e+02	-5.038372e-10	2.657379e-10
2.194000e+02	2.499495e-10	2.657379e-10
2.259000e+02	-2.209203e-10	2.657379e-10
2.323000e+02	9.142621e-10	2.657379e-10
2.388000e+02	1.355741e-09	2.657379e-10
2.452000e+02	4.233549e-10	2.657379e-10
2.517000e+02	-3.043069e-11	2.657379e-10
2.581000e+02	-3.079915e-10	2.657379e-10
2.646000e+02	9.320917e-10	2.657379e-10
2.710000e+02	6.708367e-10	2.657379e-10
2.775000e+02	-5.584323e-10	2.657379e-10
2.839000e+02	-3.982392e-11	2.657379e-10
2.904000e+02	6.064405e-10	2.657379e-10
2.968000e+02	3.550419e-10	2.657379e-10
3.033000e+02	8.152708e-10	2.657379e-10
3.097000e+02	3.752155e-10	2.657379e-10
3.162000e+02	5.298430e-10	2.657379e-10
3.226000e+02	2.546193e-10	2.657379e-10
3.291000e+02	2.894762e-10	2.657379e-10
3.355000e+02	-3.485007e-11	2.657379e-10
3.420000e+02	-4.948939e-11	2.657379e-10
3.484000e+02	-1.988724e-10	2.657379e-10
3.549000e+02	-4.366569e-10	2.657379e-10
