# TEY data for sample bare Si BNL 2
# time(s)	normalized_TEY
0.000000e+00	1.857089e-06
1.072330e-01	1.778096e-06
2.154730e-01	2.024190e-06
3.237900e-01	1.702901e-06
4.320670e-01	1.907979e-06
5.413150e-01	1.996086e-06
6.485850e-01	1.773538e-06
7.553340e-01	1.954311e-06
8.655590e-01	1.853292e-06
9.737880e-01	1.965704e-06
1.084035e+00	1.727965e-06
1.192300e+00	2.069003e-06
1.300656e+00	1.715813e-06
1.408882e+00	1.963426e-06
1.517118e+00	1.936082e-06
1.632313e+00	1.814554e-06
1.741482e+00	1.892788e-06
1.849567e+00	1.861646e-06
1.959739e+00	1.938361e-06
2.066740e+00	1.708218e-06
2.175052e+00	2.059888e-06
2.282876e+00	1.699862e-06
2.393475e+00	1.924689e-06
2.501567e+00	1.818352e-06
2.608931e+00	1.902662e-06
2.716406e+00	1.828226e-06
2.827060e+00	1.880635e-06
2.934921e+00	1.892028e-06
3.041417e+00	1.749993e-06
3.147655e+00	1.977857e-06
3.255728e+00	1.769740e-06
3.363454e+00	1.920131e-06
3.473075e+00	1.775817e-06
3.582698e+00	1.914056e-06
3.688900e+00	1.766703e-06
3.800200e+00	1.948994e-06
3.917041e+00	1.840379e-06
4.024168e+00	1.770500e-06
4.132950e+00	1.945196e-06
4.241690e+00	1.783413e-06
4.351492e+00	1.867723e-06
4.461805e+00	1.766703e-06
4.570072e+00	1.976338e-06
4.680862e+00	1.725688e-06
4.789941e+00	1.882154e-06
4.897494e+00	1.865444e-06
5.005861e+00	1.856329e-06
5.115161e+00	1.877597e-06
5.221348e+00	1.834302e-06
5.328691e+00	1.841897e-06
5.436364e+00	1.818352e-06
5.544651e+00	1.960387e-06
5.653894e+00	1.747714e-06
5.761942e+00	1.918612e-06
5.869883e+00	1.860887e-06
5.976862e+00	1.890509e-06
6.087083e+00	1.859367e-06
6.195857e+00	1.897345e-06
6.303212e+00	1.849493e-06
6.411973e+00	1.835062e-06
6.523091e+00	1.937601e-06
6.631191e+00	1.804680e-06
6.739170e+00	1.899623e-06
6.846552e+00	1.835062e-06
6.953512e+00	1.911017e-06
7.061903e+00	1.810757e-06
7.170517e+00	1.956589e-06
7.277874e+00	1.801642e-06
7.385971e+00	1.858608e-06
7.498197e+00	1.893547e-06
7.605364e+00	1.823669e-06
7.714783e+00	1.896586e-06
7.823532e+00	1.838100e-06
7.930402e+00	1.887471e-06
8.039563e+00	1.778096e-06
8.148140e+00	1.940640e-06
8.254380e+00	1.760626e-06
8.363271e+00	1.885951e-06
8.472549e+00	1.847974e-06
8.579833e+00	1.849493e-06
8.686475e+00	1.877597e-06
8.794134e+00	1.882914e-06
8.905517e+00	1.904940e-06
9.016021e+00	1.855569e-06
9.124156e+00	1.913295e-06
9.232363e+00	1.804680e-06
9.343109e+00	1.912535e-06
9.451761e+00	1.835062e-06
9.557673e+00	1.924689e-06
9.666413e+00	1.836581e-06
9.777249e+00	1.884432e-06
9.886573e+00	1.865444e-06
9.994748e+00	1.816833e-06
1.010428e+01	1.870760e-06
1.021365e+01	1.824429e-06
1.032289e+01	1.854811e-06
1.043071e+01	1.833543e-06
1.053991e+01	1.877597e-06
1.064875e+01	1.816073e-06
1.077674e+01	1.884432e-06
1.088594e+01	1.885192e-06
1.099398e+01	1.831264e-06
1.110604e+01	1.887471e-06
1.121425e+01	1.880635e-06
1.132253e+01	1.921651e-06
1.143039e+01	1.842657e-06
1.153797e+01	1.861646e-06
1.164438e+01	1.851772e-06
1.175332e+01	1.835822e-06
1.186054e+01	1.861646e-06
1.196985e+01	1.837341e-06
1.207964e+01	1.847215e-06
1.219066e+01	1.857089e-06
1.229898e+01	1.855569e-06
1.240741e+01	1.816073e-06
1.251797e+01	1.870760e-06
1.262673e+01	1.822150e-06
1.273368e+01	1.847215e-06
1.284065e+01	1.882914e-06
1.294905e+01	1.850253e-06
1.305646e+01	1.863925e-06
1.316415e+01	1.884432e-06
1.327061e+01	1.904940e-06
1.337764e+01	1.856329e-06
1.348418e+01	1.887471e-06
1.359331e+01	1.851772e-06
1.370079e+01	1.891269e-06
1.380822e+01	1.850253e-06
1.391750e+01	1.843417e-06
1.402473e+01	1.858608e-06
1.414487e+01	1.894307e-06
1.425233e+01	1.835822e-06
1.436464e+01	1.864685e-06
1.447384e+01	1.890509e-06
1.458133e+01	1.886711e-06
1.469041e+01	1.895067e-06
1.479802e+01	1.822909e-06
1.490616e+01	1.888990e-06
1.501481e+01	1.838860e-06
1.512165e+01	1.871520e-06
1.522905e+01	1.902662e-06
1.533502e+01	1.832024e-06
1.544162e+01	1.882914e-06
1.554872e+01	1.869242e-06
1.565731e+01	1.842657e-06
1.576665e+01	1.840379e-06
1.587475e+01	1.881395e-06
1.598540e+01	1.806959e-06
1.610523e+01	1.853292e-06
1.621553e+01	1.882154e-06
1.632314e+01	1.865444e-06
1.643082e+01	1.866204e-06
1.653990e+01	1.860127e-06
1.664705e+01	1.900383e-06
1.675526e+01	1.838100e-06
1.686352e+01	1.853292e-06
1.697256e+01	1.828985e-06
1.708281e+01	1.866963e-06
1.719129e+01	1.844176e-06
1.729950e+01	1.880635e-06
1.741050e+01	1.840379e-06
1.751820e+01	1.825188e-06
1.762746e+01	1.863165e-06
1.773562e+01	1.826706e-06
1.784362e+01	1.857089e-06
1.795234e+01	1.855569e-06
1.806121e+01	1.853292e-06
1.816829e+01	1.866963e-06
1.827914e+01	1.896586e-06
1.838635e+01	1.804680e-06
1.849361e+01	1.877597e-06
1.860098e+01	1.841897e-06
1.870886e+01	1.841139e-06
1.881831e+01	1.889749e-06
1.892708e+01	1.842657e-06
1.903584e+01	1.828226e-06
1.914419e+01	1.848734e-06
1.925183e+01	1.862406e-06
1.935970e+01	1.875318e-06
1.946885e+01	1.821390e-06
1.957755e+01	1.871520e-06
1.968526e+01	1.879116e-06
1.979188e+01	1.825188e-06
1.990013e+01	1.878356e-06
2.001121e+01	1.862406e-06
2.011890e+01	1.822909e-06
2.022559e+01	1.894307e-06
2.033458e+01	1.839620e-06
2.044240e+01	1.866204e-06
2.054935e+01	1.844936e-06
