Averaged ion signal for P950-Hf10x4, m/z=166
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	1.965197e-11	9.272908e-12
6.500000e+00	-3.177399e-13	6.009785e-12
1.290000e+01	4.231261e-12	3.935154e-12
1.940000e+01	-2.841847e-12	1.797531e-13
2.580000e+01	5.102054e-12	1.068528e-11
3.230000e+01	-9.854804e-12	3.002541e-12
3.870000e+01	3.446347e-12	3.524778e-12
4.520000e+01	1.488674e-11	8.919629e-12
5.160000e+01	3.495640e-12	1.036016e-11
5.810000e+01	2.963682e-12	1.954792e-11
6.450000e+01	-3.705917e-12	1.400895e-11
7.100000e+01	1.990283e-11	2.310052e-13
7.740000e+01	1.876373e-11	5.056537e-12
8.390000e+01	-4.583318e-13	1.735439e-11
9.030000e+01	-4.792223e-12	1.243172e-11
9.680000e+01	1.085541e-11	8.607881e-12
1.032000e+02	1.107912e-11	7.183605e-12
1.097000e+02	-1.031300e-11	3.231519e-12
1.161000e+02	-4.312137e-12	1.220509e-11
1.226000e+02	1.361500e-11	1.104976e-11
1.291000e+02	-1.664171e-11	2.103164e-12
1.355000e+02	-2.589060e-12	1.876805e-11
1.420000e+02	8.907182e-12	7.686602e-12
1.484000e+02	-3.735967e-12	6.338917e-12
1.549000e+02	-3.310248e-13	7.699599e-13
1.613000e+02	1.470726e-12	1.668572e-11
1.678000e+02	5.356268e-12	8.910218e-13
1.742000e+02	3.469669e-12	9.605991e-12
1.807000e+02	-1.313009e-11	2.801566e-12
1.871000e+02	5.960462e-12	7.795525e-13
1.936000e+02	6.682854e-12	2.331458e-13
2.000000e+02	-7.927845e-12	1.051021e-11
2.065000e+02	8.101473e-13	1.466279e-11
2.129000e+02	-2.263451e-12	1.147218e-11
2.194000e+02	3.341440e-12	5.780730e-12
2.258000e+02	-1.319416e-11	8.518762e-12
2.323000e+02	1.201673e-11	5.142668e-12
2.387000e+02	2.127135e-12	5.363300e-12
2.452000e+02	-1.416002e-11	8.082656e-12
2.516000e+02	6.685928e-12	1.284862e-12
2.581000e+02	-7.101181e-12	1.077596e-11
2.645000e+02	-1.106288e-11	4.346024e-12
2.710000e+02	9.550612e-12	5.272482e-12
2.774000e+02	1.585951e-11	1.693986e-12
2.839000e+02	-1.158504e-11	7.416530e-12
2.903000e+02	-2.230359e-11	2.537244e-12
2.968000e+02	-3.549801e-12	1.482036e-11
3.032000e+02	2.554907e-12	5.627082e-12
3.097000e+02	2.590492e-12	2.283704e-12
3.161000e+02	-1.221000e-11	1.416322e-11
3.226000e+02	-3.795715e-12	1.337734e-12
3.290000e+02	2.527993e-12	3.779542e-12
3.355000e+02	-2.067922e-12	1.408172e-12
3.419000e+02	5.112864e-13	1.025040e-11
3.484000e+02	-7.366294e-13	8.276889e-12
3.548000e+02	-1.641277e-11	6.260684e-12
