Averaged ion signal for P950-Hf10x4, m/z=34
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-4.486513e-12	8.415751e-12
6.500000e+00	-3.022680e-12	4.968809e-12
1.290000e+01	1.050051e-11	2.283640e-12
1.940000e+01	1.339842e-12	6.783420e-12
2.580000e+01	-2.787468e-12	1.347529e-12
3.230000e+01	-1.512635e-12	1.284969e-12
3.870000e+01	-5.459946e-12	7.545918e-12
4.520000e+01	-2.947113e-12	1.667436e-11
5.160000e+01	-1.530424e-12	2.295307e-12
5.810000e+01	1.357909e-12	6.792474e-13
6.450000e+01	5.718599e-12	5.198038e-13
7.100000e+01	9.949932e-12	8.318136e-12
7.740000e+01	9.288621e-12	1.290909e-11
8.390000e+01	-4.464046e-12	8.370254e-13
9.030000e+01	1.173997e-11	1.241352e-12
9.680000e+01	2.582476e-12	3.029586e-12
1.032000e+02	-4.063508e-12	5.914037e-12
1.097000e+02	4.810499e-12	2.818303e-12
1.161000e+02	8.277514e-12	1.081193e-11
1.226000e+02	4.049021e-12	1.082669e-11
1.291000e+02	-5.740646e-12	8.801633e-12
1.355000e+02	3.991043e-12	1.403581e-12
1.420000e+02	4.373765e-13	1.025478e-12
1.484000e+02	3.388066e-12	2.603470e-12
1.549000e+02	6.302399e-12	3.715411e-12
1.613000e+02	8.345882e-13	4.121859e-12
1.678000e+02	7.838421e-12	7.103700e-12
1.742000e+02	7.315111e-12	1.214752e-12
1.807000e+02	2.014444e-12	5.729189e-12
1.871000e+02	8.961633e-12	7.553637e-12
1.936000e+02	6.798466e-12	4.252077e-12
2.000000e+02	3.938655e-12	1.042474e-12
2.065000e+02	6.784882e-13	9.709966e-12
2.129000e+02	3.886776e-13	4.010585e-12
2.194000e+02	-3.054489e-12	2.896855e-12
2.258000e+02	-6.248001e-13	4.204196e-12
2.323000e+02	1.606953e-11	3.586744e-12
2.387000e+02	6.606722e-12	9.292193e-12
2.452000e+02	3.930555e-12	5.230367e-12
2.516000e+02	4.897245e-12	1.175658e-11
2.581000e+02	9.458578e-12	2.250478e-12
2.645000e+02	1.342677e-11	1.065029e-12
2.710000e+02	4.399100e-12	1.073911e-12
2.774000e+02	-3.267107e-13	3.346398e-13
2.839000e+02	6.268122e-12	8.101200e-12
2.903000e+02	8.970138e-12	6.334231e-13
2.968000e+02	1.289145e-12	3.081689e-12
3.032000e+02	1.110466e-11	3.819812e-12
3.097000e+02	-1.746833e-12	1.997422e-12
3.161000e+02	-2.002318e-12	3.055299e-12
3.226000e+02	6.885689e-12	1.011797e-11
3.290000e+02	9.122705e-12	1.858410e-12
3.355000e+02	-3.262788e-12	2.738356e-12
3.419000e+02	5.912272e-13	2.061021e-12
3.484000e+02	-5.508766e-12	4.712453e-13
3.548000e+02	-1.026250e-12	8.236804e-14
