Averaged ion signal for P950-Hf15x1, m/z=38
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	3.183928e-12	6.540346e-13
6.500000e+00	-7.713312e-13	1.726782e-12
1.290000e+01	-2.043566e-12	3.815266e-12
1.940000e+01	-1.428325e-12	5.319949e-12
2.580000e+01	-8.765594e-13	1.129997e-12
3.230000e+01	1.678126e-12	7.673875e-12
3.880000e+01	3.564866e-12	9.736918e-13
4.520000e+01	-1.107368e-12	3.171356e-12
5.170000e+01	-2.709128e-12	1.329039e-12
5.810000e+01	-1.433619e-13	7.247087e-12
6.460000e+01	8.829379e-12	3.672730e-12
7.100000e+01	5.308644e-12	6.318818e-12
7.750000e+01	1.172438e-11	4.466001e-12
8.390000e+01	1.144015e-11	2.390049e-12
9.040000e+01	9.733891e-12	9.442325e-13
9.680000e+01	1.202666e-11	1.542280e-12
1.033000e+02	1.249290e-11	5.746964e-12
1.097000e+02	1.499516e-11	1.675113e-13
1.162000e+02	1.776640e-11	3.169195e-12
1.226000e+02	1.113317e-11	1.557576e-13
1.291000e+02	1.049341e-11	4.307926e-12
1.355000e+02	1.022717e-11	3.863973e-12
1.420000e+02	1.144142e-11	3.319657e-12
1.484000e+02	7.830681e-12	6.657205e-12
1.549000e+02	1.243742e-11	1.905612e-12
1.613000e+02	1.261769e-11	1.986936e-12
1.678000e+02	1.329443e-11	1.201190e-13
1.742000e+02	1.669319e-11	3.044167e-12
1.807000e+02	1.565543e-11	1.133850e-12
1.871000e+02	9.996199e-12	6.498978e-13
1.936000e+02	1.557888e-11	2.819974e-12
2.000000e+02	6.345205e-12	1.102371e-12
2.065000e+02	7.690391e-12	2.062743e-12
2.130000e+02	1.783313e-11	2.501440e-12
2.194000e+02	5.353397e-12	4.663012e-12
2.259000e+02	1.138664e-11	5.181671e-12
2.323000e+02	5.949403e-12	3.450719e-12
2.388000e+02	9.376644e-12	3.991402e-12
2.452000e+02	1.231491e-11	2.198050e-12
2.517000e+02	1.193115e-11	4.763633e-12
2.581000e+02	7.569415e-12	2.045181e-12
2.646000e+02	4.579156e-12	7.683646e-13
2.710000e+02	1.111642e-11	7.960877e-13
2.775000e+02	4.149662e-12	2.224596e-12
2.839000e+02	1.289893e-11	2.885662e-14
2.904000e+02	3.601168e-12	2.347173e-12
2.968000e+02	7.828434e-12	4.982626e-12
3.033000e+02	3.095674e-12	5.675058e-12
3.097000e+02	7.054397e-13	2.920106e-12
3.162000e+02	3.886180e-12	2.552289e-12
3.226000e+02	3.104459e-13	7.208366e-13
3.291000e+02	5.417186e-12	5.549980e-12
3.355000e+02	-4.835480e-13	1.539568e-12
3.420000e+02	-4.758307e-12	1.555251e-12
3.484000e+02	-2.985419e-13	2.564299e-12
3.549000e+02	4.561199e-12	2.723518e-12
