Sum of corrected signals for P950-Hf15x1 1
Time(s)	SumCorrected(Torr)	Std(Torr)
0.000000e+00	6.165974e-11	7.037496e-10
6.500000e+00	-1.261357e-09	7.037496e-10
1.290000e+01	4.603795e-10	7.037496e-10
1.940000e+01	-2.548837e-10	7.037496e-10
2.580000e+01	-4.401624e-10	7.037496e-10
3.230000e+01	1.039122e-09	7.037496e-10
3.880000e+01	5.536212e-10	7.037496e-10
4.520000e+01	5.575348e-10	7.037496e-10
5.170000e+01	7.766840e-10	7.037496e-10
5.810000e+01	2.863756e-09	7.037496e-10
6.460000e+01	6.887095e-09	7.037496e-10
7.100000e+01	7.581494e-09	7.037496e-10
7.750000e+01	7.498637e-09	7.037496e-10
8.390000e+01	8.264661e-09	7.037496e-10
9.040000e+01	7.951546e-09	7.037496e-10
9.680000e+01	7.204853e-09	7.037496e-10
1.033000e+02	8.589259e-09	7.037496e-10
1.097000e+02	7.481127e-09	7.037496e-10
1.162000e+02	7.008060e-09	7.037496e-10
1.226000e+02	7.931781e-09	7.037496e-10
1.291000e+02	6.786111e-09	7.037496e-10
1.355000e+02	7.907104e-09	7.037496e-10
1.420000e+02	5.969163e-09	7.037496e-10
1.484000e+02	6.793367e-09	7.037496e-10
1.549000e+02	6.148219e-09	7.037496e-10
1.613000e+02	6.399286e-09	7.037496e-10
1.678000e+02	6.453454e-09	7.037496e-10
1.742000e+02	6.176921e-09	7.037496e-10
1.807000e+02	6.076569e-09	7.037496e-10
1.871000e+02	6.322661e-09	7.037496e-10
1.936000e+02	5.565644e-09	7.037496e-10
2.000000e+02	5.783793e-09	7.037496e-10
2.065000e+02	5.294972e-09	7.037496e-10
2.130000e+02	6.206150e-09	7.037496e-10
2.194000e+02	6.329690e-09	7.037496e-10
2.259000e+02	4.907015e-09	7.037496e-10
2.323000e+02	4.879012e-09	7.037496e-10
2.388000e+02	5.829694e-09	7.037496e-10
2.452000e+02	5.638847e-09	7.037496e-10
2.517000e+02	5.635358e-09	7.037496e-10
2.581000e+02	5.194805e-09	7.037496e-10
2.646000e+02	4.708482e-09	7.037496e-10
2.710000e+02	4.656940e-09	7.037496e-10
2.775000e+02	5.087629e-09	7.037496e-10
2.839000e+02	4.060123e-09	7.037496e-10
2.904000e+02	4.140114e-09	7.037496e-10
2.968000e+02	4.965143e-09	7.037496e-10
3.033000e+02	1.990730e-09	7.037496e-10
3.097000e+02	8.131810e-10	7.037496e-10
3.162000e+02	1.035045e-09	7.037496e-10
3.226000e+02	7.129355e-10	7.037496e-10
3.291000e+02	4.649356e-10	7.037496e-10
3.355000e+02	-8.128260e-10	7.037496e-10
3.420000e+02	6.716118e-10	7.037496e-10
3.484000e+02	-4.204411e-10	7.037496e-10
3.549000e+02	-3.440851e-11	7.037496e-10
