Averaged TEY data for P950-Hf10x4
Time(s)	MeanTEY	Std
0.000000e+00	1.811573e-06	1.189831e-08
1.072690e-01	1.835104e-06	1.115092e-08
2.155020e-01	1.832449e-06	1.456588e-08
3.227340e-01	1.820670e-06	1.238787e-08
4.299700e-01	1.834715e-06	8.206315e-09
5.381970e-01	1.851034e-06	1.009542e-08
6.464220e-01	1.827501e-06	1.390305e-08
7.556290e-01	1.830155e-06	1.807638e-08
8.639020e-01	1.840020e-06	2.566243e-08
9.711270e-01	1.847626e-06	4.704934e-09
1.079816e+00	1.839265e-06	1.655395e-08
1.190124e+00	1.827879e-06	1.655956e-08
1.301381e+00	1.887467e-06	1.842795e-08
1.410329e+00	1.824846e-06	9.729119e-09
1.517801e+00	1.839646e-06	1.541501e-08
1.625967e+00	1.817642e-06	5.828928e-09
1.732860e+00	1.851787e-06	2.375892e-08
1.843222e+00	1.815752e-06	2.214797e-08
1.954920e+00	1.858622e-06	1.768259e-08
2.064592e+00	1.852926e-06	2.337857e-08
2.170865e+00	1.838888e-06	1.237949e-08
2.280204e+00	1.843054e-06	3.097493e-08
2.392360e+00	1.815743e-06	2.412321e-09
2.502989e+00	1.838520e-06	1.077282e-08
2.611535e+00	1.838891e-06	7.064917e-09
2.719374e+00	1.861669e-06	2.814120e-09
2.827595e+00	1.843448e-06	1.749864e-09
2.935961e+00	1.847620e-06	8.199374e-09
3.043601e+00	1.845727e-06	3.565246e-09
3.150867e+00	1.842294e-06	3.097530e-08
3.258315e+00	1.845725e-06	9.891810e-10
3.364952e+00	1.843447e-06	2.508248e-09
3.473673e+00	1.838143e-06	1.570684e-08
3.580674e+00	1.851788e-06	2.148200e-08
3.688691e+00	1.828635e-06	2.339053e-08
3.796498e+00	1.841530e-06	4.236145e-08
3.903727e+00	1.856345e-06	1.616577e-08
4.013192e+00	1.828262e-06	1.010663e-08
4.120686e+00	1.818013e-06	1.049145e-08
4.231962e+00	1.841171e-06	2.324498e-10
4.340253e+00	1.818407e-06	1.721566e-08
4.449409e+00	1.833578e-06	5.549586e-09
4.558403e+00	1.844962e-06	1.009900e-08
4.666281e+00	1.822196e-06	3.553663e-09
