Ion signal for bare Si BNL 1, m/z=16
Time(s)	Corrected Signal(Torr)	Std(Torr)
0.000000e+00	1.651435e-10	2.638136e-11
6.500000e+00	-1.899821e-11	2.638136e-11
1.290000e+01	6.314068e-11	2.638136e-11
1.940000e+01	-4.601076e-12	2.638136e-11
2.580000e+01	-2.416219e-11	2.638136e-11
3.230000e+01	-4.703938e-12	2.638136e-11
3.880000e+01	-1.444569e-11	2.638136e-11
4.520000e+01	-4.230680e-11	2.638136e-11
5.170000e+01	-3.454855e-11	2.638136e-11
5.810000e+01	1.308903e-10	2.638136e-11
6.460000e+01	6.684859e-11	2.638136e-11
7.100000e+01	1.318748e-11	2.638136e-11
7.750000e+01	-9.542762e-13	2.638136e-11
8.390000e+01	3.568461e-11	2.638136e-11
9.040000e+01	1.394286e-11	2.638136e-11
9.680000e+01	-6.541825e-11	2.638136e-11
1.033000e+02	4.684000e-11	2.638136e-11
1.097000e+02	7.507889e-11	2.638136e-11
1.162000e+02	1.163371e-10	2.638136e-11
1.226000e+02	1.291760e-10	2.638136e-11
1.291000e+02	-4.065724e-12	2.638136e-11
1.355000e+02	7.977317e-11	2.638136e-11
1.420000e+02	3.653141e-11	2.638136e-11
1.484000e+02	1.867030e-11	2.638136e-11
1.549000e+02	7.562855e-11	2.638136e-11
1.613000e+02	-8.232558e-12	2.638136e-11
1.678000e+02	4.992569e-11	2.638136e-11
1.742000e+02	7.276458e-11	2.638136e-11
1.807000e+02	3.392283e-11	2.638136e-11
1.871000e+02	7.296172e-11	2.638136e-11
1.936000e+02	6.819965e-12	2.638136e-11
2.000000e+02	6.315886e-11	2.638136e-11
2.065000e+02	5.581710e-11	2.638136e-11
2.130000e+02	-1.852465e-11	2.638136e-11
2.194000e+02	-1.688576e-11	2.638136e-11
2.259000e+02	6.067249e-11	2.638136e-11
2.323000e+02	-2.288621e-12	2.638136e-11
2.388000e+02	6.886963e-11	2.638136e-11
2.452000e+02	1.050852e-11	2.638136e-11
2.517000e+02	6.276676e-11	2.638136e-11
2.581000e+02	9.230566e-11	2.638136e-11
2.646000e+02	7.476390e-11	2.638136e-11
2.710000e+02	2.750279e-11	2.638136e-11
2.775000e+02	1.258610e-10	2.638136e-11
2.839000e+02	1.055999e-10	2.638136e-11
2.904000e+02	1.003582e-10	2.638136e-11
2.968000e+02	2.579707e-11	2.638136e-11
3.033000e+02	1.052553e-10	2.638136e-11
3.097000e+02	4.094207e-12	2.638136e-11
3.162000e+02	-5.047545e-12	2.638136e-11
3.226000e+02	-1.086553e-13	2.638136e-11
3.291000e+02	2.384959e-11	2.638136e-11
3.355000e+02	1.998848e-11	2.638136e-11
3.420000e+02	-2.165327e-11	2.638136e-11
3.484000e+02	-1.841438e-11	2.638136e-11
3.549000e+02	8.954387e-11	2.638136e-11
