Averaged ion signal for bare Si BNL, m/z=84
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	1.678592e-12	7.002082e-12
6.500000e+00	3.619201e-12	1.930496e-11
1.290000e+01	-1.108300e-12	5.730026e-12
1.940000e+01	-3.486192e-12	5.156646e-12
2.580000e+01	-5.062193e-12	6.048661e-13
3.230000e+01	5.495415e-12	1.750254e-12
3.880000e+01	5.279023e-13	8.662253e-12
4.520000e+01	-1.741978e-12	4.939862e-12
5.170000e+01	-3.835991e-12	5.527639e-12
5.810000e+01	-5.999871e-12	2.317030e-12
6.460000e+01	-3.895883e-12	4.340469e-12
7.100000e+01	1.428236e-12	9.081077e-12
7.750000e+01	1.430834e-11	2.291697e-12
8.390000e+01	-6.467656e-12	3.385815e-12
9.040000e+01	-9.573048e-12	2.765695e-12
9.680000e+01	2.256451e-12	1.447171e-11
1.033000e+02	9.766059e-12	1.004259e-11
1.097000e+02	7.775579e-13	9.633600e-12
1.162000e+02	1.007166e-12	6.150521e-12
1.226000e+02	-7.776335e-12	3.590492e-12
1.291000e+02	-5.501727e-12	1.529628e-12
1.355000e+02	-1.003228e-12	7.972616e-12
1.420000e+02	-1.174619e-12	6.198736e-12
1.484000e+02	9.339879e-12	3.090724e-12
1.549000e+02	9.449877e-13	7.080656e-12
1.613000e+02	1.239487e-12	1.029633e-11
1.678000e+02	-7.908905e-12	1.459549e-12
1.742000e+02	-7.840906e-12	7.609390e-13
1.807000e+02	6.140702e-12	1.092294e-11
1.871000e+02	-7.101299e-12	1.165547e-12
1.936000e+02	3.959809e-12	9.899167e-12
2.000000e+02	5.790808e-12	2.949346e-12
2.065000e+02	-8.102584e-12	9.267746e-13
2.130000e+02	9.444904e-12	2.596774e-12
2.194000e+02	-9.089477e-12	1.131177e-13
2.259000e+02	-5.426489e-12	1.614618e-12
2.323000e+02	-9.436869e-12	1.153490e-12
2.388000e+02	-6.911882e-12	1.446989e-12
2.452000e+02	3.288738e-12	1.173410e-11
2.517000e+02	1.103422e-11	7.449030e-13
2.581000e+02	-9.600655e-12	4.572945e-13
2.646000e+02	3.374332e-12	1.055520e-11
2.710000e+02	2.776452e-12	1.031619e-11
2.775000e+02	-5.229561e-12	8.003124e-13
2.839000e+02	3.204059e-12	1.092421e-12
2.904000e+02	-5.275954e-12	3.151920e-12
2.968000e+02	-7.959834e-12	3.684471e-12
3.033000e+02	5.422654e-12	1.343847e-11
3.097000e+02	6.554273e-12	1.529236e-11
3.162000e+02	-3.481739e-12	5.265136e-12
3.226000e+02	2.087381e-12	8.861744e-12
3.291000e+02	-5.708511e-12	6.916357e-13
3.355000e+02	7.746488e-12	1.842852e-12
3.420000e+02	3.702596e-12	1.084953e-11
3.484000e+02	-5.726405e-12	8.308960e-12
3.549000e+02	1.078720e-11	3.617920e-12
