# TEY data for sample P950-Hf10x4 2
# time(s)	normalized_TEY
0.000000e+00	1.823471e-06
1.102410e-01	1.846255e-06
2.180190e-01	1.847015e-06
3.272480e-01	1.808282e-06
4.344790e-01	1.826508e-06
5.466990e-01	1.840939e-06
6.549320e-01	1.813598e-06
7.621930e-01	1.812079e-06
8.694390e-01	1.814358e-06
9.756800e-01	1.852331e-06
1.083920e+00	1.822711e-06
1.192153e+00	1.811319e-06
1.300447e+00	1.869039e-06
1.412395e+00	1.815116e-06
1.519860e+00	1.824231e-06
1.629069e+00	1.823471e-06
1.737392e+00	1.828028e-06
1.845842e+00	1.837900e-06
1.954141e+00	1.840939e-06
2.063405e+00	1.829547e-06
2.170578e+00	1.826508e-06
2.278541e+00	1.812079e-06
2.388003e+00	1.818155e-06
2.496337e+00	1.849292e-06
2.604631e+00	1.831826e-06
2.711863e+00	1.864483e-06
2.822979e+00	1.841698e-06
2.932423e+00	1.839420e-06
3.039839e+00	1.849292e-06
3.146739e+00	1.811319e-06
3.257246e+00	1.844736e-06
3.367185e+00	1.840939e-06
3.480432e+00	1.853850e-06
3.590104e+00	1.830306e-06
3.701401e+00	1.805244e-06
3.809734e+00	1.799168e-06
3.917576e+00	1.840179e-06
4.025365e+00	1.818155e-06
4.134149e+00	1.807522e-06
4.242550e+00	1.840939e-06
4.350013e+00	1.835623e-06
4.458354e+00	1.828028e-06
4.565948e+00	1.834863e-06
4.673673e+00	1.825750e-06
4.782945e+00	1.843976e-06
4.890179e+00	1.841698e-06
4.997911e+00	1.853091e-06
5.106031e+00	1.876634e-06
5.214299e+00	1.829547e-06
5.321511e+00	1.828028e-06
5.428376e+00	1.845495e-06
5.539078e+00	1.838660e-06
5.647266e+00	1.837900e-06
5.754619e+00	1.830306e-06
5.863734e+00	1.788535e-06
5.972055e+00	1.814358e-06
6.079424e+00	1.813598e-06
6.186080e+00	1.825750e-06
6.292044e+00	1.829547e-06
6.402294e+00	1.804484e-06
6.511807e+00	1.849292e-06
6.620440e+00	1.821952e-06
6.727983e+00	1.843976e-06
6.837496e+00	1.867520e-06
6.944176e+00	1.870558e-06
7.052493e+00	1.869039e-06
7.159916e+00	1.850812e-06
7.268847e+00	1.858407e-06
7.378611e+00	1.859166e-06
7.485546e+00	1.837900e-06
7.594070e+00	1.854610e-06
7.703353e+00	1.836382e-06
7.813741e+00	1.821192e-06
7.922053e+00	1.845495e-06
8.031859e+00	1.859926e-06
8.141045e+00	1.838660e-06
8.248994e+00	1.864483e-06
8.357780e+00	1.859166e-06
