Averaged ion signal for P950-InO2, m/z=112
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	2.119306e-12	3.434417e-12
6.500000e+00	-7.069967e-12	1.127880e-12
1.290000e+01	-4.239331e-12	3.359752e-12
1.940000e+01	6.760638e-12	6.705291e-12
2.580000e+01	-3.535468e-12	9.387579e-12
3.230000e+01	2.708501e-12	1.776041e-12
3.870000e+01	5.960894e-12	7.984103e-13
4.520000e+01	3.668642e-13	7.512128e-12
5.160000e+01	4.745257e-12	2.486758e-12
5.810000e+01	-4.584273e-12	2.883797e-12
6.450000e+01	-2.193795e-13	9.886927e-12
7.100000e+01	4.129090e-12	9.240343e-13
7.740000e+01	-8.901655e-14	5.190096e-12
8.390000e+01	2.533453e-12	2.700866e-12
9.030000e+01	-9.862654e-12	5.528265e-12
9.680000e+01	2.188816e-12	1.766969e-13
1.033000e+02	-3.446956e-12	5.519099e-12
1.097000e+02	-5.278821e-12	4.424472e-12
1.162000e+02	-3.135594e-12	3.465268e-12
1.226000e+02	-2.862958e-12	2.163141e-12
1.291000e+02	-3.031731e-12	4.040937e-12
1.355000e+02	-5.716595e-12	8.340309e-12
1.420000e+02	-9.696368e-12	5.485895e-12
1.484000e+02	8.512681e-13	2.197803e-14
1.549000e+02	-3.123505e-12	1.475774e-12
1.613000e+02	-4.567869e-12	4.787647e-12
1.678000e+02	-3.811642e-12	9.538557e-12
1.742000e+02	-1.950059e-13	6.323155e-13
1.807000e+02	1.237721e-12	3.671612e-12
1.871000e+02	-2.276143e-12	3.992984e-12
1.936000e+02	3.263584e-12	5.491720e-12
2.000000e+02	4.915220e-12	1.227415e-11
2.065000e+02	6.706898e-13	9.888191e-12
2.129000e+02	1.208808e-11	6.137822e-12
2.194000e+02	1.247005e-11	4.256360e-12
2.258000e+02	7.151446e-12	1.820010e-12
2.323000e+02	-6.755843e-13	2.837471e-12
2.387000e+02	4.950809e-12	4.247841e-12
2.452000e+02	3.055279e-12	1.542802e-12
2.516000e+02	2.061172e-12	1.279933e-11
2.581000e+02	-4.927858e-12	1.642287e-11
2.645000e+02	3.859535e-12	2.672503e-12
2.710000e+02	6.713505e-12	3.509649e-13
2.774000e+02	3.115398e-12	7.402165e-12
2.839000e+02	2.972868e-12	1.026720e-11
2.903000e+02	6.097609e-13	1.848666e-12
2.968000e+02	1.292231e-12	7.656373e-12
3.033000e+02	4.248458e-12	1.290169e-12
3.097000e+02	6.485936e-13	1.341459e-12
3.162000e+02	4.957821e-12	3.854337e-12
3.226000e+02	-4.789043e-12	1.522571e-11
3.291000e+02	7.166840e-13	5.333006e-12
3.355000e+02	4.462320e-12	7.218788e-13
3.420000e+02	-2.772953e-12	9.521749e-13
3.484000e+02	-2.991317e-12	6.237953e-12
3.549000e+02	1.163091e-11	9.978436e-13
