Averaged ion signal for bare Si BNL, m/z=91
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-3.644894e-12	4.097410e-12
6.500000e+00	4.131085e-12	9.825218e-12
1.290000e+01	-2.533414e-12	9.431364e-12
1.940000e+01	-6.877435e-12	1.947354e-13
2.580000e+01	1.051557e-11	1.341817e-12
3.230000e+01	2.948046e-12	9.083113e-13
3.880000e+01	-8.168609e-12	1.684270e-13
4.520000e+01	-3.709474e-12	1.338358e-12
5.170000e+01	6.966871e-12	3.051380e-12
5.810000e+01	2.407007e-12	7.391405e-12
6.460000e+01	-4.975648e-12	8.240334e-12
7.100000e+01	-2.597013e-12	1.389705e-11
7.750000e+01	-2.305534e-12	1.872080e-12
8.390000e+01	1.805468e-12	6.227998e-12
9.040000e+01	3.085446e-12	8.382374e-12
9.680000e+01	9.441948e-12	8.452955e-12
1.033000e+02	-7.864073e-12	9.767327e-12
1.097000e+02	-5.525714e-13	2.764092e-12
1.162000e+02	1.896407e-12	1.937328e-11
1.226000e+02	-4.736091e-12	1.095886e-11
1.291000e+02	-3.001612e-12	1.044973e-11
1.355000e+02	1.117639e-11	7.770815e-12
1.420000e+02	1.850868e-12	9.406313e-12
1.484000e+02	-7.478630e-12	1.501732e-12
1.549000e+02	-1.498151e-12	1.587860e-12
1.613000e+02	6.066851e-12	1.144221e-12
1.678000e+02	-1.990171e-12	6.834593e-12
1.742000e+02	-1.079669e-12	6.509175e-12
1.807000e+02	8.302310e-12	4.546546e-12
1.871000e+02	-6.367688e-12	1.049372e-12
1.936000e+02	9.107290e-12	7.388000e-12
2.000000e+02	1.033179e-11	1.742419e-12
2.065000e+02	1.142708e-13	4.387547e-12
2.130000e+02	-5.001384e-12	8.392191e-12
2.194000e+02	-5.895749e-12	1.192791e-11
2.259000e+02	8.915964e-13	7.334645e-12
2.323000e+02	-3.170768e-12	3.603595e-13
2.388000e+02	-8.416423e-12	2.368098e-12
2.452000e+02	2.852123e-13	1.371681e-11
2.517000e+02	-1.255094e-11	5.983051e-12
2.581000e+02	8.538193e-12	1.059427e-11
2.646000e+02	1.223204e-11	2.288504e-12
2.710000e+02	-3.024327e-12	4.112781e-12
2.775000e+02	6.733018e-12	4.334958e-12
2.839000e+02	-1.148035e-11	4.297673e-12
2.904000e+02	2.143499e-12	7.506089e-12
2.968000e+02	8.836634e-12	2.173126e-12
3.033000e+02	6.242479e-12	4.126364e-12
3.097000e+02	3.082615e-12	1.568421e-12
3.162000e+02	-2.106540e-12	1.329882e-11
3.226000e+02	-2.009405e-12	6.860968e-12
3.291000e+02	-1.059793e-11	1.724096e-12
3.355000e+02	6.347576e-12	2.046514e-12
3.420000e+02	4.387054e-12	1.073643e-12
3.484000e+02	-1.519436e-13	4.441439e-12
3.549000e+02	3.317535e-12	8.582311e-12
