Averaged TEY data for P950-InO4
Time(s)	MeanTEY	Std
0.000000e+00	1.857896e-06	1.725858e-08
1.077680e-01	1.848776e-06	3.252106e-09
2.150340e-01	1.805850e-06	3.554626e-08
3.212620e-01	1.851816e-06	3.584987e-09
4.284960e-01	1.842324e-06	1.611511e-08
5.357250e-01	1.824472e-06	4.336363e-09
6.429500e-01	1.852955e-06	3.205306e-09
7.501850e-01	1.825607e-06	8.955676e-09
8.584080e-01	1.878018e-06	5.901831e-09
9.666510e-01	1.813068e-06	2.832791e-08
1.074502e+00	1.862077e-06	2.903330e-08
1.181732e+00	1.806999e-06	3.264437e-09
1.288930e+00	1.857134e-06	8.903271e-09
1.396218e+00	1.840414e-06	2.528205e-08
1.505880e+00	1.871560e-06	1.160106e-08
1.615684e+00	1.812695e-06	7.440595e-09
1.723335e+00	1.888664e-06	3.663679e-08
1.831943e+00	1.810026e-06	4.124175e-08
1.939334e+00	1.895499e-06	3.132150e-08
2.046609e+00	1.777746e-06	3.859293e-08
2.155328e+00	1.884090e-06	2.033188e-08
2.263331e+00	1.821039e-06	4.617579e-08
2.371149e+00	1.856376e-06	1.497980e-08
2.477927e+00	1.829788e-06	5.097378e-09
2.587039e+00	1.886760e-06	1.802714e-08
2.694544e+00	1.797504e-06	6.685043e-09
2.806188e+00	1.863971e-06	1.194366e-08
2.926403e+00	1.808128e-06	3.782451e-08
3.035217e+00	1.854482e-06	3.054995e-08
3.144435e+00	1.805853e-06	2.567227e-08
3.251729e+00	1.886375e-06	1.767959e-10
3.361003e+00	1.829789e-06	7.376307e-09
3.468883e+00	1.845364e-06	1.915439e-08
3.577322e+00	1.849533e-06	1.084811e-08
3.685426e+00	1.830555e-06	2.712567e-08
3.796244e+00	1.838907e-06	1.649412e-08
3.903475e+00	1.850285e-06	3.363423e-08
4.014263e+00	1.837380e-06	9.332219e-09
4.124475e+00	1.855230e-06	1.046641e-08
4.232171e+00	1.834344e-06	5.414555e-10
4.340364e+00	1.851054e-06	3.251433e-09
4.450993e+00	1.848020e-06	8.900581e-09
4.558769e+00	1.838140e-06	8.572548e-09
4.667382e+00	1.849546e-06	3.472692e-08
4.776414e+00	1.816102e-06	4.351889e-08
4.884684e+00	1.834728e-06	1.079557e-08
4.991413e+00	1.828253e-06	5.035150e-08
5.101160e+00	1.824466e-06	1.541219e-08
5.209409e+00	1.835103e-06	2.496106e-09
5.317322e+00	1.834341e-06	1.237149e-08
5.427143e+00	1.852191e-06	1.198620e-08
5.536794e+00	1.861306e-06	8.945139e-09
5.647028e+00	1.849149e-06	2.414001e-08
5.755165e+00	1.826380e-06	3.585896e-08
5.867357e+00	1.830920e-06	2.338595e-08
