Averaged ion signal for P950-AlO2, m/z=70
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	1.432275e-11	2.870968e-12
6.400000e+00	9.164495e-12	1.242995e-12
1.290000e+01	6.032737e-12	2.444566e-13
1.930000e+01	-2.249993e-12	2.644105e-12
2.580000e+01	-3.277750e-12	5.773566e-13
3.220000e+01	-1.162798e-11	2.092954e-13
3.870000e+01	1.165763e-12	1.022566e-13
4.510000e+01	-4.515967e-12	7.719305e-12
5.160000e+01	-9.400224e-12	3.165343e-12
5.800000e+01	-5.173454e-12	6.087405e-12
6.450000e+01	-7.089711e-12	6.001443e-12
7.090000e+01	4.285059e-12	3.814505e-12
7.740000e+01	2.791302e-12	6.070043e-12
8.380000e+01	1.539072e-12	4.200895e-12
9.030000e+01	1.751315e-12	3.135643e-12
9.680000e+01	7.410829e-13	8.559707e-12
1.032000e+02	1.518828e-12	1.290274e-11
1.097000e+02	5.898096e-12	1.400307e-12
1.161000e+02	-1.081659e-12	2.012157e-12
1.226000e+02	4.981609e-12	7.398407e-12
1.290000e+02	-2.681646e-12	3.799443e-12
1.355000e+02	-2.221878e-12	1.237051e-11
1.419000e+02	3.363670e-13	1.952043e-12
1.484000e+02	2.268635e-12	1.476393e-12
1.548000e+02	8.162380e-12	3.273643e-12
1.613000e+02	9.447648e-12	7.095207e-12
1.677000e+02	2.088393e-12	9.684243e-12
1.742000e+02	5.220661e-12	2.979807e-12
1.806000e+02	1.360406e-12	2.811566e-13
1.871000e+02	1.013267e-11	5.631407e-12
1.935000e+02	8.498919e-12	8.376943e-12
2.000000e+02	-5.381350e-14	2.667493e-12
2.064000e+02	1.548432e-12	6.420434e-13
2.129000e+02	-1.561301e-12	2.995393e-12
2.193000e+02	1.366445e-12	9.905643e-12
2.258000e+02	8.792124e-13	8.109707e-12
2.322000e+02	2.667458e-12	4.430243e-12
2.387000e+02	8.025725e-12	2.303193e-12
2.451000e+02	1.968647e-11	3.711843e-12
2.516000e+02	7.036238e-12	2.255907e-12
2.580000e+02	5.959984e-12	3.375943e-12
2.645000e+02	1.661726e-12	2.156982e-12
2.709000e+02	-1.195035e-13	2.453043e-12
2.774000e+02	6.691239e-12	5.129082e-12
2.838000e+02	5.453009e-12	2.071434e-13
2.903000e+02	5.598752e-12	5.001818e-12
2.967000e+02	6.953022e-12	1.707434e-13
3.032000e+02	3.914265e-12	1.113282e-12
3.096000e+02	4.215353e-13	4.908843e-12
3.161000e+02	-1.848222e-12	4.142382e-12
3.226000e+02	-1.606454e-12	4.164446e-12
3.290000e+02	-1.916209e-12	3.468018e-12
3.355000e+02	-4.165941e-12	4.126454e-12
3.419000e+02	7.179304e-12	6.453082e-12
3.484000e+02	-3.044281e-13	8.736457e-13
3.548000e+02	5.052817e-12	4.159818e-12
