Averaged ion signal for P950-InO4, m/z=151
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-1.084645e-11	1.161705e-11
6.500000e+00	1.015357e-11	2.262374e-12
1.290000e+01	5.590070e-12	2.273557e-12
1.940000e+01	-1.436466e-11	5.584517e-12
2.580000e+01	7.548437e-12	2.248014e-12
3.230000e+01	-9.661777e-12	6.878658e-12
3.870000e+01	2.088027e-13	3.488529e-12
4.520000e+01	5.131189e-12	2.214515e-12
5.170000e+01	-4.096794e-12	1.849081e-11
5.810000e+01	7.414555e-12	6.027028e-12
6.460000e+01	4.196922e-12	5.749002e-12
7.100000e+01	-3.676279e-12	1.460963e-11
7.750000e+01	1.346679e-11	6.347046e-12
8.390000e+01	2.368287e-12	4.173114e-12
9.040000e+01	-7.630295e-12	1.118886e-11
9.680000e+01	1.347265e-11	9.588657e-12
1.033000e+02	4.325021e-12	3.217632e-12
1.097000e+02	-1.166478e-11	1.272600e-11
1.162000e+02	1.073239e-11	3.878175e-12
1.226000e+02	1.500139e-11	2.645744e-12
1.291000e+02	3.975328e-14	6.657183e-13
1.355000e+02	3.222752e-12	3.832287e-12
1.420000e+02	-6.665031e-12	4.872889e-12
1.484000e+02	-5.390432e-12	1.029172e-11
1.549000e+02	2.520486e-12	2.703195e-12
1.613000e+02	7.104484e-12	1.005627e-12
1.678000e+02	8.881852e-12	8.846348e-12
1.742000e+02	-2.790949e-12	1.303988e-11
1.807000e+02	2.626218e-12	2.547891e-12
1.871000e+02	-8.980433e-12	1.418311e-11
1.936000e+02	-8.452816e-12	1.592283e-11
2.000000e+02	-1.019212e-11	5.411697e-12
2.065000e+02	-1.886905e-11	5.048377e-12
2.129000e+02	3.398449e-12	5.501046e-12
2.194000e+02	-7.309983e-12	6.622780e-12
2.259000e+02	-9.649747e-12	1.256693e-11
2.323000e+02	-9.068172e-13	6.231564e-12
2.388000e+02	-3.251231e-12	1.045728e-11
2.452000e+02	1.110489e-13	2.509607e-12
2.517000e+02	1.417093e-11	6.370063e-12
2.581000e+02	5.600915e-12	6.451650e-12
2.646000e+02	-1.752975e-11	1.051166e-11
2.710000e+02	3.351281e-12	4.764193e-12
2.775000e+02	3.185167e-12	8.913649e-12
2.839000e+02	-5.274353e-12	2.592637e-13
2.904000e+02	-7.205416e-12	1.660314e-11
2.968000e+02	-1.833492e-11	6.249111e-12
3.033000e+02	-6.783200e-12	7.754365e-12
3.097000e+02	2.209049e-12	1.549555e-11
3.162000e+02	1.040377e-11	1.003678e-11
3.226000e+02	7.122765e-12	1.028347e-12
3.291000e+02	6.976321e-13	6.121822e-12
3.355000e+02	-5.197819e-12	6.114060e-12
3.420000e+02	-1.981252e-12	1.071789e-11
3.484000e+02	7.006997e-12	1.077493e-11
3.549000e+02	1.867864e-12	1.342959e-11
