Sum of corrected signals for P950-Hf15x1 2
Time(s)	SumCorrected(Torr)	Std(Torr)
0.000000e+00	-1.344145e-09	4.989429e-10
6.400000e+00	-8.230284e-11	4.989429e-10
1.290000e+01	7.558219e-10	4.989429e-10
1.930000e+01	1.881072e-11	4.989429e-10
2.580000e+01	-1.362146e-10	4.989429e-10
3.230000e+01	-4.923563e-10	4.989429e-10
3.870000e+01	-8.973039e-11	4.989429e-10
4.520000e+01	2.376313e-10	4.989429e-10
5.160000e+01	-8.839408e-10	4.989429e-10
5.810000e+01	2.751056e-09	4.989429e-10
6.450000e+01	6.306788e-09	4.989429e-10
7.100000e+01	8.291717e-09	4.989429e-10
7.740000e+01	9.067511e-09	4.989429e-10
8.390000e+01	8.090415e-09	4.989429e-10
9.030000e+01	7.707975e-09	4.989429e-10
9.680000e+01	6.671971e-09	4.989429e-10
1.032000e+02	7.978601e-09	4.989429e-10
1.097000e+02	7.583220e-09	4.989429e-10
1.161000e+02	7.615181e-09	4.989429e-10
1.226000e+02	6.269803e-09	4.989429e-10
1.290000e+02	5.867642e-09	4.989429e-10
1.355000e+02	7.509054e-09	4.989429e-10
1.419000e+02	7.585229e-09	4.989429e-10
1.484000e+02	6.979146e-09	4.989429e-10
1.548000e+02	5.699396e-09	4.989429e-10
1.613000e+02	6.198276e-09	4.989429e-10
1.677000e+02	6.973312e-09	4.989429e-10
1.742000e+02	6.003943e-09	4.989429e-10
1.806000e+02	6.703162e-09	4.989429e-10
1.871000e+02	6.835534e-09	4.989429e-10
1.936000e+02	5.339337e-09	4.989429e-10
2.000000e+02	6.123517e-09	4.989429e-10
2.065000e+02	5.732890e-09	4.989429e-10
2.129000e+02	5.356219e-09	4.989429e-10
2.194000e+02	5.151601e-09	4.989429e-10
2.258000e+02	5.568761e-09	4.989429e-10
2.323000e+02	5.495176e-09	4.989429e-10
2.387000e+02	5.890865e-09	4.989429e-10
2.452000e+02	4.300248e-09	4.989429e-10
2.516000e+02	4.963890e-09	4.989429e-10
2.581000e+02	5.113335e-09	4.989429e-10
2.645000e+02	4.611470e-09	4.989429e-10
2.710000e+02	5.218468e-09	4.989429e-10
2.774000e+02	4.646613e-09	4.989429e-10
2.839000e+02	5.128670e-09	4.989429e-10
2.903000e+02	4.270729e-09	4.989429e-10
2.968000e+02	4.962389e-09	4.989429e-10
3.032000e+02	2.595302e-09	4.989429e-10
3.097000e+02	1.379485e-09	4.989429e-10
3.161000e+02	1.499325e-10	4.989429e-10
3.226000e+02	9.514615e-10	4.989429e-10
3.290000e+02	-8.740402e-10	4.989429e-10
3.355000e+02	7.507983e-10	4.989429e-10
3.419000e+02	4.639962e-10	4.989429e-10
3.484000e+02	-3.147827e-10	4.989429e-10
3.548000e+02	-3.255535e-10	4.989429e-10
