Sum of corrected signals for P950-InO4 1
Time(s)	SumCorrected(Torr)	Std(Torr)
0.000000e+00	-1.278708e-09	4.558140e-10
6.500000e+00	-4.805419e-10	4.558140e-10
1.290000e+01	2.924127e-10	4.558140e-10
1.940000e+01	-9.904650e-12	4.558140e-10
2.580000e+01	-7.167381e-10	4.558140e-10
3.230000e+01	7.702018e-10	4.558140e-10
3.870000e+01	1.819154e-10	4.558140e-10
4.520000e+01	-8.738603e-10	4.558140e-10
5.170000e+01	-5.845264e-12	4.558140e-10
5.810000e+01	2.637333e-09	4.558140e-10
6.460000e+01	7.193458e-09	4.558140e-10
7.100000e+01	8.695246e-09	4.558140e-10
7.750000e+01	7.576346e-09	4.558140e-10
8.390000e+01	7.865482e-09	4.558140e-10
9.040000e+01	8.734204e-09	4.558140e-10
9.680000e+01	9.192150e-09	4.558140e-10
1.033000e+02	8.247056e-09	4.558140e-10
1.097000e+02	8.471431e-09	4.558140e-10
1.162000e+02	7.137031e-09	4.558140e-10
1.226000e+02	7.354923e-09	4.558140e-10
1.291000e+02	6.882337e-09	4.558140e-10
1.355000e+02	6.151276e-09	4.558140e-10
1.420000e+02	7.127896e-09	4.558140e-10
1.484000e+02	5.533544e-09	4.558140e-10
1.549000e+02	7.375555e-09	4.558140e-10
1.613000e+02	6.074568e-09	4.558140e-10
1.678000e+02	6.198667e-09	4.558140e-10
1.742000e+02	5.976215e-09	4.558140e-10
1.807000e+02	5.695473e-09	4.558140e-10
1.871000e+02	4.818515e-09	4.558140e-10
1.936000e+02	5.804644e-09	4.558140e-10
2.000000e+02	4.751881e-09	4.558140e-10
2.065000e+02	6.744588e-09	4.558140e-10
2.129000e+02	6.486781e-09	4.558140e-10
2.194000e+02	5.522920e-09	4.558140e-10
2.259000e+02	5.281142e-09	4.558140e-10
2.323000e+02	4.796090e-09	4.558140e-10
2.388000e+02	5.181849e-09	4.558140e-10
2.452000e+02	4.666950e-09	4.558140e-10
2.517000e+02	4.602976e-09	4.558140e-10
2.581000e+02	5.394081e-09	4.558140e-10
2.646000e+02	5.325405e-09	4.558140e-10
2.710000e+02	4.911458e-09	4.558140e-10
2.775000e+02	4.934071e-09	4.558140e-10
2.839000e+02	5.699682e-09	4.558140e-10
2.904000e+02	4.600694e-09	4.558140e-10
2.968000e+02	4.228174e-09	4.558140e-10
3.033000e+02	1.100859e-09	4.558140e-10
3.097000e+02	1.366180e-09	4.558140e-10
3.162000e+02	1.311814e-09	4.558140e-10
3.226000e+02	4.609850e-10	4.558140e-10
3.291000e+02	2.434903e-10	4.558140e-10
3.355000e+02	-5.332400e-10	4.558140e-10
3.420000e+02	4.766564e-10	4.558140e-10
3.484000e+02	-2.242520e-10	4.558140e-10
3.549000e+02	2.345984e-10	4.558140e-10
