Sum of corrected signals for P950-AlO2 2
Time(s)	SumCorrected(Torr)	Std(Torr)
0.000000e+00	5.699920e-10	4.629139e-10
6.500000e+00	4.341650e-10	4.629139e-10
1.300000e+01	-3.583283e-10	4.629139e-10
1.940000e+01	-5.985581e-10	4.629139e-10
2.590000e+01	-3.785812e-11	4.629139e-10
3.230000e+01	-7.757907e-11	4.629139e-10
3.880000e+01	6.443537e-10	4.629139e-10
4.520000e+01	3.780547e-10	4.629139e-10
5.170000e+01	-7.030242e-10	4.629139e-10
5.810000e+01	3.483289e-09	4.629139e-10
6.460000e+01	8.174878e-09	4.629139e-10
7.100000e+01	1.016776e-08	4.629139e-10
7.750000e+01	1.009056e-08	4.629139e-10
8.390000e+01	1.004955e-08	4.629139e-10
9.040000e+01	1.022931e-08	4.629139e-10
9.680000e+01	9.428128e-09	4.629139e-10
1.033000e+02	9.690620e-09	4.629139e-10
1.097000e+02	9.154659e-09	4.629139e-10
1.162000e+02	9.065713e-09	4.629139e-10
1.226000e+02	8.564135e-09	4.629139e-10
1.291000e+02	7.945484e-09	4.629139e-10
1.355000e+02	8.120450e-09	4.629139e-10
1.420000e+02	8.842792e-09	4.629139e-10
1.484000e+02	8.866471e-09	4.629139e-10
1.549000e+02	8.418101e-09	4.629139e-10
1.613000e+02	7.931938e-09	4.629139e-10
1.678000e+02	8.678821e-09	4.629139e-10
1.742000e+02	8.739673e-09	4.629139e-10
1.807000e+02	7.261198e-09	4.629139e-10
1.871000e+02	8.257554e-09	4.629139e-10
1.936000e+02	7.264233e-09	4.629139e-10
2.000000e+02	7.655833e-09	4.629139e-10
2.065000e+02	6.461327e-09	4.629139e-10
2.129000e+02	6.373759e-09	4.629139e-10
2.194000e+02	6.010861e-09	4.629139e-10
2.258000e+02	7.353055e-09	4.629139e-10
2.323000e+02	6.308934e-09	4.629139e-10
2.387000e+02	7.646706e-09	4.629139e-10
2.452000e+02	5.304743e-09	4.629139e-10
2.516000e+02	7.071117e-09	4.629139e-10
2.581000e+02	6.813221e-09	4.629139e-10
2.646000e+02	5.972287e-09	4.629139e-10
2.710000e+02	6.604459e-09	4.629139e-10
2.775000e+02	6.219269e-09	4.629139e-10
2.839000e+02	4.562372e-09	4.629139e-10
2.904000e+02	5.715084e-09	4.629139e-10
2.968000e+02	5.077461e-09	4.629139e-10
3.033000e+02	2.108676e-09	4.629139e-10
3.097000e+02	1.034015e-09	4.629139e-10
3.162000e+02	8.773924e-10	4.629139e-10
3.226000e+02	6.205165e-10	4.629139e-10
3.291000e+02	-1.835454e-10	4.629139e-10
3.355000e+02	8.724597e-10	4.629139e-10
3.420000e+02	-2.819215e-10	4.629139e-10
3.484000e+02	-4.131879e-10	4.629139e-10
3.549000e+02	-3.148176e-10	4.629139e-10
