Ion signal for bare Si BNL 1, m/z=129
Time(s)	Corrected Signal(Torr)	Std(Torr)
0.000000e+00	-1.402943e-11	1.084654e-11
6.500000e+00	8.493586e-12	1.084654e-11
1.290000e+01	2.753594e-12	1.084654e-11
1.940000e+01	-1.286349e-11	1.084654e-11
2.580000e+01	7.021017e-12	1.084654e-11
3.230000e+01	-1.086757e-11	1.084654e-11
3.880000e+01	5.815846e-12	1.084654e-11
4.520000e+01	6.714854e-12	1.084654e-11
5.170000e+01	1.618627e-11	1.084654e-11
5.810000e+01	-2.070443e-11	1.084654e-11
6.460000e+01	1.658869e-11	1.084654e-11
7.100000e+01	3.453700e-12	1.084654e-11
7.750000e+01	-1.419959e-11	1.084654e-11
8.390000e+01	-1.040688e-11	1.084654e-11
9.040000e+01	6.582538e-12	1.084654e-11
9.680000e+01	-1.894675e-11	1.084654e-11
1.033000e+02	1.442896e-11	1.084654e-11
1.097000e+02	4.535969e-12	1.084654e-11
1.162000e+02	-1.746532e-11	1.084654e-11
1.226000e+02	5.725392e-12	1.084654e-11
1.291000e+02	9.841806e-12	1.084654e-11
1.355000e+02	4.507814e-12	1.084654e-11
1.420000e+02	-1.911907e-11	1.084654e-11
1.484000e+02	6.662373e-13	1.084654e-11
1.549000e+02	5.228652e-12	1.084654e-11
1.613000e+02	-1.823524e-11	1.084654e-11
1.678000e+02	-2.458500e-11	1.084654e-11
1.742000e+02	9.605083e-12	1.084654e-11
1.807000e+02	1.770250e-11	1.084654e-11
1.871000e+02	1.577551e-11	1.084654e-11
1.936000e+02	2.209204e-13	1.084654e-11
2.000000e+02	7.402929e-12	1.084654e-11
2.065000e+02	-1.674766e-11	1.084654e-11
2.130000e+02	9.599758e-12	1.084654e-11
2.194000e+02	-2.137963e-11	1.084654e-11
2.259000e+02	-1.315682e-11	1.084654e-11
2.323000e+02	1.556619e-11	1.084654e-11
2.388000e+02	6.611604e-12	1.084654e-11
2.452000e+02	-5.763882e-13	1.084654e-11
2.517000e+02	-5.849974e-12	1.084654e-11
2.581000e+02	-2.657965e-12	1.084654e-11
2.646000e+02	-6.955507e-13	1.084654e-11
2.710000e+02	-6.025542e-12	1.084654e-11
2.775000e+02	2.587213e-14	1.084654e-11
2.839000e+02	8.942880e-12	1.084654e-11
2.904000e+02	-2.118561e-11	1.084654e-11
2.968000e+02	-2.249160e-11	1.084654e-11
3.033000e+02	5.825718e-12	1.084654e-11
3.097000e+02	1.440873e-11	1.084654e-11
3.162000e+02	-4.128593e-13	1.084654e-11
3.226000e+02	1.195315e-11	1.084654e-11
3.291000e+02	-2.244554e-11	1.084654e-11
3.355000e+02	1.097457e-11	1.084654e-11
3.420000e+02	1.024999e-11	1.084654e-11
3.484000e+02	8.679946e-13	1.084654e-11
3.549000e+02	8.321409e-12	1.084654e-11
