# TEY data for sample P950-InO2 2
# time(s)	normalized_TEY
0.000000e+00	1.777335e-06
1.122110e-01	1.915049e-06
2.204420e-01	1.885375e-06
3.276960e-01	1.752227e-06
4.345050e-01	1.883093e-06
5.417510e-01	1.777335e-06
6.500820e-01	1.822986e-06
7.613050e-01	1.887658e-06
8.685380e-01	1.772009e-06
9.772900e-01	1.834398e-06
1.084521e+00	1.885375e-06
1.192756e+00	1.739293e-06
1.301017e+00	1.883093e-06
1.409245e+00	1.838964e-06
1.518491e+00	1.791791e-06
1.630700e+00	1.889179e-06
1.739179e+00	1.791030e-06
1.851799e+00	1.816899e-06
1.961100e+00	1.870158e-06
2.069701e+00	1.775813e-06
2.177719e+00	1.833637e-06
2.284717e+00	1.851137e-06
2.394423e+00	1.774292e-06
2.500888e+00	1.872441e-06
2.609245e+00	1.784943e-06
2.717106e+00	1.817660e-06
2.824802e+00	1.867876e-06
2.933232e+00	1.768205e-06
3.040759e+00	1.861028e-06
3.148986e+00	1.899832e-06
3.258089e+00	1.784943e-06
3.365616e+00	1.901353e-06
3.476207e+00	1.800160e-06
3.590256e+00	1.804726e-06
3.699275e+00	1.856464e-06
3.810365e+00	1.788748e-06
3.918427e+00	1.859507e-06
4.025970e+00	1.867876e-06
4.134450e+00	1.723314e-06
4.242218e+00	1.915049e-06
4.349485e+00	1.781139e-06
4.458811e+00	1.816139e-06
4.567745e+00	1.880049e-06
4.680112e+00	1.818420e-06
4.787775e+00	1.830594e-06
4.896372e+00	1.869398e-06
5.004572e+00	1.768205e-06
5.112645e+00	1.906679e-06
5.220569e+00	1.838203e-06
5.327806e+00	1.807769e-06
5.436718e+00	1.869398e-06
5.543260e+00	1.841246e-06
5.655660e+00	1.827551e-06
5.764594e+00	1.872441e-06
5.871707e+00	1.798639e-06
5.979004e+00	1.826790e-06
6.089940e+00	1.832877e-06
6.199297e+00	1.756031e-06
6.307553e+00	1.899070e-06
6.415606e+00	1.822986e-06
6.524880e+00	1.810812e-06
6.633928e+00	1.883093e-06
6.745753e+00	1.825268e-06
6.853184e+00	1.845050e-06
6.960626e+00	1.840485e-06
7.069571e+00	1.781139e-06
7.178401e+00	1.883093e-06
7.287265e+00	1.845050e-06
7.393594e+00	1.822224e-06
7.501827e+00	1.870919e-06
7.611227e+00	1.792552e-06
7.721097e+00	1.819181e-06
7.829280e+00	1.882332e-06
7.935727e+00	1.779618e-06
8.045725e+00	1.870158e-06
8.154595e+00	1.839724e-06
8.262610e+00	1.824507e-06
8.373981e+00	1.868636e-06
8.482537e+00	1.803965e-06
8.591952e+00	1.819943e-06
8.700317e+00	1.908200e-06
8.810448e+00	1.729401e-06
8.918543e+00	1.856464e-06
9.025893e+00	1.845811e-06
9.133924e+00	1.781900e-06
9.241558e+00	1.867876e-06
9.352208e+00	1.875485e-06
9.460013e+00	1.791030e-06
9.580370e+00	1.886136e-06
9.687128e+00	1.793313e-06
9.794617e+00	1.877766e-06
9.901903e+00	1.838964e-06
1.001386e+01	1.799399e-06
1.012120e+01	1.848854e-06
1.022957e+01	1.827551e-06
1.033883e+01	1.778856e-06
1.044744e+01	1.911244e-06
1.055472e+01	1.812334e-06
1.066209e+01	1.840485e-06
1.076989e+01	1.876245e-06
1.087688e+01	1.816139e-06
1.098492e+01	1.869398e-06
1.109428e+01	1.856464e-06
1.120250e+01	1.812334e-06
1.131012e+01	1.849615e-06
1.141780e+01	1.819943e-06
1.152564e+01	1.847333e-06
1.163228e+01	1.859507e-06
1.173953e+01	1.797878e-06
1.185040e+01	1.826029e-06
1.195974e+01	1.825268e-06
1.206612e+01	1.814616e-06
1.217443e+01	1.854181e-06
1.228158e+01	1.826790e-06
1.239144e+01	1.803203e-06
1.249959e+01	1.851137e-06
1.260611e+01	1.819943e-06
1.271490e+01	1.851898e-06
1.282217e+01	1.823747e-06
1.293093e+01	1.811573e-06
1.303820e+01	1.845050e-06
1.314574e+01	1.845811e-06
1.325595e+01	1.775813e-06
1.336499e+01	1.892223e-06
1.347140e+01	1.808530e-06
1.358155e+01	1.846572e-06
1.369107e+01	1.877006e-06
1.379842e+01	1.825268e-06
1.390751e+01	1.827551e-06
1.401573e+01	1.882332e-06
1.412261e+01	1.817660e-06
1.423579e+01	1.892983e-06
1.434473e+01	1.851898e-06
1.445306e+01	1.836681e-06
1.456201e+01	1.851137e-06
1.467061e+01	1.830594e-06
1.477790e+01	1.823747e-06
1.488570e+01	1.870919e-06
1.499275e+01	1.810812e-06
1.510048e+01	1.883093e-06
1.520926e+01	1.861789e-06
1.531826e+01	1.797117e-06
1.542727e+01	1.833637e-06
1.553855e+01	1.824507e-06
1.564712e+01	1.832116e-06
1.575577e+01	1.877766e-06
1.586509e+01	1.787986e-06
1.597438e+01	1.865594e-06
1.608277e+01	1.832877e-06
1.619175e+01	1.779618e-06
1.630147e+01	1.849615e-06
1.640930e+01	1.804726e-06
1.651826e+01	1.822986e-06
1.662730e+01	1.854181e-06
1.673514e+01	1.795595e-06
1.684368e+01	1.860268e-06
1.694995e+01	1.858745e-06
1.705925e+01	1.812334e-06
1.716684e+01	1.846572e-06
1.727333e+01	1.870919e-06
1.738057e+01	1.800160e-06
1.748747e+01	1.864072e-06
1.759686e+01	1.825268e-06
1.770455e+01	1.816139e-06
1.781280e+01	1.840485e-06
1.792265e+01	1.825268e-06
1.803227e+01	1.860268e-06
1.814066e+01	1.885375e-06
1.824811e+01	1.841246e-06
1.835733e+01	1.864832e-06
1.846457e+01	1.845050e-06
1.857195e+01	1.837441e-06
1.867856e+01	1.822986e-06
1.878849e+01	1.811573e-06
1.889863e+01	1.840485e-06
1.900775e+01	1.827551e-06
1.911505e+01	1.840485e-06
1.922192e+01	1.855702e-06
1.933019e+01	1.851898e-06
1.943894e+01	1.833637e-06
1.954679e+01	1.867876e-06
1.965433e+01	1.819181e-06
1.976186e+01	1.835920e-06
1.986948e+01	1.875485e-06
1.997794e+01	1.842007e-06
2.008666e+01	1.876245e-06
2.019403e+01	1.854941e-06
2.030179e+01	1.819943e-06
2.041180e+01	1.852658e-06
2.051805e+01	1.828311e-06
2.062603e+01	1.826029e-06
2.073522e+01	1.845811e-06
2.084212e+01	1.778096e-06
2.095134e+01	1.840485e-06
2.105948e+01	1.843528e-06
2.116703e+01	1.826790e-06
2.127351e+01	1.836681e-06
2.138194e+01	1.864072e-06
