Averaged ion signal for P950-AlO2, m/z=146
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-8.444930e-12	1.462613e-11
6.400000e+00	-7.898842e-13	1.305689e-12
1.290000e+01	-6.339304e-12	1.359154e-11
1.930000e+01	9.821785e-13	4.112170e-12
2.580000e+01	9.073009e-12	1.002656e-11
3.220000e+01	9.643741e-12	1.356529e-12
3.870000e+01	-1.245193e-11	9.674235e-13
4.510000e+01	6.403304e-12	2.484888e-12
5.160000e+01	-8.402716e-12	1.147813e-11
5.800000e+01	5.020367e-12	8.114747e-12
6.450000e+01	-7.682303e-12	5.189642e-12
7.090000e+01	6.695430e-12	1.996393e-12
7.740000e+01	-3.362390e-12	1.633065e-11
8.380000e+01	8.250492e-12	5.022466e-12
9.030000e+01	-6.338028e-12	1.195721e-11
9.680000e+01	-1.636946e-11	5.414360e-12
1.032000e+02	1.214352e-13	1.572823e-11
1.097000e+02	-7.301098e-12	8.977900e-12
1.161000e+02	-3.722552e-12	6.506578e-12
1.226000e+02	7.635515e-12	3.391791e-12
1.290000e+02	-6.569892e-13	2.594937e-12
1.355000e+02	-7.633422e-12	9.736932e-12
1.419000e+02	-8.631626e-12	1.303790e-11
1.484000e+02	-4.608360e-12	3.545073e-12
1.548000e+02	6.571363e-13	4.486655e-12
1.613000e+02	1.538970e-11	2.571786e-12
1.677000e+02	-1.282230e-11	4.449014e-12
1.742000e+02	-7.870434e-12	9.598845e-12
1.806000e+02	-7.174038e-12	1.084693e-11
1.871000e+02	-1.630362e-11	5.245954e-12
1.935000e+02	-1.012513e-11	1.251822e-11
2.000000e+02	-2.390659e-12	1.656819e-11
2.064000e+02	1.102639e-11	2.635909e-12
2.129000e+02	-4.507546e-12	7.224278e-12
2.193000e+02	-4.137350e-12	1.091475e-11
2.258000e+02	-7.468933e-12	5.727031e-12
2.322000e+02	-5.171371e-13	1.906184e-11
2.387000e+02	-2.778920e-12	5.075940e-12
2.451000e+02	-7.782974e-12	1.098288e-11
2.516000e+02	-9.201908e-12	6.940849e-12
2.580000e+02	2.731638e-12	9.404728e-13
2.645000e+02	-3.762531e-12	1.251592e-11
2.709000e+02	9.591201e-12	4.059114e-12
2.774000e+02	6.064531e-12	7.886220e-12
2.838000e+02	-4.783886e-12	8.164895e-12
2.903000e+02	-1.375746e-11	1.113106e-13
2.967000e+02	1.701083e-11	4.969896e-12
3.032000e+02	-8.026693e-12	1.117385e-11
3.096000e+02	-7.115360e-12	6.945213e-12
3.161000e+02	-2.189980e-12	1.889134e-11
3.226000e+02	-2.856614e-12	8.825388e-12
3.290000e+02	-5.957468e-12	1.511403e-11
3.355000e+02	9.970349e-12	5.694653e-12
3.419000e+02	-9.268605e-12	8.576526e-12
3.484000e+02	5.137912e-12	1.066671e-11
3.548000e+02	1.179041e-11	4.963565e-12
