Averaged ion signal for P950-InO4, m/z=75
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	4.350371e-12	6.331743e-12
6.500000e+00	4.411065e-12	1.009819e-11
1.290000e+01	-9.051258e-13	2.447210e-12
1.940000e+01	-1.696932e-12	6.830354e-12
2.580000e+01	-3.546222e-13	7.066837e-12
3.230000e+01	-1.315830e-12	1.707803e-12
3.870000e+01	-6.751187e-13	2.409116e-12
4.520000e+01	1.100174e-12	4.052350e-12
5.170000e+01	-1.877132e-12	4.710414e-12
5.810000e+01	5.521677e-12	3.068397e-12
6.460000e+01	-2.364129e-12	7.824039e-12
7.100000e+01	4.521809e-13	5.526556e-12
7.750000e+01	1.529375e-12	5.820078e-13
8.390000e+01	9.057684e-12	1.945094e-13
9.040000e+01	-4.429122e-12	7.690945e-12
9.680000e+01	1.107719e-11	3.249538e-12
1.033000e+02	5.702382e-12	3.203102e-12
1.097000e+02	-1.275731e-11	3.243585e-12
1.162000e+02	-9.025115e-12	1.059085e-11
1.226000e+02	5.001195e-12	1.415368e-12
1.291000e+02	3.768389e-12	9.291958e-13
1.355000e+02	-1.495480e-11	2.228821e-12
1.420000e+02	-2.216076e-13	8.164257e-12
1.484000e+02	-4.102979e-13	6.840774e-12
1.549000e+02	-5.808604e-12	1.151929e-11
1.613000e+02	3.449706e-12	7.097227e-12
1.678000e+02	5.828899e-12	7.378337e-12
1.742000e+02	1.017771e-11	5.073680e-12
1.807000e+02	5.534903e-12	4.414116e-12
1.871000e+02	1.831713e-12	7.591867e-12
1.936000e+02	1.021406e-12	1.093493e-11
2.000000e+02	-5.197784e-12	2.150865e-13
2.065000e+02	4.562410e-12	8.409522e-12
2.129000e+02	3.855720e-12	1.540961e-12
2.194000e+02	9.524914e-12	3.924753e-13
2.259000e+02	1.623706e-12	9.150974e-14
2.323000e+02	3.707917e-12	4.136072e-12
2.388000e+02	1.116210e-12	4.254463e-12
2.452000e+02	-4.100579e-12	3.515881e-12
2.517000e+02	-2.219287e-12	2.369416e-12
2.581000e+02	6.284242e-13	1.373343e-13
2.646000e+02	5.712167e-13	3.472631e-12
2.710000e+02	1.107593e-11	5.587127e-13
2.775000e+02	3.088220e-12	4.337822e-12
2.839000e+02	4.531931e-12	5.374740e-12
2.904000e+02	6.230224e-12	8.882748e-13
2.968000e+02	2.229533e-12	2.520792e-12
3.033000e+02	9.117227e-12	1.113728e-12
3.097000e+02	1.795537e-12	1.213755e-12
3.162000e+02	-1.376269e-12	3.384319e-12
3.226000e+02	9.978541e-12	2.337698e-12
3.291000e+02	8.131734e-12	1.963866e-12
3.355000e+02	-2.777456e-12	4.777151e-12
3.420000e+02	-4.443762e-12	3.560087e-12
3.484000e+02	-3.739524e-13	5.722896e-12
3.549000e+02	-4.658259e-12	2.844960e-12
