Averaged ion signal for P950-Hf15x1, m/z=120
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	7.414348e-12	4.809734e-12
6.500000e+00	-1.019338e-11	1.035090e-11
1.290000e+01	9.183278e-13	1.435630e-12
1.940000e+01	7.671652e-12	4.429784e-12
2.580000e+01	9.158308e-12	2.468005e-12
3.230000e+01	3.445201e-12	2.151988e-12
3.880000e+01	-1.091447e-11	3.105402e-12
4.520000e+01	-4.120820e-12	3.472377e-12
5.170000e+01	-6.887445e-12	1.692091e-11
5.810000e+01	1.592660e-12	1.481242e-12
6.460000e+01	1.760985e-12	1.959827e-12
7.100000e+01	-4.133810e-12	1.246184e-11
7.750000e+01	-1.116744e-11	1.176159e-11
8.390000e+01	-8.171380e-12	9.630971e-12
9.040000e+01	5.908444e-12	5.023057e-12
9.680000e+01	3.711599e-12	7.303336e-12
1.033000e+02	-8.245759e-13	1.546542e-11
1.097000e+02	1.724579e-12	1.234701e-12
1.162000e+02	-4.792496e-12	1.599911e-11
1.226000e+02	-2.558441e-12	1.317407e-11
1.291000e+02	-9.319966e-12	8.365199e-12
1.355000e+02	-4.894361e-12	1.312447e-11
1.420000e+02	7.021863e-12	3.386016e-12
1.484000e+02	-1.564981e-12	4.817047e-13
1.549000e+02	1.662584e-11	1.143807e-13
1.613000e+02	-1.481002e-12	5.382660e-12
1.678000e+02	4.181323e-12	7.817546e-13
1.742000e+02	-1.107512e-11	6.865075e-12
1.807000e+02	-1.413197e-12	1.938110e-12
1.871000e+02	9.282458e-12	1.614110e-12
1.936000e+02	7.628351e-12	9.089067e-13
2.000000e+02	-8.649062e-12	6.838246e-12
2.065000e+02	1.544983e-11	3.526771e-12
2.130000e+02	-9.588446e-13	5.466431e-13
2.194000e+02	5.031051e-14	1.316364e-12
2.259000e+02	1.566135e-12	1.877217e-13
2.323000e+02	-8.088810e-12	1.701810e-11
2.388000e+02	6.523115e-12	1.111509e-11
2.452000e+02	-8.603830e-12	9.701466e-12
2.517000e+02	9.806095e-12	2.390451e-12
2.581000e+02	9.502499e-13	1.304227e-11
2.646000e+02	-2.059048e-11	4.797366e-12
2.710000e+02	4.822230e-12	2.772905e-12
2.775000e+02	1.056705e-11	4.788192e-13
2.839000e+02	6.419209e-12	7.368460e-12
2.904000e+02	-3.969659e-13	8.275455e-13
2.968000e+02	5.997689e-12	6.389325e-12
3.033000e+02	4.798514e-12	9.336410e-12
3.097000e+02	-7.433096e-14	6.531031e-14
3.162000e+02	4.028494e-12	1.723775e-12
3.226000e+02	-2.193512e-13	1.157095e-11
3.291000e+02	7.302473e-12	5.228860e-12
3.355000e+02	-6.536871e-12	7.530081e-12
3.420000e+02	-1.041885e-11	1.115880e-11
3.484000e+02	9.567608e-12	1.968784e-12
3.549000e+02	-7.377617e-12	1.273318e-11
