# TEY data for sample P950-Hf15x1 2
# time(s)	normalized_TEY
0.000000e+00	1.815404e-06
1.132270e-01	1.834362e-06
2.214510e-01	1.835120e-06
3.286990e-01	1.827537e-06
4.379180e-01	1.871519e-06
5.461530e-01	1.858628e-06
6.543890e-01	1.846495e-06
7.606430e-01	1.860903e-06
8.684740e-01	1.851804e-06
9.767340e-01	1.880620e-06
1.087970e+00	1.878345e-06
1.198191e+00	1.853320e-06
1.307444e+00	1.849529e-06
1.415709e+00	1.867728e-06
1.523739e+00	1.847253e-06
1.633880e+00	1.871519e-06
1.741526e+00	1.857871e-06
1.850011e+00	1.870762e-06
1.957127e+00	1.857112e-06
2.065799e+00	1.910953e-06
2.174029e+00	1.864695e-06
2.283111e+00	1.835879e-06
2.394377e+00	1.840429e-06
2.503454e+00	1.857871e-06
2.613374e+00	1.854079e-06
2.723347e+00	1.841945e-06
2.831960e+00	1.819954e-06
2.941200e+00	1.851804e-06
3.050221e+00	1.851045e-06
3.158787e+00	1.836637e-06
3.265579e+00	1.862420e-06
3.373489e+00	1.839670e-06
3.483844e+00	1.836637e-06
3.592014e+00	1.853320e-06
3.698996e+00	1.838154e-06
3.809747e+00	1.848012e-06
3.919799e+00	1.864695e-06
4.028097e+00	1.837395e-06
4.138704e+00	1.823745e-06
4.246653e+00	1.860903e-06
4.354974e+00	1.828296e-06
4.463159e+00	1.860903e-06
4.570648e+00	1.817680e-06
4.678516e+00	1.851804e-06
4.786059e+00	1.873037e-06
4.894165e+00	1.848770e-06
5.004014e+00	1.822988e-06
5.113441e+00	1.864695e-06
5.221877e+00	1.832087e-06
5.330693e+00	1.882136e-06
5.438208e+00	1.855595e-06
5.547826e+00	1.855595e-06
5.655052e+00	1.852561e-06
5.763813e+00	1.862420e-06
5.871424e+00	1.893511e-06
5.980631e+00	1.848770e-06
6.089505e+00	1.870003e-06
6.197696e+00	1.858628e-06
6.304952e+00	1.870003e-06
6.414084e+00	1.859387e-06
6.523635e+00	1.885928e-06
6.630520e+00	1.832846e-06
6.739149e+00	1.854079e-06
6.849811e+00	1.875311e-06
6.957479e+00	1.857871e-06
7.066153e+00	1.850287e-06
7.174300e+00	1.834362e-06
