Averaged ion signal for P950-AlO2, m/z=153
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-4.368050e-13	3.520253e-12
6.400000e+00	8.216891e-13	1.808998e-12
1.290000e+01	3.339767e-12	5.870840e-12
1.930000e+01	-7.995441e-12	9.422796e-12
2.580000e+01	8.233637e-12	1.609634e-12
3.220000e+01	1.605429e-12	5.541030e-14
3.870000e+01	-6.575943e-12	1.511802e-11
4.510000e+01	-2.150900e-11	3.517916e-12
5.160000e+01	-7.409122e-12	8.284722e-12
5.800000e+01	-1.403708e-11	9.342428e-12
6.450000e+01	-1.319410e-11	1.104837e-11
7.090000e+01	-9.351960e-12	7.951972e-12
7.740000e+01	-7.023732e-12	1.561166e-11
8.380000e+01	5.381410e-12	6.480266e-12
9.030000e+01	3.659882e-13	2.043958e-13
9.680000e+01	1.169364e-12	1.604144e-12
1.032000e+02	-8.824192e-12	9.367652e-12
1.097000e+02	-1.877872e-11	1.762888e-12
1.161000e+02	1.052673e-11	1.685808e-12
1.226000e+02	-1.231900e-11	7.822832e-12
1.290000e+02	1.517599e-12	5.810014e-12
1.355000e+02	-1.719528e-11	6.174724e-12
1.419000e+02	-7.643331e-12	9.472581e-12
1.484000e+02	-3.251655e-12	2.064179e-12
1.548000e+02	-2.318526e-11	3.380325e-12
1.613000e+02	-4.164285e-12	9.249115e-12
1.677000e+02	-9.951291e-12	8.711869e-12
1.742000e+02	-4.364765e-12	1.773844e-11
1.806000e+02	8.898579e-12	8.839337e-12
1.871000e+02	-1.521894e-11	7.823697e-12
1.935000e+02	7.168450e-12	4.188457e-12
2.000000e+02	2.729326e-12	1.246250e-11
2.064000e+02	5.706320e-12	5.284749e-12
2.129000e+02	1.017820e-11	3.890709e-12
2.193000e+02	-1.864476e-11	3.861705e-12
2.258000e+02	1.045607e-11	4.746085e-12
2.322000e+02	-8.619590e-12	1.675781e-11
2.387000e+02	-1.081264e-12	2.268732e-11
2.451000e+02	-1.315007e-11	4.080367e-12
2.516000e+02	5.715307e-12	7.777827e-12
2.580000e+02	-2.578199e-12	1.199427e-12
2.645000e+02	-8.425321e-12	5.628466e-12
2.709000e+02	2.534671e-12	1.582678e-11
2.774000e+02	1.074925e-11	1.045744e-11
2.838000e+02	3.043041e-12	9.706516e-12
2.903000e+02	2.259619e-12	4.634146e-12
2.967000e+02	3.914411e-12	3.783810e-12
3.032000e+02	9.062989e-12	1.013185e-11
3.096000e+02	1.402928e-11	7.006038e-13
3.161000e+02	1.060836e-11	6.722558e-12
3.226000e+02	-1.408406e-11	8.638818e-12
3.290000e+02	9.731729e-12	1.667226e-11
3.355000e+02	-3.316894e-12	1.892276e-12
3.419000e+02	-6.568200e-12	4.083330e-12
3.484000e+02	7.242258e-13	1.077582e-11
3.548000e+02	1.030947e-11	8.426758e-13
