Averaged ion signal for P950-InO4, m/z=43
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	1.487981e-11	3.712596e-12
6.500000e+00	-2.042789e-12	5.759655e-12
1.290000e+01	6.865000e-14	1.623060e-12
1.940000e+01	5.086055e-12	7.239882e-12
2.580000e+01	3.467494e-12	7.647588e-14
3.230000e+01	-3.994911e-12	6.349227e-12
3.870000e+01	-3.248663e-12	6.218988e-12
4.520000e+01	-8.596067e-12	4.351237e-12
5.170000e+01	1.826337e-12	1.438330e-11
5.810000e+01	3.078778e-11	5.486701e-12
6.460000e+01	4.567018e-11	1.182876e-11
7.100000e+01	6.614162e-11	1.939784e-11
7.750000e+01	6.145902e-11	2.959223e-12
8.390000e+01	5.313046e-11	9.982629e-12
9.040000e+01	4.324287e-11	1.325313e-12
9.680000e+01	5.367431e-11	1.404191e-11
1.033000e+02	4.272671e-11	4.569849e-12
1.097000e+02	6.225315e-11	1.396144e-11
1.162000e+02	3.202556e-11	8.179385e-12
1.226000e+02	3.092199e-11	5.029020e-12
1.291000e+02	4.785940e-11	3.476078e-12
1.355000e+02	5.092584e-11	1.248552e-11
1.420000e+02	5.741324e-11	2.071542e-12
1.484000e+02	4.008968e-11	1.561005e-11
1.549000e+02	5.737709e-11	1.928299e-11
1.613000e+02	3.074353e-11	1.764459e-11
1.678000e+02	5.123093e-11	1.173753e-11
1.742000e+02	4.954737e-11	4.250876e-12
1.807000e+02	4.129477e-11	1.105207e-11
1.871000e+02	4.327121e-11	3.963396e-13
1.936000e+02	5.572862e-11	2.066602e-12
2.000000e+02	3.108006e-11	4.533197e-12
2.065000e+02	5.021746e-11	1.129614e-11
2.129000e+02	5.342890e-11	7.387267e-12
2.194000e+02	4.071630e-11	1.035433e-11
2.259000e+02	2.762890e-11	9.643425e-12
2.323000e+02	4.362015e-11	2.239789e-12
2.388000e+02	3.653774e-11	7.829615e-13
2.452000e+02	4.875399e-11	1.752532e-13
2.517000e+02	3.021659e-11	1.394250e-11
2.581000e+02	3.585284e-11	7.644283e-12
2.646000e+02	4.265543e-11	1.513203e-11
2.710000e+02	4.747668e-11	1.541181e-12
2.775000e+02	2.810928e-11	9.034301e-13
2.839000e+02	4.953552e-11	9.478355e-12
2.904000e+02	3.286812e-11	1.472389e-11
2.968000e+02	4.026456e-11	8.857700e-12
3.033000e+02	1.976196e-11	1.023936e-11
3.097000e+02	7.648402e-12	6.322364e-13
3.162000e+02	-4.179194e-12	1.712982e-11
3.226000e+02	5.387245e-12	1.495177e-11
3.291000e+02	3.844650e-12	9.354714e-12
3.355000e+02	2.726089e-12	1.261869e-11
3.420000e+02	6.708493e-12	1.329251e-12
3.484000e+02	-1.261507e-11	1.870845e-12
3.549000e+02	-3.457663e-12	1.719379e-11
