Averaged TEY data for P950-AlO2
Time(s)	MeanTEY	Std
0.000000e+00	1.890130e-06	1.759170e-09
1.062380e-01	1.895605e-06	2.335515e-08
2.135250e-01	1.888615e-06	8.688384e-09
3.207640e-01	1.875535e-06	1.403300e-08
4.279980e-01	1.854728e-06	1.318324e-08
5.342350e-01	1.883623e-06	1.290768e-08
6.414690e-01	1.866298e-06	1.630989e-08
7.487210e-01	1.912098e-06	3.769247e-09
8.559510e-01	1.897096e-06	1.026191e-08
9.621840e-01	1.870915e-06	1.478593e-08
1.070414e+00	1.885196e-06	2.139001e-08
1.176816e+00	1.880194e-06	2.329683e-08
1.283804e+00	1.882360e-06	1.522180e-08
1.390610e+00	1.883610e-06	9.825369e-09
1.499627e+00	1.868607e-06	1.554761e-08
1.608834e+00	1.872445e-06	1.170945e-08
1.716530e+00	1.898208e-06	1.677434e-09
1.824568e+00	1.905111e-06	1.012709e-08
1.933063e+00	1.875283e-06	4.909110e-08
2.041958e+00	1.890139e-06	4.071052e-09
2.150489e+00	1.880575e-06	2.214294e-08
2.257578e+00	1.887862e-06	1.330863e-08
2.365847e+00	1.889813e-06	1.986606e-08
2.472852e+00	1.866286e-06	1.322698e-08
2.581811e+00	1.864388e-06	2.054025e-08
2.691174e+00	1.885542e-06	1.098860e-08
2.798903e+00	1.853547e-06	6.629328e-09
2.905876e+00	1.879720e-06	2.065689e-10
3.015042e+00	1.875519e-06	9.409835e-09
3.122821e+00	1.892040e-06	2.471195e-09
3.231575e+00	1.882046e-06	3.654918e-09
3.340463e+00	1.873166e-06	1.387297e-09
3.448244e+00	1.876647e-06	2.093650e-09
3.554987e+00	1.851221e-06	2.768441e-09
3.663206e+00	1.873948e-06	1.697929e-09
3.771135e+00	1.871677e-06	1.247697e-08
3.880388e+00	1.899069e-06	2.221234e-08
3.988085e+00	1.877426e-06	4.407849e-09
4.096856e+00	1.872901e-06	3.058968e-08
4.204152e+00	1.875277e-06	4.755024e-08
4.313587e+00	1.895169e-06	9.869111e-09
4.422048e+00	1.868205e-06	1.130790e-08
4.528695e+00	1.875867e-06	2.211498e-10
4.637264e+00	1.860130e-06	1.551553e-08
4.745383e+00	1.851248e-06	9.702890e-09
4.853409e+00	1.872761e-06	6.396836e-09
4.961131e+00	1.875132e-06	9.022863e-09
5.068084e+00	1.895983e-06	2.143024e-08
5.178269e+00	1.864728e-06	8.598580e-09
5.287268e+00	1.873614e-06	1.518165e-08
5.394531e+00	1.856641e-06	9.723303e-09
5.503504e+00	1.893651e-06	1.602790e-08
5.611844e+00	1.890548e-06	1.062204e-08
5.719400e+00	1.874056e-06	3.020855e-08
5.827601e+00	1.870456e-06	4.864130e-09
5.935358e+00	1.886661e-06	1.361131e-09
6.043671e+00	1.884800e-06	1.869116e-08
6.151453e+00	1.882826e-06	5.969718e-09
6.258577e+00	1.877112e-06	2.328576e-08
6.366891e+00	1.885518e-06	4.823983e-09
6.475245e+00	1.881720e-06	1.944992e-08
6.582794e+00	1.856374e-06	4.092926e-08
6.691199e+00	1.868877e-06	1.488732e-08
6.800603e+00	1.883312e-06	3.255542e-08
6.908806e+00	1.881671e-06	6.350854e-09
7.016898e+00	1.890237e-06	3.026978e-08
7.125903e+00	1.891685e-06	5.617739e-09
7.233292e+00	1.872849e-06	1.671959e-08
7.340695e+00	1.870892e-06	8.621311e-09
7.449498e+00	1.902523e-06	1.875823e-08
7.557209e+00	1.867051e-06	1.168904e-08
7.664202e+00	1.863544e-06	1.273646e-09
7.771881e+00	1.862102e-06	2.746655e-08
7.880030e+00	1.894445e-06	2.219484e-08
7.988019e+00	1.872477e-06	2.018595e-08
8.096943e+00	1.874364e-06	9.790376e-09
8.204279e+00	1.888295e-06	2.602484e-08
8.312227e+00	1.879380e-06	1.173630e-08
8.421235e+00	1.912609e-06	3.728940e-08
8.528412e+00	1.885184e-06	1.830711e-08
8.635612e+00	1.864001e-06	2.015328e-08
8.742904e+00	1.879456e-06	3.176982e-08
8.849136e+00	1.887563e-06	3.603869e-08
8.957689e+00	1.882875e-06	1.906938e-08
9.064863e+00	1.838602e-06	2.776252e-08
9.172815e+00	1.862780e-06	2.812183e-09
9.281151e+00	1.858880e-06	9.531636e-09
9.389832e+00	1.905148e-06	1.103343e-10
