Averaged ion signal for P950-AlO4, m/z=152
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-1.797065e-11	9.462411e-12
6.500000e+00	-7.202201e-12	7.843856e-12
1.290000e+01	6.778208e-13	7.926590e-12
1.940000e+01	-6.962633e-12	1.236768e-13
2.580000e+01	6.793339e-12	1.772811e-13
3.230000e+01	-7.592765e-12	4.962198e-12
3.880000e+01	1.526731e-11	5.385304e-12
4.520000e+01	-5.300297e-12	1.951828e-11
5.170000e+01	-1.735277e-11	6.223633e-12
5.810000e+01	7.969922e-12	8.603710e-12
6.460000e+01	-2.003651e-12	1.864156e-11
7.100000e+01	-2.190060e-12	7.742662e-12
7.750000e+01	3.623867e-12	7.126690e-12
8.390000e+01	-8.830422e-13	1.703997e-11
9.040000e+01	2.326886e-12	6.776681e-12
9.680000e+01	8.255976e-12	5.188596e-12
1.033000e+02	-1.114246e-11	1.698031e-11
1.097000e+02	6.658494e-12	8.758725e-12
1.162000e+02	7.779922e-12	9.554235e-13
1.226000e+02	-3.930188e-12	1.033435e-11
1.291000e+02	-1.050956e-11	2.942705e-12
1.355000e+02	9.141030e-12	1.030518e-12
1.420000e+02	3.738458e-12	2.539334e-12
1.484000e+02	-6.928402e-12	1.396756e-11
1.549000e+02	-5.820724e-12	1.028924e-11
1.613000e+02	-3.515933e-12	5.948260e-12
1.678000e+02	-4.304506e-12	4.774408e-12
1.742000e+02	-1.729918e-11	1.413374e-13
1.807000e+02	1.239501e-11	4.129720e-12
1.871000e+02	-6.370566e-12	1.767467e-11
1.936000e+02	-3.708769e-12	1.282345e-11
2.000000e+02	6.571502e-12	5.058245e-12
2.065000e+02	-2.685781e-12	2.370081e-11
2.129000e+02	-3.776580e-12	1.250023e-11
2.194000e+02	1.004067e-12	1.085139e-11
2.258000e+02	-5.521961e-12	9.050026e-13
2.323000e+02	-9.249150e-13	1.383124e-11
2.387000e+02	-1.960529e-11	2.832981e-12
2.452000e+02	-8.778747e-12	1.355471e-11
2.516000e+02	1.176457e-11	1.217760e-12
2.581000e+02	-1.062343e-11	1.317404e-11
2.646000e+02	1.381755e-11	4.286345e-12
2.710000e+02	1.536639e-12	2.300622e-12
2.775000e+02	1.226857e-11	9.969738e-13
2.839000e+02	-1.140343e-12	1.106251e-12
2.904000e+02	-4.410215e-12	1.561340e-11
2.968000e+02	-4.988824e-12	9.969380e-12
3.033000e+02	-5.951597e-12	1.001597e-11
3.097000e+02	-1.625156e-12	1.679636e-11
3.162000e+02	-7.241879e-12	6.499360e-12
3.226000e+02	-2.119204e-11	1.405287e-12
3.291000e+02	-3.722860e-12	3.837011e-12
3.355000e+02	1.127730e-12	3.109766e-12
3.420000e+02	1.012516e-11	8.677618e-12
3.484000e+02	-8.510902e-12	8.155255e-12
3.549000e+02	4.633176e-12	1.533247e-12
