Averaged ion signal for P950-Hf10x4, m/z=42
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	1.066832e-11	1.976342e-12
6.500000e+00	9.674070e-13	4.418148e-12
1.290000e+01	-2.073802e-12	4.899310e-12
1.940000e+01	5.895282e-12	1.288849e-13
2.580000e+01	-4.340928e-12	3.227277e-12
3.230000e+01	-3.331844e-12	5.320917e-12
3.870000e+01	2.531947e-12	8.154755e-12
4.520000e+01	4.011031e-12	3.707050e-12
5.160000e+01	1.481482e-11	2.906788e-12
5.810000e+01	2.034391e-11	8.624982e-12
6.450000e+01	2.076270e-11	4.382021e-14
7.100000e+01	3.065178e-11	3.842015e-12
7.740000e+01	3.602057e-11	1.991473e-13
8.390000e+01	2.246465e-11	8.574047e-12
9.030000e+01	3.854391e-11	2.702417e-12
9.680000e+01	2.515753e-11	3.613920e-12
1.032000e+02	3.365679e-11	1.954449e-12
1.097000e+02	2.656040e-11	7.421888e-12
1.161000e+02	3.035966e-11	1.846482e-12
1.226000e+02	4.534828e-11	4.804855e-12
1.291000e+02	3.833236e-11	6.131660e-12
1.355000e+02	3.088615e-11	7.837823e-12
1.420000e+02	3.399024e-11	3.895372e-12
1.484000e+02	4.006903e-11	8.804210e-12
1.549000e+02	3.297311e-11	5.892595e-12
1.613000e+02	2.535190e-11	7.023758e-12
1.678000e+02	3.754099e-11	1.755556e-11
1.742000e+02	3.207978e-11	3.513275e-12
1.807000e+02	3.335886e-11	3.648530e-12
1.871000e+02	3.158265e-11	1.845307e-12
1.936000e+02	3.690174e-11	2.853502e-12
2.000000e+02	2.067053e-11	1.837660e-12
2.065000e+02	3.258961e-11	1.329465e-12
2.129000e+02	3.939840e-11	5.859372e-12
2.194000e+02	2.815248e-11	5.162567e-12
2.258000e+02	2.736627e-11	5.359509e-14
2.323000e+02	2.598036e-11	8.900400e-12
2.387000e+02	2.832415e-11	5.556563e-12
2.452000e+02	3.166323e-11	1.508837e-11
2.516000e+02	1.759202e-11	2.460470e-12
2.581000e+02	3.242111e-11	8.986646e-13
2.645000e+02	3.103990e-11	8.517502e-12
2.710000e+02	2.214398e-11	2.659303e-12
2.774000e+02	2.089277e-11	4.480465e-12
2.839000e+02	2.944186e-11	3.882270e-12
2.903000e+02	2.240612e-11	9.578901e-12
2.968000e+02	2.982973e-11	8.834762e-12
3.032000e+02	1.579399e-11	2.618685e-13
3.097000e+02	6.577606e-12	4.561795e-12
3.161000e+02	3.376865e-12	3.289836e-12
3.226000e+02	6.425481e-12	6.741173e-12
3.290000e+02	1.574740e-12	5.712803e-12
3.355000e+02	5.648355e-12	5.140860e-12
3.419000e+02	-1.252386e-12	1.590771e-12
3.484000e+02	-5.618770e-12	1.102892e-12
3.548000e+02	7.865489e-12	6.013738e-12
