Averaged ion signal for bare Si BNL, m/z=46
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-2.915512e-12	2.644082e-12
6.500000e+00	-2.599828e-12	7.664328e-13
1.290000e+01	-9.540116e-14	2.533817e-12
1.940000e+01	-2.001218e-12	8.168742e-15
2.580000e+01	7.609709e-12	4.445285e-12
3.230000e+01	1.417393e-12	2.671230e-12
3.880000e+01	-4.276486e-12	1.598693e-12
4.520000e+01	-2.897997e-12	4.662822e-14
5.170000e+01	-4.976876e-12	3.935294e-12
5.810000e+01	-6.963386e-12	1.949733e-13
6.460000e+01	-2.997266e-12	1.045896e-12
7.100000e+01	1.909224e-12	4.924575e-12
7.750000e+01	-4.619092e-12	9.439399e-13
8.390000e+01	-5.910166e-12	5.708237e-13
9.040000e+01	-5.621982e-12	5.718384e-13
9.680000e+01	7.110445e-12	1.061878e-11
1.033000e+02	-1.268372e-12	7.247631e-13
1.097000e+02	-3.972445e-12	4.464121e-12
1.162000e+02	1.394739e-12	1.429865e-12
1.226000e+02	-3.138834e-12	2.518519e-12
1.291000e+02	-2.879651e-12	3.943534e-12
1.355000e+02	-3.494724e-12	2.706582e-12
1.420000e+02	-3.335040e-12	1.950677e-13
1.484000e+02	5.388866e-13	5.758160e-13
1.549000e+02	-3.513430e-12	1.436331e-12
1.613000e+02	-1.651503e-12	1.072145e-13
1.678000e+02	-3.518319e-12	1.392293e-13
1.742000e+02	-3.094893e-12	1.704613e-12
1.807000e+02	-1.387090e-13	1.795628e-12
1.871000e+02	-3.034282e-12	1.047011e-12
1.936000e+02	-6.410599e-12	2.995262e-13
2.000000e+02	5.923283e-13	5.124100e-13
2.065000e+02	-1.791988e-12	3.873925e-12
2.130000e+02	-2.658675e-13	4.440023e-13
2.194000e+02	-9.943778e-13	9.673232e-13
2.259000e+02	-1.185757e-12	1.190901e-12
2.323000e+02	2.420233e-12	2.083722e-12
2.388000e+02	1.203853e-12	9.670077e-14
2.452000e+02	-4.981657e-12	6.236201e-13
2.517000e+02	2.979638e-13	2.999198e-12
2.581000e+02	-3.379046e-12	2.695981e-12
2.646000e+02	2.863574e-12	8.544038e-13
2.710000e+02	5.130639e-13	5.587083e-12
2.775000e+02	-2.886815e-12	2.571995e-12
2.839000e+02	1.631743e-13	3.093816e-12
2.904000e+02	-1.022049e-13	3.318607e-12
2.968000e+02	5.999785e-12	1.107279e-11
3.033000e+02	-5.705945e-13	5.517916e-13
3.097000e+02	-9.281048e-13	1.160887e-12
3.162000e+02	9.459016e-12	4.548810e-12
3.226000e+02	5.695056e-13	1.330489e-12
3.291000e+02	9.771892e-13	7.390257e-13
3.355000e+02	-7.583840e-13	2.646591e-12
3.420000e+02	-1.341200e-12	7.935758e-13
3.484000e+02	1.068226e-12	2.781808e-12
3.549000e+02	3.133410e-12	3.238227e-13
