Ion signal for P950-AlO4 1, m/z=156
Time(s)	Corrected Signal(Torr)	Std(Torr)
0.000000e+00	-1.703658e-11	7.826786e-12
6.500000e+00	5.238251e-12	7.826786e-12
1.290000e+01	-2.175421e-11	7.826786e-12
1.940000e+01	7.819213e-12	7.826786e-12
2.580000e+01	5.701350e-12	7.826786e-12
3.230000e+01	2.065176e-12	7.826786e-12
3.880000e+01	1.327002e-12	7.826786e-12
4.520000e+01	6.201139e-12	7.826786e-12
5.170000e+01	1.094496e-11	7.826786e-12
5.810000e+01	-6.113899e-12	7.826786e-12
6.460000e+01	-1.456807e-11	7.826786e-12
7.100000e+01	1.008906e-11	7.826786e-12
7.750000e+01	-1.152110e-12	7.826786e-12
8.390000e+01	-1.026974e-12	7.826786e-12
9.040000e+01	-2.240565e-11	7.826786e-12
9.680000e+01	-4.355011e-12	7.826786e-12
1.033000e+02	-1.855248e-11	7.826786e-12
1.097000e+02	-2.246315e-11	7.826786e-12
1.162000e+02	1.100778e-12	7.826786e-12
1.226000e+02	7.825914e-12	7.826786e-12
1.291000e+02	-2.369116e-11	7.826786e-12
1.355000e+02	-1.946123e-12	7.826786e-12
1.420000e+02	-2.580620e-11	7.826786e-12
1.484000e+02	-1.894161e-12	7.826786e-12
1.549000e+02	-6.713344e-13	7.826786e-12
1.613000e+02	1.018980e-11	7.826786e-12
1.678000e+02	-1.630137e-11	7.826786e-12
1.742000e+02	-8.987235e-12	7.826786e-12
1.807000e+02	-1.619141e-11	7.826786e-12
1.871000e+02	5.701727e-12	7.826786e-12
1.936000e+02	-1.515445e-11	7.826786e-12
2.000000e+02	-2.926310e-12	7.826786e-12
2.065000e+02	-1.438484e-12	7.826786e-12
2.129000e+02	-2.435225e-11	7.826786e-12
2.194000e+02	-1.747252e-11	7.826786e-12
2.258000e+02	-2.212288e-11	7.826786e-12
2.323000e+02	-2.383996e-11	7.826786e-12
2.387000e+02	9.379578e-12	7.826786e-12
2.452000e+02	8.898404e-12	7.826786e-12
2.516000e+02	1.724540e-12	7.826786e-12
2.581000e+02	8.773366e-12	7.826786e-12
2.646000e+02	-2.391301e-11	7.826786e-12
2.710000e+02	-3.236671e-12	7.826786e-12
2.775000e+02	-2.123624e-11	7.826786e-12
2.839000e+02	-2.120721e-11	7.826786e-12
2.904000e+02	-1.907882e-12	7.826786e-12
2.968000e+02	-1.333675e-11	7.826786e-12
3.033000e+02	9.114080e-12	7.826786e-12
3.097000e+02	-4.532783e-12	7.826786e-12
3.162000e+02	-4.774957e-12	7.826786e-12
3.226000e+02	1.332818e-11	7.826786e-12
3.291000e+02	5.160055e-13	7.826786e-12
3.355000e+02	1.275142e-12	7.826786e-12
3.420000e+02	8.989681e-13	7.826786e-12
3.484000e+02	-3.086895e-12	7.826786e-12
3.549000e+02	-8.640693e-13	7.826786e-12
