Averaged ion signal for P950-Hf15x1, m/z=53
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-2.018537e-12	4.239350e-12
6.500000e+00	-8.878229e-13	4.682772e-12
1.290000e+01	-7.370439e-13	2.456709e-12
1.940000e+01	8.966702e-13	2.072869e-12
2.580000e+01	8.669492e-13	2.695568e-12
3.230000e+01	-1.328547e-12	5.848220e-12
3.880000e+01	1.159668e-12	1.860298e-12
4.520000e+01	-6.393053e-12	3.052139e-12
5.170000e+01	3.621161e-12	1.207061e-12
5.810000e+01	3.911940e-12	5.089998e-12
6.460000e+01	3.126539e-13	1.154420e-12
7.100000e+01	3.287933e-12	4.441857e-12
7.750000e+01	2.731470e-13	3.313221e-12
8.390000e+01	-1.338574e-12	4.680216e-12
9.040000e+01	5.271140e-12	4.191638e-12
9.680000e+01	4.411919e-12	1.157425e-12
1.033000e+02	2.982133e-12	8.588503e-12
1.097000e+02	4.158412e-12	1.889340e-13
1.162000e+02	2.964626e-12	1.156144e-12
1.226000e+02	5.321405e-12	2.450207e-12
1.291000e+02	-1.085381e-12	1.922852e-13
1.355000e+02	3.651398e-12	9.216520e-13
1.420000e+02	6.432613e-12	1.174263e-13
1.484000e+02	7.705392e-12	5.683511e-12
1.549000e+02	1.188606e-12	2.585673e-13
1.613000e+02	2.703885e-12	2.128870e-12
1.678000e+02	8.708099e-12	1.278208e-12
1.742000e+02	3.771878e-12	3.279271e-12
1.807000e+02	7.270592e-12	6.786151e-12
1.871000e+02	1.025387e-11	3.835412e-12
1.936000e+02	4.872875e-12	7.567003e-13
2.000000e+02	4.042864e-12	1.512447e-12
2.065000e+02	-1.662632e-12	1.263414e-13
2.130000e+02	6.053582e-12	6.412420e-12
2.194000e+02	6.601861e-12	4.301982e-12
2.259000e+02	5.351076e-12	1.562061e-12
2.323000e+02	5.599355e-12	6.396235e-13
2.388000e+02	5.818069e-12	8.177983e-13
2.452000e+02	4.884848e-12	4.541736e-12
2.517000e+02	3.223062e-12	2.819657e-12
2.581000e+02	5.384841e-12	4.340406e-12
2.646000e+02	-6.414451e-13	3.805984e-12
2.710000e+02	1.240633e-11	5.421953e-12
2.775000e+02	4.080481e-13	1.430375e-12
2.839000e+02	-7.151730e-13	1.761688e-12
2.904000e+02	-2.887459e-12	3.216266e-12
2.968000e+02	6.131820e-12	6.008287e-13
3.033000e+02	1.477653e-11	1.877593e-12
3.097000e+02	8.893133e-13	6.073530e-12
3.162000e+02	-4.044726e-13	4.512548e-12
3.226000e+02	-1.550194e-12	4.314111e-12
3.291000e+02	6.636021e-12	9.260189e-12
3.355000e+02	-7.216701e-12	1.544752e-12
3.420000e+02	3.160137e-13	1.605670e-12
3.484000e+02	2.947926e-13	9.145607e-12
3.549000e+02	2.503507e-12	4.664029e-12
