Averaged ion signal for P950-Hf15x1, m/z=167
Time (s)	Mean Ion Signal (Torr)	Std (Torr)
0.000000e+00	-3.973378e-12	1.860632e-11
6.500000e+00	-1.194250e-12	1.217157e-12
1.290000e+01	-7.940447e-12	7.270685e-12
1.940000e+01	1.264818e-11	6.391648e-12
2.580000e+01	-6.139765e-12	1.184194e-11
3.230000e+01	-5.406887e-12	9.462638e-12
3.880000e+01	8.780242e-12	2.824471e-12
4.520000e+01	-7.624455e-12	6.470129e-12
5.170000e+01	-2.390827e-12	3.136462e-12
5.810000e+01	5.208976e-12	1.222380e-12
6.460000e+01	6.511048e-13	1.290547e-12
7.100000e+01	-7.025592e-12	6.818889e-12
7.750000e+01	-2.012464e-12	1.069206e-11
8.390000e+01	2.390839e-12	1.563360e-11
9.040000e+01	-1.248532e-12	1.134793e-11
9.680000e+01	-2.070729e-12	3.052093e-12
1.033000e+02	-1.389410e-11	1.641574e-12
1.097000e+02	-7.642976e-13	1.075839e-13
1.162000e+02	-8.689969e-12	1.200122e-11
1.226000e+02	3.280634e-12	5.748179e-16
1.291000e+02	2.392625e-13	1.205091e-11
1.355000e+02	1.015707e-11	8.784066e-12
1.420000e+02	7.401194e-12	7.468899e-12
1.484000e+02	-8.586003e-12	9.446943e-12
1.549000e+02	1.201256e-13	1.455789e-11
1.613000e+02	2.339929e-12	5.215048e-12
1.678000e+02	-3.864428e-13	3.333619e-12
1.742000e+02	9.904860e-12	1.025039e-12
1.807000e+02	1.313949e-11	7.462844e-14
1.871000e+02	-2.055708e-12	1.429547e-11
1.936000e+02	-1.163108e-11	1.218386e-11
2.000000e+02	2.109723e-12	6.165979e-12
2.065000e+02	-1.499915e-11	1.297853e-12
2.130000e+02	2.698980e-12	4.644314e-12
2.194000e+02	-1.040922e-11	7.967156e-12
2.259000e+02	-1.565984e-11	6.474427e-12
2.323000e+02	3.696715e-12	7.812835e-12
2.388000e+02	1.669843e-12	7.467668e-12
2.452000e+02	3.690146e-12	7.121326e-12
2.517000e+02	-1.619725e-12	5.044159e-12
2.581000e+02	1.069508e-11	1.542683e-12
2.646000e+02	5.584206e-12	1.172150e-12
2.710000e+02	-4.819991e-12	1.127731e-11
2.775000e+02	-1.073136e-11	6.539359e-12
2.839000e+02	3.370941e-12	1.321701e-12
2.904000e+02	7.819069e-12	7.065132e-12
2.968000e+02	-5.816277e-13	3.836210e-12
3.033000e+02	-1.024400e-11	8.432123e-12
3.097000e+02	-9.509196e-12	9.755719e-12
3.162000e+02	-1.252568e-12	3.973386e-12
3.226000e+02	-6.920265e-12	5.858728e-12
3.291000e+02	-9.451636e-12	3.963395e-12
3.355000e+02	1.131667e-12	5.732737e-12
3.420000e+02	7.642296e-12	3.741596e-12
3.484000e+02	-6.940147e-14	5.171254e-12
3.549000e+02	-1.361312e-11	7.325763e-12
