Sum of corrected signals for P950-InO4 2
Time(s)	SumCorrected(Torr)	Std(Torr)
0.000000e+00	-1.297298e-09	5.927403e-10
6.400000e+00	-2.369768e-10	5.927403e-10
1.290000e+01	-2.570880e-10	5.927403e-10
1.930000e+01	-4.512107e-11	5.927403e-10
2.580000e+01	-8.237073e-10	5.927403e-10
3.230000e+01	1.360049e-09	5.927403e-10
3.870000e+01	2.566520e-11	5.927403e-10
4.520000e+01	-4.790818e-10	5.927403e-10
5.160000e+01	-7.828529e-10	5.927403e-10
5.810000e+01	1.967446e-09	5.927403e-10
6.450000e+01	6.938606e-09	5.927403e-10
7.100000e+01	8.410448e-09	5.927403e-10
7.740000e+01	7.733822e-09	5.927403e-10
8.390000e+01	7.813337e-09	5.927403e-10
9.030000e+01	8.792252e-09	5.927403e-10
9.680000e+01	7.481827e-09	5.927403e-10
1.032000e+02	7.602811e-09	5.927403e-10
1.097000e+02	7.689547e-09	5.927403e-10
1.161000e+02	6.030126e-09	5.927403e-10
1.226000e+02	7.149113e-09	5.927403e-10
1.290000e+02	7.650726e-09	5.927403e-10
1.355000e+02	6.514866e-09	5.927403e-10
1.419000e+02	6.121287e-09	5.927403e-10
1.484000e+02	7.167622e-09	5.927403e-10
1.548000e+02	6.596597e-09	5.927403e-10
1.613000e+02	5.756571e-09	5.927403e-10
1.677000e+02	6.751196e-09	5.927403e-10
1.742000e+02	6.414669e-09	5.927403e-10
1.806000e+02	6.419424e-09	5.927403e-10
1.871000e+02	6.572237e-09	5.927403e-10
1.935000e+02	6.179325e-09	5.927403e-10
2.000000e+02	4.930122e-09	5.927403e-10
2.064000e+02	5.692082e-09	5.927403e-10
2.129000e+02	5.456318e-09	5.927403e-10
2.193000e+02	4.914830e-09	5.927403e-10
2.258000e+02	5.568716e-09	5.927403e-10
2.322000e+02	6.263845e-09	5.927403e-10
2.387000e+02	5.014135e-09	5.927403e-10
2.451000e+02	5.356154e-09	5.927403e-10
2.516000e+02	4.311464e-09	5.927403e-10
2.580000e+02	5.154636e-09	5.927403e-10
2.645000e+02	5.183529e-09	5.927403e-10
2.709000e+02	5.143448e-09	5.927403e-10
2.774000e+02	3.704571e-09	5.927403e-10
2.838000e+02	4.351428e-09	5.927403e-10
2.903000e+02	4.269772e-09	5.927403e-10
2.968000e+02	4.345792e-09	5.927403e-10
3.032000e+02	1.845913e-09	5.927403e-10
3.097000e+02	3.608436e-10	5.927403e-10
3.161000e+02	-4.038988e-10	5.927403e-10
3.226000e+02	1.934519e-10	5.927403e-10
3.290000e+02	6.552198e-10	5.927403e-10
3.355000e+02	1.075846e-10	5.927403e-10
3.419000e+02	-6.281262e-10	5.927403e-10
3.484000e+02	-1.574997e-10	5.927403e-10
3.548000e+02	-6.408242e-10	5.927403e-10
